Job_Name,Company,Location,Required_Skills,min_salary,max_salary
Chuyên Viên IT,Công ty CP Ecohealth Việt Nam,Hà Nội: Hoàng Mai,"Giải quyết vấn đề, Kiến Thức Về Phần Cứng Và Phần Mềm, Khả Năng Làm Việc Độc Lập",12000000,18000000
Brse - Kỹ Sư Cầu Nối,Công ty CP sáng tạo trẻ Việt Nam Miichisoft,Hà Nội: Tây Hồ,Tiếng Nhật,30000000,60000000
Thực Tập Sinh IT,Công ty Cổ phần Đầu Tư K&G Việt Nam,"Hồ Chí Minh: Quận 5, Phú Nhuận","Kiến Thức Cơ Bản Về Lập Trình, Khả Năng Học Hỏi Nhanh, Tư duy logic",0,2000000
Fullstack JS,Công ty Cổ phần Công nghệ Alphaway,Hà Nội: Hai Bà Trưng,"Javascript, REST API, Node.js",20000000,27000000
Project Coordinator,Công Ty SmartOSC,Hà Nội,"Giao tiếp, Lập Kế Hoạch, Quản Lý Dự Án",0,2000000
Kỹ Sư Cầu Nối BrSE,Newwave Solutions JSC,Hà Nội: Cầu Giấy,"Làm việc nhóm, Giao tiếp, Quản Lý Dự Án",0,60000000
IOS Developer,Công ty Cổ phần Công nghệ Alphaway,Hà Nội: Hai Bà Trưng,"Swift-Objective-C, iOS SDK, XCode",20000000,27000000
Nhân Viên Lập Trình Bot Giao Dịch,CÔNG TY TNHH KJ Globexus,Đà Nẵng: Hải Châu,"Phân Tích Kỹ Thuật, Quản Lý Rủi Ro, Kiểm Thử Và Gỡ Lỗi",10000000,20000000
Flutter Technical Leader,CÔNG TY CỔ PHẦN CÔNG NGHỆ AIT,Hà Nội: Cầu Giấy,"Leadership, Flutter, Mobile Development",30000000,35000000
Backend Developer,Unit Corp,Hồ Chí Minh: Quận 3,".NET, Agile, C#",0,2000000
Business Analyst,CÔNG TY TRÁCH NHIỆM HỮU HẠN GIẢI PHÁP CÔNG NGHỆ CỘNG,Hà Nội: Cầu Giấy,"UML, Làm việc nhóm, Phân tích dữ liệu",0,2000000
Senior Developer,CÔNG TY TRÁCH NHIỆM HỮU HẠN GIẢI PHÁP CÔNG NGHỆ CỘNG,Hà Nội: Cầu Giấy,".NET, Làm việc nhóm, Thiết Kế Hệ Thống",0,2000000
Nhân Viên Hỗ Trợ Ứng Dụng/ Application Support,CÔNG TY TRÁCH NHIỆM HỮU HẠN THỜI TRANG STAR,Hà Nội: Chương Mỹ,"Khả năng giải quyết vấn đề, Kỹ năng giao tiếp, Kiến Thức Về Hệ Điều Hành (windows, Linux)",0,2000000
Senior Process Quality Assurance,VNDIRECT,Hà Nội,"phân tích yêu cầu, Viết Testcase, Thực Hiện Test Case",0,2000000
Java Backend Engineer,VNDIRECT,Hà Nội: Thanh Xuân,"Java, Data Structures And Algorithms, Spring Framework (spring Boot, Spring Mvc)",0,2000000
Quản Lý Dự Án Phần Mềm,Công ty cổ phần đầu tư KD,Hà Nội: Hai Bà Trưng,"Quản lý thời gian, Giao tiếp, Quản Lý Dự Án",0,2000000
Python Developer,"TECHVIFY SOFTWARE., JSC",Hà Nội: Thanh Xuân,Không có,0,2000000
Solution Architect,Công ty CP FINT Việt Nam,Hà Nội: Cầu Giấy,"Giao tiếp, Quản Lý Dự Án, Thiết Kế Hệ Thống",40000000,60000000
.Net Engineer,"TECHVIFY SOFTWARE., JSC",Hà Nội: Thanh Xuân,"C#, SQL Server, Object Oriented Programming (oop)",0,40000000
Thực Tập Sinh Hệ Thống,CÔNG TY TNHH CÔNG NGHỆ THÔNG TIN VÀ TRUYỀN THÔNG GTEL,Hà Nội: Thanh Xuân,"Làm việc nhóm, Giao tiếp tốt, Khả năng giải quyết vấn đề",0,2000000
Technical Leader,CÔNG TY TNHH ZINZA TECHNOLOGY,Hà Nội: Cầu Giấy,"Quản Lý Dự Án, Kiến Trúc Phần Mềm, Kiểm Thử Phần Mềm (unit Testing, Integration Testing)",28000000,40000000
Fullstack Team Leader,CÔNG TY TNHH ZINZA TECHNOLOGY,Hà Nội: Cầu Giấy,"Kiến Trúc Phần Mềm, Kiểm Thử Phần Mềm (unit Testing, Integration Testing), Kiến Thức Về Cơ Sở Dữ Liệu (sql, Nosql)",28000000,35000000
.Net Developer,"TECHVIFY SOFTWARE., JSC",Hà Nội: Thanh Xuân,.NET Framework,0,2000000
Chuyên Viên Dữ Liệu,Công ty cổ phần đầu tư KD,Hà Nội: Hai Bà Trưng,"Python, SQL, ETL",0,2000000
Kỹ Sư Mạng & Bảo Mật Hệ Thống,CÔNG TY TNHH CÔNG NGHỆ THÔNG TIN VÀ TRUYỀN THÔNG GTEL,"Hà Nội: Thanh Xuân, Cầu Giấy, Hoàn Kiếm","Khả Năng Phân Tích Và Giải Quyết Sự Cố Mạng, Kiến Thức Về Mạng Máy Tính (tcp Ip, Routing, Switching), Khả Năng Giám Sát Và Quản Lý Hệ Thống Mạng",12000000,25000000
Python Developer,"TECHVIFY SOFTWARE., JSC",Hà Nội: Thanh Xuân,"Python, Frameworks (ví Dụ: Django, Flask)",0,2000000
Chuyên Viên Đo Lường & Hiệu Suất,Công ty cổ phần đầu tư KD,Hà Nội: Hai Bà Trưng,"Kỹ Năng Phân Tích Yêu Cầu, Kiến Thức Về Kiểm Thử Phần Mềm, Kỹ Năng Viết Test Case",0,2000000
Chuyên Viên Phân Tích Nghiệp Vụ,Công ty cổ phần đầu tư KD,Hà Nội: Hai Bà Trưng,"Giao tiếp, Phân Tích Nghiệp Vụ, Giải quyết vấn đề",0,2000000
Devops Senior Engineer,Công ty cổ phần PayPay,Hà Nội: Cầu Giấy,"Version Control (git), Linux System Administration, Cloud Computing (aws, Azure, Gcp)",0,50000000
IT Support,Công ty cổ phần Hạ tầng Viễn thông CMC Telecom,Hồ Chí Minh: Quận 7,"Khả năng giải quyết vấn đề, Khắc Phục Sự Cố Máy Tính, Hỗ Trợ Người Dùng",12000000,16000000
IT Helpdesk,Công ty cổ phần Hạ tầng Viễn thông CMC Telecom,Bà Rịa-Vũng Tàu: TP Vũng TàuHồ Chí MinhBình DươngĐồng Nai,"Khả năng giải quyết vấn đề, Kiến Thức Về Phần Cứng Máy Tính, Khắc Phục Sự Cố Máy Tính Cơ Bản",14000000,16000000
Nhân Viên Lập Trình & Xử Lý Số Liệu,BỆNH VIỆN ĐA KHOA QUỐC TẾ S.I.S CẦN THƠ - CHI NHÁNH CÔNG TY CỔ PHẦN ĐẦU TƯ Y TẾ VIỆT CƯỜNG,Cần Thơ,"Python, SQL, Phân tích dữ liệu",0,2000000
Android Developer,Công ty Cổ phần Công nghệ eUp,Hà Nội: Thanh Xuân,"Android, Android SDK, Lập Trình Android",0,2000000
Chuyên Viên Quản Lý Kho Và Mô Hình Dữ Liệu,Ngân hàng SHB,Hà Nội,"SQL, Phân tích dữ liệu, Mô Hình Hóa Dữ Liệu",0,2000000
Chuyên Viên Vận Hành Hệ Thống,Công ty Cổ phần Công nghệ Công nghiệp VConnex,Hà Nội: Nam Từ Liêm,"Quản Trị Hệ Thống, Mạng máy tính, Ảo Hóa (vmware, Hyper V)",15000000,25000000
IT Project Manager,Beetechsoft,Hà Nội: Thanh Xuân,"Quản lý thời gian, Quản Lý Dự Án, Quản Lý Ngân Sách",0,60000000
Chuyên Viên IT Ứng Dụng,Công ty cổ phần INN SAIGON,Hồ Chí Minh: Quận 1,"ERP, MS SQL, MySQL",18000000,25000000
Backend Developer,Alphaway Technology,Hà Nội: Gia Lâm,"Java, Spring Framework (spring Boot, Spring Mvc), RESTful APIs",0,40000000
Middle Flutter Developer,Công ty Cổ phần Giải pháp NETKO,Hà Nội: Nam Từ Liêm,"Git, Websocket, debug",15000000,25000000
Thực Tập Sinh ReactJS/NestJS/Typescript,CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ TRUYỀN THÔNG NETVIET,Hà Nội: Cầu Giấy,"CSS, Git, HTML",3000000,5000000
Business Analyst,Alphaway Technology,Hà Nội: Gia Lâm,"Phân Tích Nghiệp Vụ, Thu Thập Yêu Cầu, Phân tích dữ liệu",0,40000000
Lập Trình Viên .NET,Công ty Cổ phần Tập đoàn Công nghệ Thiên Hoàng,Hà Nội: Nam Từ Liêm,"C#, .net Framework .net Core .net, Phân Tích Và Thiết Kế Hệ Thống",12000000,25000000
Lập Trình Viên Java,Công ty Cổ phần Tập đoàn Công nghệ Thiên Hoàng,Hà Nội: Nam Từ Liêm,"RESTful APIs, Sql Và Cơ Sở Dữ Liệu Quan Hệ (mysql, Postgresql, Oracle), Java Core (oop, Collections, Multithreading)",20000000,40000000
"Chuyên Viên AI Automation N8N Workflow , Web",START CORP,Hồ Chí Minh,"Automation, Api Integration, Ai/Ml",0,2000000
Manual Tester Intern,CÔNG TY TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN THƯƠNG MẠI & DỊCH VỤ FASTCODING VIỆT NAM,Đà Nẵng: Sơn Trà,"Tư duy logic, kỹ năng phân tích, Kiến Thức Về Kiểm Thử Phần Mềm",3000000,10000000
Talent BrSE/Kỹ Sư Cầu Nối Tài Năng,CÔNG TY CỔ PHẦN PHẦN MỀM LUVINA,Hà Nội: Cầu Giấy,"Kỹ năng giao tiếp, Kỹ năng giải quyết vấn đề, Kỹ năng làm việc nhóm",15000000,25000000
Tester Kiêm Kiểm Tra Hệ Thống.,Công ty Cổ phần Giải pháp 8 Giờ,Hà Nội: Hai Bà Trưng,"Kỹ Năng Phân Tích Yêu Cầu, Kiến Thức Về Kiểm Thử Phần Mềm, Kỹ Năng Viết Test Case",12000000,18000000
Chuyên Viên IT Phần Mềm,CÔNG TY CỔ PHẦN TẬP ĐOÀN HAMIER VIỆT NAM,Hồ Chí Minh: Quận 1,"Lập Trình, phân tích yêu cầu, Kiểm thử phần mềm",14000000,18000000
IT Admin/ IT Helpdesk / IT Support,CÔNG TY TNHH PHÁT TRIỂN HỆ THỐNG NICHIETSU,Hồ Chí Minh: Quận 7,"Quản Trị Mạng, Quản Trị Hệ Thống, Khắc Phục Sự Cố Phần Cứng",0,2000000
Junior Business Analyst,Công ty Cổ phần Giải pháp 8 Giờ,Hà Nội: Hai Bà Trưng,"Quản Lý Dự Án, phân tích yêu cầu, Soạn Thảo Tài Liệu",10000000,18000000
Junior Business Analyst,Nano Technologies,Hà Nội: Ba Đình,"Phân Tích Nghiệp Vụ, Thu Thập Yêu Cầu, Lập Tài Liệu",0,2000000
Thiết Kế Phần Mềm,CÔNG TY TNHH SEOJIN VINA,Bắc Ninh: TP Bắc Ninh,"WinForms, Lập Trình C, Winform",0,2000000
Nhân Viên IT,CÔNG TY TNHH GEORIM TECH VINA,Bắc Ninh: Tiên Du,"Tư duy logic, Giải quyết vấn đề, Khả Năng Làm Việc Độc Lập",0,2000000
Trợ Lý Giám Đốc,CÔNG TY TNHH THIẾT BỊ THẨM MỸ VÀ CÔNG NGHỆ Y HỌC,Hà Nội: Nam Từ Liêm,"Soạn Thảo Văn Bản, phối hợp công việc, Quản Lý Văn Phòng Phẩm",10000000,13000000
Frontend Developer PHP,CÔNG TY CỔ PHẦN TRUYỀN THÔNG VĂN HOÁ VIỆT,Hà Nội,"HTML, CSS, Javascript",0,20000000
Full - Stack Java Developer,Công ty Cổ phần EcoIT,Hà Nội: Thanh Xuân,"Java, Spring Framework (spring Boot, Spring Mvc, Spring Data), Restful Api Development",20000000,30000000
Chuyên Viên Chuyển Đổi Số,CÔNG TY TNHH CITY ONE VIỆT NAM,Hồ Chí Minh: Tân Phú,"Làm việc nhóm, Phân tích dữ liệu, Quản Lý Dự Án",15000000,20000000
VFX Artist,Công ty TNHH Horus Productions,Hà Nội: Nam Từ Liêm,"Unity, Adobe Premier, 3D Modeling",10000000,18000000
2D UI/UX Artist,Công ty TNHH Horus Productions,Hà Nội: Nam Từ Liêm,"Illustrator, Photoshop, AI",8000000,20000000
Kỹ Sư Lập Trình Nhúng,Công ty Cổ phần AIPT Việt Nam,Hà Nội: Hoàng Mai,"Thiết Kế Mạch Điện Tử Cơ Bản, Khả Năng Debug Và Troubleshooting",16000000,18000000
Mobile,NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN VIỆT NAM THỊNH VƯỢNG,Hà Nội,"Javascript, Redux, React Native",0,2000000
Java Developer,NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN VIỆT NAM THỊNH VƯỢNG,Hà Nội,Không có,0,2000000
Chuyên Viên IT,CÔNG TY TNHH THIẾT BỊ KHOA HỌC LABONE,Hồ Chí Minh: Củ Chi,"Kiến Thức Về Phần Cứng Máy Tính, Kiến Thức Về Mạng Máy Tính (lan, Wan, Tcp Ip), Kinh Nghiệm Quản Trị Cơ Sở Dữ Liệu (sql, Nosql)",10000000,25000000
Chuyên Viên Vận Hành Hệ Thống IT,Công ty Cổ Phần Hợp tác Đầu tư Giáo dục Quốc tế Tín Phát,Hà Nội: Từ Liêm,"Xử Lý Sự Cố Hệ Thống, Ảo Hóa (vmware, Hyper V), Sao Lưu Và Phục Hồi Dữ Liệu",0,2000000
Nhân Viên Kỹ Thuật Điện Thoại,CÔNG TY TNHH THƯƠNG MẠI THANH THÁI MOBILE,"Bắc Ninh: Từ Sơn, Yên Phong, Tiên Du","Excel & Word, Word, Excel, Kiến Thức Về Laptop",8500000,11000000
Senior Software Developer,Tek Experts Vietnam,Hà Nội: Ba Đình,"Lập Trình, Thiết Kế Phần Mềm, Kiến Trúc Phần Mềm",0,2000000
Senior Test Engineer,Công ty Cổ phần Công nghệ KiotViet,Hà Nội: Hoàn Kiếm,"Kinh Nghiệm Viết Test Case, Test Plan, Kinh Nghiệm Kiểm Thử Thủ Công (manual Testing), Kinh Nghiệm Kiểm Thử Tự Động (automation Testing)",25000000,35000000
Unity Developer,CÔNG TY TNHH HAPIGA VIỆT NAM,Hà Nội: Nam Từ Liêm,"C#, Unity",0,40000000
Technical Lead,CÔNG TY TNHH VERISERVE VIỆT NAM,Hà Nội: Nam Từ Liêm,"C#, Java, Python",0,65000000
Japanese BrSE/BA,CÔNG TY TNHH VERISERVE VIỆT NAM,Hà Nội: Nam Từ Liêm,"Tiếng Nhật (jlpt N2 Trở Lên), Giao Tiếp Tiếng Nhật (nói Và Viết), Kỹ Năng Ba (business Analysis)",0,70000000
Kỹ Sư Giải Pháp Phần Mềm/ Software Developer Thu Nhập Từ 15,CÔNG TY CỔ PHẦN DỊCH  VỤ CÔNG NGHỆ TIN HỌC HPT,Hà Nội: Đống Đa,Không có,15000000,25000000
Chuyên Viên Phát Triển Ứng Dụng/Mobile Developer,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALADIN,Hà Nội: Đống Đa,"Android studio, Agile/Scrum, Hiểu Biết Về Android Sdk",20000000,35000000
Trưởng Phòng AI Team Leader,CÔNG TY TNHH ACWORKS VIỆT NAM,Hà Nội: Thanh Xuân,"Quản Lý Dự Án, Lãnh Đạo Nhóm, Trí Tuệ Nhân Tạo (ai)",0,2000000
Data Engineer,Công ty Cổ phần Công nghệ KiotViet,Hà Nội: Hoàn Kiếm,"Python, SQL, ETL",20000000,30000000
.NET Developer,Công ty Cổ phần Công nghệ KiotViet,Hà Nội: Hoàn Kiếm,"C#, Object Oriented Programming (oop), .net Framework Core",25000000,40000000
Senior Full,BSS Group,Hà Nội: Nam Từ Liêm,"Javascript, Nestjs, React",0,2000000
Chuyên Viên Quản Lý Phần Mềm,Công ty Cổ phần Vatech Việt,Hà Nội,Không có,0,20000000
BrSE/PM,CÔNG TY TNHH SYSTEMEXE VIỆT NAM,Hồ Chí Minh: Tân BìnhHà Nội: Cầu GiấyĐà Nẵng: Sơn Trà,"Kỹ năng giải quyết vấn đề, Kỹ năng làm việc nhóm, BrSE",0,2000000
Data Scientist Cho Product Fintech,CÔNG TY CỔ PHẦN CYPHER AI LABS,Hà Nội: Thanh Xuân,Không có,30000000,80000000
Senior Fullstack 35,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ HP BROTHERS,Hồ Chí Minh: Tân Bình,"Javascript, TypeScript, ReactJS",35000000,45000000
Kỹ Sư Triển Khai Bản Vẽ MEP / HVAC,Công ty Phát triển Phần mềm Xây dựng Aureole,Hồ Chí Minh: Gò VấpVĩnh Long: TP Vĩnh Long,"Đọc Hiểu Bản Vẽ Mep, Đọc Hiểu Bản Vẽ Hvac, Triển Khai Bản Vẽ",8000000,9000000
Backend Developer,CÔNG TY TNHH LINK TECHNOLOGY CROSSBORDER,Hồ Chí Minh: Tân Bình,Không có,0,60000000
Junior Tester,BSS Group,Hà Nội: Nam Từ Liêm,"Kỹ năng giao tiếp, Kỹ Năng Phân Tích Yêu Cầu, Kiến Thức Về Kiểm Thử Phần Mềm",10000000,15000000
Golang Developer,Công ty Cổ phần Công nghệ KiotViet,Hà Nội: Hoàn Kiếm,"Go (golang), Data Structures And Algorithms, Concurrency",20000000,40000000
Full-Stack Node.Js/Electron,CÔNG TY TNHH LINK TECHNOLOGY CROSSBORDER,Hồ Chí Minh: Bình Tân,Không có,0,2000000
AI Intern,Công ty Cổ phần Công nghệ Tài chính Goline,Hà Nội: Cầu Giấy,Không có,0,3000000
Nhân Viên Phân Tích Nghiệp Vụ/ Business Analyst,Công ty Cp Công nghệ và Truyền thông Dagoras,Hà Nội: Cầu Giấy,"Tư duy logic, Phân tích dữ liệu, Kỹ năng giải quyết vấn đề",10000000,20000000
Java Developer,CÔNG TY CỔ PHẦN SMARTOSC,Hà Nội: Nam Từ Liêm,"Java, Spring Framework (spring Boot, Spring Mvc, Spring Data), RESTful APIs",0,45000000
AI Engineer,Công ty Cổ phần Công nghệ KiotViet,Hà Nội: Hoàn Kiếm,"Natural Language Processing (nlp), Machine Learning (ml), Deep learning",30000000,40000000
Product Manager,CÔNG TY TNHH LINK TECHNOLOGY CROSSBORDER,Hồ Chí Minh: Bình Tân,Không có,0,60000000
Mendix Developer,Công ty Cổ phần Đầu tư Mobino,Hà Nội: Cầu Giấy,"CSS, HTML, Javascript",0,2000000
ReactJS/Nodejs Full Stack Developer,Công ty Cổ phần Đầu tư và Phát triển Koolsoft,Hà Nội: Thanh Xuân,"CSS, HTML, ReactJS",20000000,40000000
Quản Lý Dự Án Phần Mềm,Công Ty Cổ Phần Edulive Toàn Cầu,Hà Nội: Bắc Từ Liêm,"Kỹ năng giao tiếp, Quản lý thời gian, Quản Lý Rủi Ro",0,2000000
Backend Developer,SonatGame Studio,Hà Nội: Cầu Giấy,"MongoDB, PostgreSQL, Cấu Trúc Dữ Liệu Và Giải Thuật",0,20000000
Mobile Apps Developer,Bệnh Viện Đa Khoa Quốc Tế Thu Cúc – Chi Nhánh Công Ty Cổ Phần Y Khoa & Thẩm Mỹ Thu Cúc,Hà Nội: Tây Hồ,"Flutter, Dart, RESTful APIs",15000000,25000000
Lập Trình Viên Backend Java,CÔNG TY CỔ PHẦN CÔNG NGHỆ UNIT – CHI NHÁNH HÀ NỘI,Hà Nội: Cầu Giấy,".NET, Oracle, SQL Server",0,2000000
Junior Business Analyst,Công ty Cổ phần Đầu tư Mobino,Hà Nội: Cầu Giấy,"Giao tiếp, Phân Tích Nghiệp Vụ, Giải quyết vấn đề",0,2000000
Nhân Viên Phát Triển & Vận Hành Hệ Thống CNTT,CÔNG TY TNHH DỊCH VỤ BÌNH DÂN VIỆT NAM,Hồ Chí Minh: Quận 11,Không có,0,12000000
Thực Tập Game Designer,Công ty TNHH Horus Productions,Hà Nội: Nam Từ Liêm,"Game Balance, Thiết Kế Game, Level design",4000000,4500000
Thiết Kế Game Mobile,Công ty TNHH Horus Productions,Hà Nội: Nam Từ Liêm,"Game Balance, Thiết Kế Game, Level design",8000000,15000000
Nhân Viên IT Helpdesk,CÔNG TY TNHH HCT FAMILY FOOD,Long An: Tân An,"Kiến Thức Về Phần Cứng Máy Tính, Kiến Thức Về Phần Mềm, Khả năng giải quyết vấn đề",10000000,12000000
LTV Backend,Công Ty Cổ Phần VCCorp,Hà Nội: Thanh Xuân,"API RESTful, Kiến Trúc Phần Mềm, Cơ Sở Dữ Liệu (sql, Nosql)",16000000,23000000
Lập Trình Viên Fullstack,CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ BZISOFT,Hồ Chí Minh: Quận 2,"Javascript, HTML/CSS, Database (sql, Nosql)",10000000,16000000
Business Analyst,Unit Corp,Hồ Chí Minh: Quận 3,"UML, Business Analyst, BPMN",0,2000000
Automation Tester,Unit Corp,Hồ Chí Minh: Quận 3,"Automation Test, Selenium, Automation",0,2000000
Database Adminstrator,Công ty Cổ phần viễn thông FPT,Hồ Chí Minh: Quận 7,"SQL, Thiết Kế Cơ Sở Dữ Liệu, Quản Trị Cơ Sở Dữ Liệu Quan Hệ (rdbms)",0,2000000
Trưởng Phòng Kỹ Thuật,Công ty TNHH Công Nghệ Đông Ngân - DNT,Hồ Chí Minh: Quận 10,"Giao tiếp, Lập Kế Hoạch, Quản Lý Đội Nhóm",0,2000000
Java Developer,CÔNG TY CỔ PHẦN PAYTECH,Hà Nội,Không có,0,33000000
Chuyên Viên Vận Hành Hệ Thống,Công ty TNHH TM & XNK Nhất Lâm,Hà Nội: Cầu Giấy,"Quản Trị Hệ Thống, Mạng máy tính, Ảo Hóa (vmware, Hyper V)",15000000,20000000
Chuyên Viên Quản Lý Hệ Thống,TRƯỜNG LIÊN KẾT QUỐC TẾ INSCHOOL,Bình Dương: Bến Cát,"Quản Trị Hệ Thống Windows Linux, Khắc Phục Sự Cố Phần Cứng Phần Mềm, Cài Đặt Và Cấu Hình Máy Tính",0,2000000
Fullstack Developer,CÔNG TY TNHH HOLDSTATION VIỆT NAM,Hồ Chí Minh: Quận 2,"Javascript, HTML/CSS, Database Management (sql, Nosql)",70000000,80000000
IT Network Engineer,CÔNG TY TNHH ELECTRONIC TRIPOD VIỆT NAM (BIÊN HÒA),Đồng Nai: Biên Hoà,"Network Troubleshooting, Network Configuration, Tcp Ip Protocol Suite",0,2000000
Business Analyst,Công ty TNHH Giải pháp Phân tích dữ liệu Insight Data,Hà Nội: Thanh Xuân,"Giao tiếp, Phân tích dữ liệu, Phân Tích Nghiệp Vụ",0,25000000
ReactJS Developer,FPT IS,Hà Nội: Nam Từ Liêm,"CSS, HTML, Javascript",0,2000000
Project Manager,FPT Software,Hồ Chí Minh: Thủ Đức,"Project Management, Communication (english & Japanese), Stakeholder Management",0,2000000
Chuyên Viên Quản Lý Dự Án,HIỆP HỘI DỮ LIỆU QUỐC GIA,Hà Nội: Hai Bà Trưng,"Quản Lý Dự Án, Lập Kế Hoạch Dự Án, Quản Lý Rủi Ro",0,2000000
Thực Tập Sinh Chuyển Đổi Số,Công ty Cổ phần viễn thông FPT,Hồ Chí Minh: Quận 7,".NET, ASP.NET, Python",0,2000000
Oracle Flexcube Senior SME,Công ty TNHH Công nghệ Snetel,Hồ Chí MinhHà Nội,"Requirements Gathering, Solution Design, Banking Domain Knowledge",0,2000000
Scrum Master,OpenCommerce Group,Hà Nội: Đống Đa,"Agile, SCRUM, Giao tiếp",25000000,40000000
CVCC Đại Diện Đơn Vị Nghiệp Vụ,Ngân hàng TMCP Hàng Hải Việt Nam (MSB),Hà Nội: Đống Đa,"Phân Tích Nghiệp Vụ (business Analysis), Quản Lý Yêu Cầu, Giao tiếp",0,2000000
Project Management Intern,Công ty TNHH Lửa Á Châu,Hồ Chí Minh: Phú Nhuận,"Excel, PowerPoint, Microsoft Word",0,2000000
Kỹ Sư Triển Khai Hệ Thống Phần Mềm,TỔNG CÔNG TY CÔNG NGHIỆP CÔNG NGHỆ CAO VIETTEL,Hà Nội: Nam Từ Liêm,"Triển Khai Hệ Thống, Tích hợp hệ thống, Giải Quyết Sự Cố",15600000,130000000
Kỹ Sư Triển Khai Hạ Tầng CNTT,TỔNG CÔNG TY CÔNG NGHIỆP CÔNG NGHỆ CAO VIETTEL,Hà Nội: Nam Từ Liêm,"Giải Quyết Sự Cố Hệ Thống, Cấu Hình Thiết Bị Mạng (router, Switch, Firewall), Triển Khai Hệ Thống Mạng",15600000,130000000
Thực Tập Sinh Trợ Lý Phòng Công Nghệ,APEC GLOBAL,Hồ Chí Minh: Quận 6,"Kiến Thức Về Công Nghệ Thông Tin, Kỹ Năng Sử Dụng Máy Tính Văn Phòng, Kỹ Năng Tìm Kiếm Thông Tin",0,2000000
Senior Data Engineer,Công ty cổ phần Aequitas,Hà Nội,"SQL, Data Warehousing, Etl Processes",0,32000000
Họa Sỹ Concept Artist,Công Ty Cổ Phần Phần Mềm Dấu Cộng,Hà Nội: Thanh Xuân,"Illustrator, After Effect, Adobe Photoshop",12000000,15000000
Công Nghệ Thông Tin,SCI Group,Hồ Chí Minh: Tân Bình,"Kỹ năng giải quyết vấn đề, Kiến Thức Về Phần Cứng Máy Tính, Kiến Thức Về Hệ Điều Hành (windows, Macos, Linux)",10000000,13000000
Thực Tập Sinh Phân Tích Nghiệp Vụ,FPT IS,Hà Nội: Hoàn Kiếm,"Kỹ năng giao tiếp, Kỹ năng giải quyết vấn đề, Khả Năng Học Hỏi Nhanh",0,2000000
QC Team Lead,Công ty TNHH BTASKEE,Hồ Chí Minh: Quận 2,"API Testing, Postman, QA/QC",0,2000000
Site Reliability Engineer,Công ty TNHH BTASKEE,Hồ Chí Minh: Quận 2,"PostgreSQL, Kubernetes, gitlab",0,2000000
IT Manager Java,Công ty cổ phần Ecoit,Hà Nội: Thanh Xuân,"Kiến Thức Về Cơ Sở Dữ Liệu (sql, Nosql), Quản Lý Dự Án Phần Mềm, Kỹ Năng Quản Lý Nhóm Và Phân Công Công Việc",35000000,40000000
Chuyên Viên Kiểm Soát Vận Hành Bán Lẻ,Công Ty Cổ Phần Vàng Bạc Đá quý Phú Nhuận - PNJ,Hồ Chí Minh: Bình Thạnh,"Phân tích dữ liệu, Kiểm Soát Nội Bộ, Kiểm Toán",0,2000000
Game 2D Artist,Công ty TNHH BITCOVER,Hồ Chí Minh: Tân Bình,"Vẽ Tay, Thiết Kế Nhân Vật, Hiểu Biết Về Màu Sắc Và Bố Cục",7000000,15000000
Chuyên Gia An Toàn Thông Tin,CÔNG TY CỔ PHẦN CÔNG NGHỆ OMMANIX,Hà Nội: Hoàng Mai,"An Ninh Mạng, Phân Tích Rủi Ro, Mã Hóa",20000000,35000000
Junior Security Engineer,Công ty Cổ phần Công nghệ NexGen VN,Hà Nội: Cầu Giấy,Không có,18000000,25000000
Project Manager,Công ty Cổ phần Công nghệ NexGen VN,Hà Nội: Cầu Giấy,Không có,10000000,15000000
Game Designer,EZTech & CDT Games Studio,Hà Nội: Nam Từ Liêm,"Làm việc nhóm, Giao tiếp, Tư duy sáng tạo",8000000,18000000
Kỹ Thuật Viên Máy Tính,Công ty cổ phần đầu tư sunrise,Thừa Thiên Huế: TP Huế,Không có,6000000,7000000
SAP BTP / Fiori Developer,FPT Software,Hồ Chí Minh: Quận 9,"C#, Java, NodeJS",0,2000000
IT Application Leader,Công ty TNHH Ampersand Management,Hồ Chí Minh: Quận 1,"Quản Lý Dự Án, Quản lý nhóm, Erp (enterprise Resource Planning)",19000000,23000000
LTV Backend,Công Ty Cổ Phần VCCorp,Hà Nội: Thanh Xuân,"Kiểm Soát Phiên Bản (git), Thiết Kế Cơ Sở Dữ Liệu (sql, Nosql), Cấu Trúc Dữ Liệu Và Giải Thuật",11000000,25000000
Trưởng Nhóm IT Dự Án Education Technology,CÔNG TY TNHH WE UP,Hà Nội: Đống Đa,"Giao tiếp, Quản Lý Dự Án, Phát Triển Phần Mềm",50000000,80000000
Display And Camera FWK QNX,CÔNG TY TNHH QUEST GLOBAL DESIGN VIỆT NAM,Hồ Chí Minh: Quận 8,Kinh Nghiệm Phát Triển Và Triển Khai Ứng Dụng Nhúng Trên Qnx,0,2000000
