Job_Name,Company,Location,Required_Skills,min_salary,max_salary
Middle Mobile Developer,Công ty cổ phần BUFF Fintech,Hà Nội: Cầu Giấy,"React Native, Javascript/Typescript, Redux Context Api",0,30000000
Backend Developer,CÔNG TY CỔ PHẦN CÔNG NGHỆ LOOGIX,Hà Nội: Cầu Giấy,"RESTful APIs, Version Control (git), Testing (unit, Integration)",10000000,30000000
Kĩ Sư Cầu Nối,CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ RUBICON,Hà Nội: Cầu Giấy,"Kỹ năng làm việc nhóm, Kỹ Năng Quản Lý Dự Án, Tiếng Nhật N2 Trở Lên",0,2000000
Fresher Android Talent,FPT Software,Hà Nội: Thạch Thất,"Android, Java, Kotlin",6000000,8000000
Fresher C/C++ Developer,FPT Software,Hà Nội: Thạch Thất,Không có,0,2000000
Chuyên Viên Hồ Sơ Kỹ Thuật Thầu,Công ty Cổ phần Hệ thống Công nghệ ETC,Hà Nội: Cầu Giấy,Không có,30000000,35000000
Nhân Viên IT Helpdesk,CÔNG TY TNHH THƯƠNG MẠI GEARVN,Hồ Chí Minh: Tân Bình,"Kiến Thức Về Phần Cứng Máy Tính, Kiến Thức Về Hệ Điều Hành (windows, Macos, Linux), Kiến Thức Về Mạng Máy Tính (lan, Wan, Tcp Ip)",10000000,12000000
Lập Trình Viên FRONT,CÔNG TY TNHH PHỤ TÙNG Ô TÔ VC PART,Hà Nội: Bắc Từ Liêm,"Git, Github, HTML5",20000000,24000000
Junior PHP Developer,EDUPIA,Hà Nội: Thanh Xuân,"PHP, MySQL, HTML",10000000,15000000
Cocos Developer,CÔNG TY TNHH CÔNG NGHỆ HAY HAY GLOBAL,Hà Nội: Cầu Giấy,"Cocos2d-x, Lập Trình Hướng Đối Tượng (oop)",10000000,25000000
Senior/Lead NodeJS Backend Developer,CÔNG TY CỔ PHẦN CÔNG NGHỆ FINVIET,Hồ Chí Minh: Tân Bình,"Javascript, NodeJS, Nestjs",0,45000000
Software Testing Engineer,"TEQNOLOGICAL ASIA Co., Ltd",Hồ Chí Minh: Tân Bình,"phân tích yêu cầu, Viết Testcase, Thực Hiện Test Case",0,2000000
Senior Backend Developer,CÔNG TY CP DỊCH VỤ THƯƠNG MẠI ĐIỆN TỬ N & H,Hồ Chí Minh: Tân Bình,"Django, MongoDB, PostgreSQL",0,2000000
Senior DevOps Engineer,ATX,Hà Nội: Đống Đa,"Cloud Computing (aws, Azure, Gcp), Containerization (docker, Kubernetes), Infrastructure As Code (terraform, Ansible, Cloudformation)",0,50000000
Automation Test,Công ty Cổ phần Giải pháp Công nghệ TTC Việt Nam,Hà Nội,"Kiến Thức Về Kiểm Thử Phần Mềm, Hiểu Biết Về Ci Cd, Kinh Nghiệm Viết Test Case",0,28000000
Lập Trình Viên C#/.Net,Công ty Cổ phần đầu tư Công Nghệ và Thương Mại Softdreams,Hồ Chí Minh: Quận 12Hà Nội: Nam Từ Liêm,Không có,8000000,15000000
Fullstack Engineer,Công ty Cổ phần dịch vụ và giải pháp xử lý dữ liệu VBEE,Hà Nội: Ba Đình,"Cloud Computing (aws, Azure, Gcp), Containerization (docker, Kubernetes), Database Management (sql, Nosql)",21000000,30000000
Workflow Automation Specialist,CÔNG TY CỔ PHẦN MẮT BÃO,Hồ Chí Minh: Tân Bình,"Project Management, Business Process Analysis, Giao tiếp",15000000,20000000
AI Engineer/Data Engineer,Passinno Company Limited,Hà Nội: Thanh XuânHồ Chí Minh: Quận 8Đà Nẵng: Liên Chiểu,"Deep learning, Cơ Sở Dữ Liệu (sql, Nosql), Học Máy (machine Learning)",0,2000000
Mobile Developer,CÔNG TY CỔ PHẦN ĐẦU TƯ AHV HOLDING,Hà Nội: Thanh Xuân,"Git, Android studio, Xcode (ios)",0,2000000
Chuyên Viên Cao Cấp Phát Triển Ứng Dụng,Ngân Hàng Thương Mại Cổ Phần Thịnh Vượng Và Phát Triển – PGBank,Hà Nội: Cầu Giấy,"Java, Spring Framework (spring Boot, Spring Mvc, Spring Data), RESTful API",0,2000000
IOS -Native Developer,CÔNG TY TNHH OPN VIỆT NAM,Hà Nội: Đống Đa,"Swift-Objective-C, iOS SDK, XCode",12000000,20000000
Manual Tester,Công ty Cổ phần Giải pháp Công nghệ TTC Việt Nam,Hà Nội: Cầu Giấy,"Kỹ Năng Báo Cáo Lỗi (bug Reporting), Kiến Thức Về Kiểm Thử Phần Mềm, Kỹ Năng Thực Hiện Test Case",0,20000000
Middle Backend,Mona Media,Hồ Chí Minh: Tân Bình,"C#, Object Oriented Programming (oop), .net Framework Core",12000000,18000000
Java Developer,CÔNG TY CỔ PHẦN CÔNG NGHỆ TRINITY,Hà Nội,"Java, Microservices, RESTful APIs",25000000,45000000
Technical Support Engineer,Công Ty TNHH Avepoint Việt Nam,Đà Nẵng: Thanh KhêHà Nội: Thanh Xuân,"Kỹ năng giao tiếp, Khả năng giải quyết vấn đề, Khả Năng Làm Việc Độc Lập",0,2000000
Server Developer,CÔNG TY TNHH CÔNG NGHỆ ITEX,Hà Nội: Hoàng Mai,"Git, Laravel, MySQL",15000000,30000000
Vị Trí Lập Trình Viên Frontend Reactjs,CÔNG TY TNHH CÔNG NGHỆ 44+,Hà Nội: Cầu Giấy,"CSS, HTML, Javascript",10000000,15000000
Software Tester,Công ty TNHH Synergix Technologies Việt nam,Hà Nội: Cầu Giấy,"Kỹ năng giao tiếp, Kỹ Năng Phân Tích Yêu Cầu, Kiến Thức Về Kiểm Thử Phần Mềm",8000000,12000000
Frontend Developer,CÔNG TY CỔ PHẦN ĐẦU TƯ GLOBALTECH,Hồ Chí Minh: Phú Nhuận,Không có,0,2000000
Java Backend,INVIV CLOUD TECHNOLOGY JOINT STOCK COMPANY,Hà Nội: Cầu Giấy,"Git, RESTful APIs, Spring Framework (spring Boot, Spring Mvc, Spring Data)",8000000,20000000
Mobile App Developer Tại Tân Bình Thành Phố Hồ Chí Minh,Công ty TNHH Công Nghệ CFOX,Hồ Chí Minh: Tân Bình,"Git, Android studio, Xcode (ios)",10000000,20000000
Mobile Developer,CÔNG TY CỔ PHẦN GIẢI PHÁP ATOM,Hồ Chí Minh: Quận 7,"Kiến Thức Về Lập Trình Hướng Đối Tượng (oop), Quản Lý Phiên Bản (git), Hiểu Biết Về Cấu Trúc Dữ Liệu Và Giải Thuật",0,2000000
Java Developer,Công ty Cổ phần Công nghệ MicroTech,Hà Nội: Hai Bà Trưng,Không có,10000000,25000000
Điều Phối Dự Án IT,Công ty Cổ phần Giải pháp Công nghệ FANXIPAN Việt Nam,Hà Nội: Hoàng Mai,"Quản Lý Dự Án, phân tích yêu cầu, Quản Lý Rủi Ro",12000000,18000000
Nhân Viên Phát Triển Phần Mềm,Công ty Cổ Phần Ecomobi Media,Hà Nội: Đống Đa,"CSS, HTML, Javascript",20000000,30000000
Automation Test,"INFINIQ Vietnam Co.,ltd",Hà Nội: Tây Hồ,"Python, Robot Framework",0,2000000
Chương Trình Đào Tạo IT Fresher,NashTech,Hồ Chí Minh: Tân BìnhHà Nội: Cầu Giấy,".NET, ASP.NET, C#",0,2000000
Chương Trình Đào Tạo IT Fresher,NashTech,Hồ Chí Minh: Tân BìnhĐà Nẵng: Hải Châu,"Python, SQL, Tư duy logic",0,2000000
Backend Developer,CÔNG TY TNHH MTV SEN VÀNG VIỆT NAM,Hồ Chí Minh: Thủ Đức,"Kiến Trúc Phần Mềm, Cơ Sở Dữ Liệu (sql, Nosql), Kiểm Thử Phần Mềm (unit Testing, Integration Testing)",0,2000000
Frontend Developer,INVIV CLOUD TECHNOLOGY JOINT STOCK COMPANY,Hà Nội: Cầu Giấy,"Angular, HTML, CSS",8000000,20000000
Lập Trình Viên. Net,CÔNG TY CỔ PHẦN CÔNG NGHỆ VCS VIỆT NAM,Hà Nội: Đống Đa,".NET, ASP.NET, C#",0,2000000
Nhân Viên Phân Tích Nghiệp Vụ,Công ty CP Giải pháp Thanh toán Việt Nam (VNPAY),Hà Nội: Đống Đa,"Phân Tích Nghiệp Vụ, Thu Thập Yêu Cầu, Mô Hình Hóa Quy Trình",0,2000000
.NET Developer,CÔNG TY CỔ PHẦN TÀI NGUYÊN TRI THỨC VIỆT NĂNG,Hồ Chí Minh: Bình Thạnh,".NET, .net Framework Core, C#",0,2000000
Backend Developer,CÔNG TY TNHH CÔNG NGHỆ CLOUDGO,Hồ Chí Minh: Thủ Đức,"Kiểm Soát Phiên Bản (git), Thiết Kế Cơ Sở Dữ Liệu (sql, Nosql), Cấu Trúc Dữ Liệu Và Giải Thuật",0,2000000
Lập Trình Viên PHP,CÔNG TY TNHH OPN VIỆT NAM,Hà Nội: Đống Đa,"CSS, HTML, Javascript",10000000,20000000
Chuyên Viên Phân Tích Nghiệp Vụ,Công ty cổ phần Viễn thông VTC,Hồ Chí Minh: Quận 10,"Thu Thập Yêu Cầu, Phân tích dữ liệu, Phân Tích Nghiệp Vụ",0,2000000
Senior Business Analyst,Công ty Cổ phần Đầu tư và Phát triển Koolsoft,Hà Nội: Thanh Xuân,"Giao tiếp, Phân tích dữ liệu, Phân Tích Nghiệp Vụ",20000000,30000000
Nhân Viên Lập Trình Fullstack,Công ty cổ phần Viễn thông VTC,Hồ Chí Minh: Quận 10,"Javascript, HTML/CSS, Reactjs Hoặc Angularjs Hoặc Vuejs",10000000,18000000
Frontend Developer,CÔNG TY CỔ PHẦN CÔNG NGHỆ AIT,Hà Nội: Nam Từ Liêm,"Javascript, ReactJS, HTML",15000000,25000000
IT Help Desk,Công ty Cổ phần Nền Tảng,"Hồ Chí Minh: Quận 1, Quận 5","Kỹ năng giao tiếp, Khả năng giải quyết vấn đề, Kiến Thức Về Phần Mềm",8000000,10000000
Software Tester Intern,CÔNG TY TNHH BOSCH GLOBAL SOFTWARE TECHNOLOGIES,Hồ Chí Minh: Tân Phú,"Kỹ năng giao tiếp, Cẩn Thận, Tỉ Mỉ, Kiến Thức Về Kiểm Thử Phần Mềm",0,2000000
Nhân Viên Phân Tích Nghiệp Vụ,Công ty CP Giải pháp Thanh toán Việt Nam (VNPAY),Hà Nội: Đống Đa,"Phân Tích Nghiệp Vụ, Thu Thập Yêu Cầu, Mô Hình Hóa Quy Trình",0,2000000
Java Developer,Công ty Cổ phần Công nghệ thông tin Đông Nam Á,Hồ Chí Minh: Quận 1Hà Nội: Thanh Xuân,"Git, REST APIs, Spring Framework (spring Boot, Spring Mvc, Spring Data)",10000000,30000000
.NET Developer,CÔNG TY CỔ PHẦN TÀI NGUYÊN TRI THỨC VIỆT NĂNG,Hồ Chí Minh: Bình Thạnh,".NET, .net Framework Core, C#",0,2000000
IT Help Desk,Công ty Cổ phần Nền Tảng,"Hồ Chí Minh: Quận 1, Quận 5","Kỹ năng giao tiếp, Khả năng giải quyết vấn đề, Kiến Thức Về Phần Mềm",8000000,10000000
AI Engineer,AS SOLUTIONS,Hồ Chí Minh: Tân Bình,"Python, Machine Learning, Deep learning",0,2000000
Frontend Developer,CÔNG TY CỔ PHẦN CÔNG NGHỆ AIT,Hà Nội: Nam Từ Liêm,"Javascript, ReactJS, HTML",15000000,25000000
Chuyên Viên Phát Triển Ứng Dụng Power Platform,CÔNG TY CỔ PHẦN ONE MOUNT GROUP,Hà Nội: Hai Bà Trưng,Không có,0,2000000
Product Owner,CÔNG TY CỔ PHẦN ONE MOUNT GROUP,Hà Nội: Hai Bà Trưng,"Communication, Stakeholder Management, Prioritization",0,2000000
AI Engineer/ Machine Learning Engineer,CÔNG TY TNHH GROOO INTERNATIONAL,Hồ Chí Minh: Quận 1,"Machine Learning, Deep learning, Python",0,2000000
Senior Frontend Developer,CÔNG TY CỔ PHẦN ONE MOUNT GROUP,Hà Nội: Hai Bà Trưng,Không có,0,2000000
Front,Công Ty TNHH LG CNS VIỆT NAM,Hà Nội: Nam Từ Liêm,Không có,0,2000000
Home Trading System Developer,CÔNG TY TNHH DAOUKIWOOM INNOVATION,Hồ Chí Minh: Bình Thạnh,"Javascript, MVC",22000000,45000000
Kỹ Sư Phần Mềm Ứng Dụng Desktop,Công ty Cổ phần Tập đoàn OSB,Hà Nội: Nam Từ Liêm,Không có,13000000,26000000
Kỹ Sư Xử Lý Hình Ảnh Và Dữ Liệu Không Gian,Công ty Cổ phần Tập đoàn OSB,Hà Nội: Nam Từ Liêm,Không có,0,2000000
Business Analyst/Product Owner,HAPAS VIỆT NAM,Hà Nội: Thanh Xuân,"Giao tiếp, Phân Tích Nghiệp Vụ, Quản Lý Sản Phẩm",20000000,25000000
Video Editor [Hà Nội],Văn phòng đại diện NSTAGE INC tại thành phố Hà Nội,Hà Nội: Cầu Giấy,Không có,0,2000000
QC Engineer,Trung Tâm Anh Ngữ ILA,Hồ Chí Minh: Thủ Đức,"Kiểm thử phần mềm, Erp Testing, phân tích yêu cầu",0,2000000
Senior Backend Engineer,CÔNG TY CỔ PHẦN ONE MOUNT GROUP,Hà Nội: Hai Bà Trưng,Không có,0,2000000
Mobile Developer,CÔNG TY TNHH DAOUKIWOOM INNOVATION,Hồ Chí Minh: Bình Thạnh,"CSS, HTML, React Native",22000000,45000000
Nhân Viên Vi Tính/IT Helpdesk,Liên Hiệp HTX Thương mại TP.HCM (Saigon Co.op),Hải Phòng,"Kiến Thức Về Phần Cứng Máy Tính, Kiến Thức Về Phần Mềm Máy Tính, Khả Năng Sửa Chữa Và Bảo Trì Máy Tính",0,2000000
Korean Bridge Software Engineer,Công Ty TNHH LG CNS VIỆT NAM,Hà Nội: Nam Từ Liêm,Không có,0,2000000
Senior Mobile Developer,CÔNG TY CỔ PHẦN QUỐC TẾ ANH VĂN HỘI VIỆT MỸ,Hồ Chí Minh: Quận 1,"Flutter, Dart, Ios Development (swift Objective C)",30000000,40000000
IT Service Desk L2,Công Ty TNHH MTV Viễn Thông Quốc Tế FPT,Hồ Chí Minh: Quận 7,Không có,0,2000000
Fullstack Developer Intern,Công ty Cổ phần TOPCV Việt Nam,Hà Nội: Thanh Xuân,"Javascript, HTML/CSS, Kiến Thức Về Một Framework Library Javascript (react, Angular, Vue)",0,2000000
Kỹ Sư Phần Mềm Front,CÔNG TY TNHH VETC DIGITAL,Hà Nội: Nam Từ Liêm,"Javascript, RESTful API, HTML/CSS",0,31200000
Brse - Tiếng Nhật N2,CÔNG TY CỔ PHẦN PGT SOLUTIONS,Hà Nội: Cầu Giấy,"Kỹ năng làm việc nhóm, Kỹ Năng Quản Lý Dự Án, Tiếng Nhật N2 Trở Lên",0,2000000
IT Security Team Lead,Công Ty Tài Chính TNHH HD SAISON,Hồ Chí Minh,"Kiến Thức Về Bảo Mật Mạng (ids Ips, Siem), Penetration Testing (pentest)",0,2000000
Junior SAP Fiori Base Java/ NodeJS/ C#,FPT Software,Hồ Chí Minh: Thủ Đức,"C#, Java, Sap Business Technology Platform (sap Btp)",0,2000000
Project Specialist/ IT BA,Công Ty Tài Chính Tổng hợp Cổ Phần Tín Việt,Hồ Chí Minh: Quận 2,"Giao tiếp, Phân tích dữ liệu, Quản Lý Dự Án",0,2000000
Senior Android Developer,Công ty Cổ phần Kaopiz Software,Hà Nội: Nam Từ Liêm,"Kotlin/Java, Android SDK, Android Jetpack (compose, Navigation, Viewmodel, Livedata, Room)",0,2000000
CVCC An Ninh Thông Tin,Tập đoàn ROX (ROX Group),Hà Nội,"An Ninh Mạng, Phân Tích Rủi Ro, Kiểm Tra Xâm Nhập (penetration Testing)",0,2000000
IT ServiceDesk Specialist,CÔNG TY CỔ PHẦN TẬP ĐOÀN MẶT TRỜI CHI NHÁNH HÀ NỘI,Bà Rịa-Vũng Tàu: TP Vũng Tàu,"Giao tiếp, Hỗ Trợ Kỹ Thuật, Quản Lý Hệ Thống",0,2000000
Nhân Viên Triển Khai Phần Mềm ERP,Công ty Cổ phần 1OFFICE,Hà Nội: Thanh Xuân,"Kỹ năng giao tiếp, Kỹ năng làm việc nhóm, Khả năng giải quyết vấn đề",15000000,30000000
CG Quản Trị Dịch Vụ Cung Ứng,Tập đoàn ROX (ROX Group),Hà Nội,"Giao tiếp, Phân tích và giải quyết vấn đề, Giao tiếp hiệu quả",0,2000000
Thực Tập Sinh Phân Tích Và Triển Khai Nghiệp Vụ,CÔNG TY CỔ PHẦN TẬP ĐOÀN IVI,Hà Nội: Hai Bà Trưng,"Giao tiếp, kỹ năng nghiên cứu, Khả Năng Học Hỏi Nhanh",2000000,4000000
Mobile Developer,Công ty Cổ phần Tập đoàn Meey Land,Hà Nội: Đống Đa,"Flutter, RESTful APIs",20000000,30000000
Medior Back,CÔNG TY TNHH SPACEMIND,Đà Nẵng: Thanh Khê,Không có,35000000,60000000
Giám Đốc Công Nghệ Thông Tin,Công ty Cổ phần Tập đoàn Karofi,Hà Nội: Hoàng Mai,"Quản Lý Đội Nhóm, Quản Lý Dự Án, Phân Tích Nghiệp Vụ",78000000,156000000
Kỹ Sư Kiểm Thử Phần Mềm,CÔNG TY CỔ PHẦN OMINEXT,Hà Nội: Tây Hồ,"phân tích yêu cầu, Viết Testcase, Thực Hiện Test Case",0,2000000
Senior Engineering Lead,FPT Software,Đà Nẵng: Ngũ Hành Sơn,".net Development, C#, ASP.NET",0,2000000
Senior Automation Test Engineer,FPT Software,Đà Nẵng: Ngũ Hành Sơn,"Test design, Test Execution, Test Planning",0,2000000
AI Engineer,FPT IS,Hà Nội: Nam Từ Liêm,"Python, Data Analysis, Machine Learning",0,2000000
Middle Flutter Mobile,CÔNG TY CỔ PHẦN FIVE-STAR E-LEARNING,Hà Nội: Hai Bà Trưng,Không có,20000000,30000000
DevOps,CÔNG TY CỔ PHẦN GIẢI PHÁP SỐ MOBIFONE,Hà Nội: Ba Đình,Không có,0,2000000
2D Artist,Công ty cổ phần Gamee,Hà Nội: Cầu Giấy,"Vẽ Tay, Thiết Kế Nhân Vật, Sử Dụng Phần Mềm Thiết Kế (photoshop, Illustrator,...)",10000000,25000000
NodeJS Developer,Công ty Cổ phần Kaopiz Software,Hà Nội: Nam Từ Liêm,"Git, Javascript, Node.js",0,2000000
NodeJS Developer,CÔNG TY CỔ PHẦN KAOPIZ HOLDINGS,Hà Nội: Nam Từ Liêm,"Git, Javascript, Node.js",0,2000000
Game Designer,CÔNG TY CỔ PHẦN CÔNG NGHỆ GROWX,Hồ Chí Minh: Thủ Đức,"Kỹ năng giao tiếp, Tư duy sáng tạo, Kỹ năng giải quyết vấn đề",0,2000000
Chuyên Viên BIM Modeler,CÔNG TY CỔ PHẦN PHÁT TRIỂN VÀ ĐẦU TƯ XÂY DỰNG VINCONS,Hà Nội: Gia Lâm,"Bim Modeling, Phần Mềm Bim, Revit",23000000,27000000
IT Manager,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ VI TÍNH SAO MAI,Hồ Chí Minh: Phú Nhuận,"Quản Lý Dự Án, Quản Lý Đội Nhóm, Lãnh đạo",0,2000000
Fullstack Developer,CÔNG TY TNHH CÔNG NGHỆ METACONEX,Đà Nẵng: Cẩm Lệ,"Javascript, HTML/CSS, Database (sql, Nosql)",0,20000000
Nhân Viên Làm Hồ Sơ Thầu,Công ty TNHH Tư vấn và Phát triển Dịch vụ Công nghệ Lâm Hải,Hà Nội: Hoàng Mai,"Soạn Thảo Văn Bản, Tin học văn phòng, Đọc Hiểu Tài Liệu",8000000,15000000
Nhân Viên Kỹ Thuật Lắp Đặt Máy Tính,CÔNG TY TNHH KỸ NGHỆ PHÚC ANH,Hà Nội: Đống Đa,"Khắc Phục Sự Cố Phần Cứng, Khắc Phục Sự Cố Phần Mềm, Cài Đặt Hệ Điều Hành",10000000,12000000
Talent Intern,FPT Software,Cần Thơ: Ninh Kiều,".NET, Java, React",0,2000000
Solution Architect,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,Hà Nội,"Thiết Kế Hệ Thống, phân tích yêu cầu, Quản Lý Dự Án",30000000,45000000
Product Owner,XIPAT FLEXIBLE SOLUTIONS COMPANY LIMITED,Hà Nội: Đống Đa,"Agile, SCRUM, Phân Tích Nghiệp Vụ",0,20000000
Project Manager,"TECHVIFY SOFTWARE., JSC",Hà Nội: Thanh Xuân,Không có,0,50000000
Lập Trình Viên .Net,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,Hà Nội: Đống Đa,"ASP.NET, C#, SQL Server",0,2000000
Automation Tester,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,Hồ Chí Minh: Quận 1,"Api Testing (rest, Soap), Test Automation Frameworks (selenium, Cypress, Appium, Etc.), Programming Languages (java, Python, C#, Javascript, Etc.)",0,2000000
Android Developer,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,Hà Nội: Đống Đa,"Android SDK, Android studio, Xử Lý Dữ Liệu Json",0,2000000
Remote Infrastructure AWS Senior,CÔNG TY TNHH BORDER Z VIETNAM,Hà Nội: Cầu Giấy,"Amazon Web Services (AWS), Infrastructure As Code (iac), Terraform",0,2000000
Project Management Office,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,Hà Nội,"Quản Lý Dự Án, Phân tích dữ liệu, Giao tiếp",18000000,30000000
Fresher Java Developer,FPT Software,Hồ Chí Minh: Quận 9,"Java, Lập Trình Hướng Đối Tượng (oop), Cấu Trúc Dữ Liệu Và Giải Thuật",0,2000000
Technical Leader,CÔNG TY TRÁCH NHIỆM HỮU HẠN ORANT,Hà Nội: Thanh Xuân,"Quản Lý Dự Án, Thiết Kế Hệ Thống, Giải quyết vấn đề",60000000,100000000
Senior Manual Tester,Ngân Hàng TMCP Việt Nam Thịnh Vượng (VPBank),Hà Nội,"phân tích yêu cầu, Báo Cáo Lỗi, Thiết Kế Test Case",0,2000000
Lập Trình Viên Từ N3,Công ty TNHH City Ascom Việt Nam,Nước NgoàiHà Nội,Không có,0,80000000
Product Owner,Công ty Cổ phần Infinity Technologies Global,Hà Nội: Đống Đa,"Market Research, Communication, Problem-solving",12000000,25000000
Manufacture Test Engineer,Cty TNHH Thundersoft Việt Nam,Hà Nội: Mê LinhPhú ThọNinh Bình,"Kỹ năng giải quyết vấn đề, Kiến Thức Về Quy Trình Sản Xuất, Kỹ Năng Sử Dụng Thiết Bị Đo Lường Và Kiểm Tra",0,2000000
Java Developer,CÔNG TY CỔ PHẦN KAOPIZ HOLDINGS,Hà Nội: Nam Từ Liêm,"Java, SQL, Spring Framework",0,2000000
Kintone Developer,CÔNG TY CỔ PHẦN KAOPIZ HOLDINGS,Hà Nội: Nam Từ Liêm,"Javascript, HTML, CSS",0,2000000
ReactJS Developer,CÔNG TY CỔ PHẦN PAYTECH,Hà NộiHồ Chí Minh,"Git, REST APIs, Javascript (es6+)",0,30000000
Nhân Viên IT,CÔNG TY TNHH TB BẢO AN PHÁT,Bình Dương: Dĩ An,"Giải quyết vấn đề, Tư duy logic, Kiến Thức Về Phần Cứng Và Phần Mềm",6000000,10000000
Lập Trình Viên Java,CÔNG TY CỔ PHẦN PHẦN MỀM LUVINA,Đà Nẵng: Hải Châu,"Java, SQL, Spring Framework",20000000,35000000
Junior Backend Developer,NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN VIỆT NAM THỊNH VƯỢNG,Hà Nội: Đống Đa,"Java, Cấu Trúc Dữ Liệu Và Giải Thuật, Làm Việc Với Cơ Sở Dữ Liệu (sql Hoặc Nosql)",0,2000000
Phó Giám Đốc,CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI THIẾT BỊ TUẤN PHÁT,Hà Nội: Thanh Xuân,"Lãnh đạo, Quản Lý, Ra Quyết Định",0,2000000
Nhân Viên Kỹ Thuật Phần Cứng,CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI HÀ CƯỜNG,Hồ Chí Minh: Quận 12,"Kiến Thức Về Phần Cứng Máy Tính, Kỹ Năng Sử Dụng Các Công Cụ Đo Lường, Kiểm Tra, Khả Năng Sửa Chữa, Bảo Trì Phần Cứng",7000000,8000000
Nhân Viên Quản Trị Hệ Thống,Công ty Cổ phần TTH Group,Nghệ An: TP Vinh,"Quản Trị Hệ Thống Windows Linux, Mạng Máy Tính (tcp Ip, Dns, Dhcp), Ảo Hóa (vmware, Hyper V)",8000000,12000000
Chuyên Viên Bảo Mật Hệ Thống,CÔNG TY CỔ PHẦN THƯƠNG MẠI & DỊCH VỤ MEDLATEC GROUP,Hà Nội: Tây Hồ,"Phân Tích Rủi Ro Bảo Mật, Kiến Thức Về Mạng Máy Tính, Quản Lý Sự Cố Bảo Mật",28000000,40000000
Senior IT Helpdesk Engineer,CÔNG TY CỔ PHẦN DỊCH  VỤ CÔNG NGHỆ TIN HỌC HPT,Đồng Nai: Long Thành,"Hỗ Trợ Kỹ Thuật, Quản Lý Hệ Thống, Giải quyết vấn đề",16000000,18000000
Tester Manual,CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ GIẢI PHÁP NMB,Hà Nội: Cầu Giấy,"Làm việc nhóm, Kiểm thử phần mềm, Báo Cáo Lỗi",7000000,10000000
Business Analyst,Công ty CP Nghiên cứu và phát triển Fabbi,Nhật Bản,"Giao tiếp, Phân tích dữ liệu, Phân Tích Nghiệp Vụ",0,2000000
Nhân Viên ERP,Công ty Cổ phần Tập đoàn Hoa Sen,Hồ Chí Minh: Phú NhuậnBình Dương: Dĩ An,Không có,0,2000000
Fresher Python AI Developer,FPT Software,Hồ Chí Minh: Thủ Đức,"Python, Machine Learning, Deep learning",0,2000000
IT Helpdesk,CÔNG TY TNHH CON ĐƯỜNG GIÁO DỤC  (EDUPATH),Đà Nẵng: Hải Châu,"Khả năng giải quyết vấn đề, Khắc Phục Sự Cố Máy Tính, Hỗ Trợ Người Dùng",0,2000000
Team Leader,Beetechsoft,Hà Nội: Thanh Xuân,"Quản Lý Dự Án, Kiểm thử phần mềm, Kiến Trúc Phần Mềm",0,60000000
Business Analyst,FPT IS,"Hà Nội: Hoàn Kiếm, Nam Từ Liêm","Giao tiếp, Phân tích dữ liệu, Phân Tích Nghiệp Vụ",0,2000000
Tester,FPT IS,"Hà Nội: Nam Từ Liêm, Hoàn Kiếm","Kiến Thức Về Quy Trình Kiểm Thử Phần Mềm, Kỹ Năng Sử Dụng Các Công Cụ Quản Lý Lỗi (jira, Bugzilla,...), Kỹ Năng Phân Tích Và Báo Cáo Lỗi",0,2000000
Mobile,Ngân Hàng TMCP Việt Nam Thịnh Vượng (VPBank),Hà Nội,"CSS, HTML, Javascript",0,2000000
NodeJS/Python Developer,Ngân Hàng TMCP Việt Nam Thịnh Vượng (VPBank),Hà Nội: Đống Đa,"Python, Node.js, RESTful APIs",0,2000000
Project Manager,"TECHVIFY SOFTWARE., JSC",Hà Nội: Thanh Xuân,"Quản lý thời gian, Giao tiếp, Quản Lý Ngân Sách",0,50000000
DevOps Engineer,Công ty Cổ phần Kaopiz Software,Hà Nội: Nam Từ Liêm,"Cloud, Google Cloud, Docker/Kubernetes",0,2000000
Senior Fullstack Developer,CÔNG TY TNHH MIWA TECH,Hồ Chí Minh: Quận 7,"Java, Spring Boot, RESTful API",0,2000000
Data Engineer,Công Ty TNHH LG CNS VIỆT NAM,Hà Nội: Nam Từ Liêm,Không có,0,2000000
Senior Fullstack Software Engineer,CÔNG TY CỔ PHẦN CYPHER AI LABS,Hà Nội: Thanh Xuân,"Fullstack Developer, Api Design, React, TypeScript",0,2000000
.NET Developer,Công ty Cổ phần Công nghệ KiotViet,Hà Nội: Hoàn Kiếm,".net Framework Core, C#, Asp.net (mvc Web Api)",20000000,40000000
Senior/Leader QA Engineer,CÔNG TY TNHH ALCHEMY TECHNOLOGIES,Hồ Chí Minh: Quận 2,"Test Automation (selenium, Cypress, Appium, Etc.), Test Cases Design, Test Execution",0,2000000
