Job_Name,Company,Location,Required_Skills,min_salary,max_salary
Security Compliance Engineer,CÔNG TY CỔ PHẦN DỊCH VỤ DI ĐỘNG TRỰC TUYẾN (VÍ MOMO),Hồ Chí Minh: Quận 7,Security Compliance|Risk Management|Auditing,0,2000000
Game Designer,Công ty cổ phần HIGAME,Hà Nội: Nam Từ Liêm,Game Editor|Gamemaker|Microsoft Office,0,25000000
Technical Manager,CÔNG TY CỔ PHẦN SIÊU ỨNG DỤNG ONEVN,Hà Nội: Bắc Từ Liêm,Java|Leadership|Reactjs,0,90000000
IT Support Analyst Intern,CÔNG TY TNHH CHẾ BIẾN THỰC PHẨM OLAM VIỆT NAM,Đồng Nai: Long Thành,Kỹ Năng Giao Tiếp|Power Bi|Data Analyst,4500000,5000000
Nhân Viên IT,Công ty TNHH Cammsys Việt Nam,Vĩnh Phúc: Bình Xuyên,Tin Học Văn Phòng,0,2000000
Process Quality Assurance,CÔNG TY TNHH GITS,Hà Nội: Nam Từ Liêm,Kỹ Năng Giao Tiếp|Kỹ Năng Giải Quyết Vấn Đề|Kỹ Năng Viết Báo Cáo,0,22000000
Post-Sales Network Engineer (ENT),SVTECH,Hà Nội: Cầu Giấy,Quản Trị Mạng|Khắc Phục Sự Cố Mạng|Cấu Hình Thiết Bị Mạng (Router|Switch|Firewall),0,2000000
Giám Đốc Công Nghệ,CÔNG TY TRÁCH NHIỆM HỮU HẠN ORANT,Hà Nội: Thanh Xuân,Lãnh Đạo|Quản Lý Dự Án|Phân Tích Nghiệp Vụ,78000000,130000000
QA Manager,CÔNG TY CỔ PHẦN CÔNG NGHỆ AN NINH MẠNG QUỐC GIA VIỆT NAM,Hà Nội: Cầu Giấy,Kiến Thức Về Quy Trình Kiểm Thử Phần Mềm|Kỹ Năng Quản Lý Dự Án|Kỹ Năng Lãnh Đạo Nhóm,0,2000000
Chuyên Viên IT Support,CÔNG TY TNHH THE SENTRY,Hồ Chí Minh: Quận 12,Giải Quyết Vấn Đề|Khắc Phục Sự Cố Máy Tính|Kiến Thức Về Phần Cứng Máy Tính,0,2000000
PHP Developer,Công ty Cổ phần Kaopiz Software,Hà Nội: Nam Từ Liêm,Kiến Thức Về Lập Trình Hướng Đối Tượng (Oop)|Html|Css|Javascript|Mysql Hoặc Các Hệ Quản Trị Cơ Sở Dữ Liệu Quan Hệ Khác,0,2000000
Game Designer,Công ty Cổ phần Negaxy,Hà Nội: Cầu Giấy,Thiết Kế Game|Kiểm Thử Game|Lập Trình Game (Ít Nhất 1 Ngôn Ngữ),0,2000000
On Job Training Java Developer,FPT Software,Hồ Chí Minh: Thủ Đức,Java|Lập Trình Hướng Đối Tượng (Oop)|Cấu Trúc Dữ Liệu Và Giải Thuật,0,2000000
Mobile Developer,Công ty Cổ phần 9Pay,Hà Nội: Thanh Xuân,Git|Android Studio|Lập Trình Java Kotlin (Android),0,2000000
Lập Trình Ruby On Rails,CÔNG TY TNHH CÔNG NGHỆ AMCOLAB,Hà Nội: Nam Từ Liêm,Git|Javascript|Ruby On Rails,0,2000000
Comtor Tiếng Nhật,CÔNG TY TNHH CÔNG NGHỆ RIKAI,Đà Nẵng: Hải Châu,Ngữ Pháp Tiếng Nhật|Từ Vựng Tiếng Nhật|Kỹ Năng Nghe Tiếng Nhật,0,30000000
Fresher Automation Testing,FPT Software,Hồ Chí Minh: Thủ Đức,Kiến Thức Về Kiểm Thử Phần Mềm|Kỹ Năng Lập Trình Cơ Bản (Java|Python|C#)|Hiểu Biết Về Các Framework Kiểm Thử Tự Động (Selenium|Appium|Junit|Testng),0,2000000
Fresher Golang Developer,FPT Software,Hồ Chí Minh: Thủ Đức,Lập Trình Hướng Đối Tượng (Oop)|Kiến Thức Về Hệ Điều Hành|Go (Golang),0,2000000
Nhân Viên Phát Triển Phần Mềm,Công ty TNHH Công nghiệp  Brother Việt Nam,Hải Dương: Cẩm Giàng,Lập Trình|Phân Tích Yêu Cầu|Thiết Kế Phần Mềm,0,2000000
Nhân Viên Backend,CÔNG TY CỔ PHẦN TRUYỀN HÌNH TƯƠNG TÁC VIỆT NAM,Hà Nội: Ba Đình,Version Control (Git)|Microservices Architecture|Go Programming Language,0,2000000
Project Manager,FPT IS,Hà Nội: Cầu Giấy,Giao Tiếp|Lập Kế Hoạch|Quản Lý Dự Án,0,2000000
Trưởng Bộ Phận Tổng Đài,Công Ty Cổ Phần Đầu Tư Thương Mại Và Phát Triển Công Nghệ FSI,Hà Nội: Thanh Xuân,Kỹ Năng Lãnh Đạo|Kỹ Năng Giao Tiếp|Kỹ Năng Giải Quyết Vấn Đề,0,2000000
Kỹ Thuật Viên Khôi Phục Dữ Liệu Số,Công Ty Cổ Phần Đầu Tư Thương Mại Và Phát Triển Công Nghệ FSI,Hà Nội: Thanh Xuân,Khôi Phục Dữ Liệu Từ Các Thiết Bị Lưu Trữ Khác Nhau (Ổ Cứng|Ssd|Thẻ Nhớ|...)|Sử Dụng Các Phần Mềm Khôi Phục Dữ Liệu Chuyên Nghiệp (Phân Tích Dữ Liệu Thô)|Hiểu Biết Về Hệ Điều Hành Và Hệ Thống Tệp Tin (Windows|Linux|Macos),0,2000000
IT Onsite Support Service,Công ty TNHH Tài Năng,Hồ Chí Minh: Thủ Đức,Khắc Phục Sự Cố Phần Cứng|Khắc Phục Sự Cố Phần Mềm|Hỗ Trợ Kỹ Thuật Tại Chỗ,0,2000000
Lập Trình Viên,Công ty cổ phần phần mềm MeKong,Kiên Giang: TP Rạch GiáAn Giang,Làm Việc Nhóm|Debug|Thiết Kế Hệ Thống,12000000,20000000
Product Owner,CÔNG TY CP CÔNG NGHỆ GIÁO DỤC TRƯỜNG HỌC TRỰC TUYẾN - ONSCHOOL,Hà Nội: Thanh Xuân,Agile|Scrum|Phân Tích Nghiệp Vụ (Business Analysis),15000000,25000000
Junior Mobile Flutter Developer,CÔNG TY CỔ PHẦN FIVE-STAR E-LEARNING,Hà Nội: Hai Bà Trưng,Git|Flutter|Dart,10000000,15000000
Embedded Software Intern,Công ty cổ phần công nghệ - viễn thông Elcom,Hà Nội: Cầu Giấy,Problem Solving|Algorithms,0,2000000
Lập Trình Viên Java,CÔNG TY CỔ PHẦN DỊCH VỤ DI ĐỘNG THỂ HỆ MỚI (NMS),Hà Nội: Nam Từ Liêm,Java|Lập Trình Hướng Đối Tượng (Oop)|Cấu Trúc Dữ Liệu Và Giải Thuật,0,2000000
Leader 2D Artist/ Anime,CÔNG TY TNHH KỸ THUẬT CÔNG NGHỆ BLUE DREAM,Hồ Chí Minh: Quận 7,Vẽ 2D|Thiết Kế Nhân Vật|Sử Dụng Thành Thạo Các Phần Mềm Vẽ 2D (Photoshop|Clip Studio Paint|...),0,2000000
Product Owner,CÔNG TY CỔ PHẦN CÔNG NGHỆ SAVA META,Hà Nội: Hai Bà Trưng,Quản Lý Sản Phẩm|Giao Tiếp Hiệu Quả|Thu Thập Và Phân Tích Dữ Liệu,0,50000000
Project Manager,CÔNG TY TRÁCH NHIỆM HỮU HẠN GIẢI PHÁP TOÀN CẦU IIJ VIỆT NAM,Hồ Chí Minh: Quận 1,Quản Lý Thời Gian|Quản Lý Dự Án|Quản Lý Ngân Sách,0,2000000
Assistant Project Manager,CÔNG TY TRÁCH NHIỆM HỮU HẠN GIẢI PHÁP TOÀN CẦU IIJ VIỆT NAM,Hồ Chí Minh: Quận 1Hà Nội: Đống Đa,Làm Việc Nhóm|Quản Lý Thời Gian|Tổ Chức Công Việc,0,2000000
System Administrator,CÔNG TY TRÁCH NHIỆM HỮU HẠN GIẢI PHÁP TOÀN CẦU IIJ VIỆT NAM,Hồ Chí Minh: Quận 1,Quản Trị Mạng|Quản Trị Hệ Thống|An Ninh Mạng,0,2000000
Product Owner,Ngân Hàng TMCP Việt Nam Thịnh Vượng (VPBank),Hà Nội: Hoàn Kiếm,Giao Tiếp|Quản Lý Sản Phẩm|Phân Tích Yêu Cầu,0,2000000
Quản Lý Dự Án CRM,Công ty cổ phần giải pháp MKT,Hà Nội: Thanh Xuân,Quản Lý Dự Án|Crm|Giao Tiếp,0,2000000
Intern Process Quality Assurance,CÔNG TY CỔ PHẦN CÔNG NGHỆ AMELA VIỆT NAM,Hà Nội: Từ Liêm,Kiến Thức Về Quy Trình Kiểm Soát Chất Lượng|Kỹ Năng Phân Tích Dữ Liệu|Kỹ Năng Giao Tiếp,0,5000000
Game Designer Intern,CÔNG TY CỔ PHẦN CÔNG NGHỆ BRAVESTARS,Hà Nội: Thanh Xuân,Thiết Kế Kịch Bản Game|Tiếng Anh Thành Thạo,0,10000000
2D Artist Senior,Công ty Cổ phần Gapu,Hà Nội,Khả Năng Làm Việc Độc Lập Và Theo Nhóm|Kỹ Năng Vẽ 2D Xuất Sắc|Hiểu Biết Về Nguyên Tắc Thiết Kế (Composition|Color Theory|Perspective),25000000,30000000
Nhân Viên Trading Analyst Học Quant Trading,CÔNG TY TNHH ĐẦU TƯ VÀ PHÁT TRIỂN CÔNG NGHỆ THE20,Hà Nội: Thanh Xuân,Phân Tích Tài Chính|Thống Kê|Toán Học,9000000,12000000
CTV AI Developer,Công ty TNHH Đầu Tư & Công Nghệ AVG,Hà Nội: Từ Liêm,Deep Learning|Computer Vision|Xử Lý Ảnh,0,2000000
Digital Marketing Developer,CÔNG TY TNHH RU9,Hồ Chí Minh: Thủ Đức,Seo|Sem|Content Marketing|Email Marketing,13000000,15000000
Nhân Viên  Kỹ Thuật Dự Án Công Nghệ Thông Tin,CÔNG TY TNHH MTV ỨNG DỤNG KỸ THUẬT VÀ SẢN XUẤT-CHI NHÁNH VŨNG TÀU,Hồ Chí Minh: Tân Bình,Giao Tiếp|Phân Tích Yêu Cầu|Giải Quyết Vấn Đề,7000000,15000000
2D Game Artist,CÔNG TY TNHH KỸ THUẬT CÔNG NGHỆ BLUE DREAM,Hồ Chí Minh: Quận 7,Vẽ Tay|Thiết Kế Nhân Vật|Hiểu Biết Về Bố Cục Và Màu Sắc,0,2000000
Product Owner,BSS Group,Hà Nội: Nam Từ Liêm,Communication|Stakeholder Management|Prioritization,15000000,24000000
Product Owner,BSS Group,Hà Nội,Agile|Scrum|Stakeholder Management,0,45000000
Game Project Manager,Công ty Cổ phần Công nghệ Gametamin,Đà Nẵng: Hải Châu,Giao Tiếp|Lập Kế Hoạch|Quản Lý Dự Án,19000000,25000000
Thực Tập Sinh Dự Án/ Project Management Intern,Công Ty TNHH Phát Triển Giáo Dục Và Công Nghệ I&E Việt Nam,Hà Nội: Cầu Giấy,Tư Duy Logic,0,2000000
Lập Trình Web,Công ty TNHH Công Nghiệp Phúc Cần,Bình Dương: Tân Uyên,Nodejs|Redux|Typescript,12000000,20000000
SOC Analyst,CÔNG TY TNHH MỘT THÀNH VIÊN AN NINH MẠNG VIETTEL,Hà Nội: Từ LiêmHồ Chí Minh: Quận 10,Phân Tích Nhật Ký (Log Analysis)|Kiến Thức Về Mạng (Networking)|Giám Sát An Ninh (Security Monitoring),0,2000000
Quản Lý Dự Án CRM,Công ty cổ phần giải pháp MKT,Hà Nội: Thanh Xuân,Quản Lý Dự Án|Crm|Giao Tiếp,0,2000000
Java Developer,Công ty CP Kinh doanh F88,Hà Nội: Cầu Giấy,Java|Spring Framework (Spring Boot|Spring Mvc)|Restful Apis,18000000,33000000
Product Manager,Công ty TNHH Dịch vụ công nghệ TP,Hà Nội: Thanh Xuân,Nghiên Cứu Thị Trường|Phân Tích Thị Trường|Quản Lý Sản Phẩm,0,2000000
Thực Tập Sinh Master Data,CÔNG TY CỔ PHẦN MAYCHA,Hồ Chí Minh: Quận 3,Excel|Tin Học Văn Phòng|Tư Duy Logic,0,3000000
Kiểm Thử Game,CÔNG TY CỔ PHẦN CÔNG NGHỆ BMH,Hà Nội: Cầu Giấy,Kiểm Thử Phần Mềm|Báo Cáo Lỗi|Phân Tích Lỗi,5000000,15000000
Giảng Viên Quản Trị Vận Hành Hệ Thống Mạng,CÔNG TY CỔ PHẦN HƯỚNG NGHIỆP Á ÂU,Cần Thơ: Ninh KiềuHồ Chí Minh: Quận 3Bình Dương: Thủ Dầu MộtĐà Nẵng: Cẩm LệHà Nội: Cầu Giấy,Kỹ Năng Giảng Dạy Và Truyền Đạt Kiến Thức|Kiến Thức Chuyên Sâu Về Quản Trị Vận Hành Hệ Thống|Khả Năng Giải Quyết Vấn Đề Và Xử Lý Sự Cố Mạng,0,2000000
Kỹ Sư Lập Trình Nhúng,Công ty Cổ phần Công nghệ Teksea,Hà Nội: Cầu Giấy,Thiết Kế Mạch Điện Tử Cơ Bản|Hệ Điều Hành Thời Gian Thực (Rtos),0,2000000
Devops Engineer,Công ty CP FINT Việt Nam,Hà Nội: Cầu Giấy,Linux System Administration|Cloud Computing (Aws|Azure|Gcp)|Containerization (Docker|Kubernetes),20000000,40000000
Junior Developer,CÔNG TY CỔ PHẦN GIẢI PHÁP ATOM,Hồ Chí Minh: Quận 7,Làm Việc Nhóm|Quản Lý Thời Gian|Giao Tiếp,15000000,25000000
Kỹ Sư Java,CÔNG TY CỔ PHẦN CÔNG NGHỆ SMILE,Nhật Bản,Java|Sql|Spring Framework,0,2000000
Project Management Office,CÔNG TY CỔ PHẦN CÔNG NGHỆ SMILE,Nhật Bản,Giao Tiếp|Phân Tích Dữ Liệu|Quản Lý Dự Án,0,2000000
Kỹ Sư Giải Pháp,CÔNG TY TNHH GIẢI PHÁP CÔNG NGHỆ ECO - SMART,Bình Dương: Thuận AnHồ Chí Minh: Quận 12,Hiểu Biết Về Thiết Bị Công Nghiệp|Sơ Đồ Điện|Hiểu Biết Về Iot,9000000,12000000
Nhân Viên Kỹ Thuật,CÔNG TY TNHH TRUYỀN THÔNG VÀ GIẢI TRÍ ANGEL K,Hồ Chí Minh: Quận 11,Tư Duy Logic|Giải Quyết Vấn Đề|Đọc Hiểu Tài Liệu Kỹ Thuật,8000000,15000000
2D Game Artist,CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ TRUYỀN THÔNG NETVIET,Hà Nội: Cầu Giấy,Photoshop|Figma|Tư Duy Sáng Tạo,8000000,15000000
Junior Infra Engineer,Công Ty TNHH Avepoint Việt Nam,Hà Nội: Thanh Xuân,Linux|Networking|Automation,0,2000000
ReactJS Developer,Công ty Cổ phần Kaopiz Software,Hà Nội: Nam Từ Liêm,Javascript|Reactjs|Html,0,2000000
PHP Teamleader,Công ty Cổ phần Kaopiz Software,Hà Nội: Nam Từ Liêm,Php|Mysql|Html,0,2000000
Embedded Software Developer For AI App,Công ty TNHH Vietsol,Hà Nội: Long Biên,Thiết Kế Mạch Điện Tử|Hệ Điều Hành Thời Gian Thực (Rtos),0,2000000
Senior IOS Developer,Apero Technologies Group,Hồ Chí Minh: Quận 7,Xcode|Ios Sdk|Ui Ux Design,35000000,55000000
Senior Odoo Developer,Công ty Cổ phần Giải pháp Công nghệ TTC Việt Nam,Hà Nội,Odoo Development|Python|Postgresql,0,40000000
Java Developer,Công ty Cổ phần Giải pháp Công nghệ TTC Việt Nam,Hà Nội: Cầu Giấy,Java|Restful Apis|Object Oriented Programming (Oop),0,27000000
"Nhân Viên Dọn Máy, Dựng Máy Android",CÔNG TY TNHH GIẢI PHÁP VÀ CÔNG NGHỆ BESTMOON,Hồ Chí Minh: Quận 12,Khả Năng Làm Việc Độc Lập|Khả Năng Học Hỏi Nhanh|Khả Năng Làm Việc Nhóm,7000000,9000000
IT Support,Viettel IDC,"Hà Nội: Hoàng Mai, Thanh Xuân",Giải Quyết Vấn Đề|Khắc Phục Sự Cố Hệ Thống|Kiến Thức Về Hệ Điều Hành Linux Windows Server,0,2000000
Senior Frontend Developer,Công ty cổ phần Hạ tầng Viễn thông CMC Telecom,Hà Nội: Cầu Giấy,Git|Javascript (Es6+)|React|Angular|Hoặc Vue.Js,25000000,35000000
IT Maintenance & Troubleshooting Engineer,CHI NHÁNH CÔNG TY TNHH KDDI VIỆT NAM TẠI THÀNH PHỐ HỒ CHÍ MINH,Hồ Chí Minh: Quận 2,Làm Việc Nhóm|Khắc Phục Sự Cố|Kiến Thức Về Mạng Máy Tính,15000000,20000000
Chuyên Viên Phân Tích Nghiệp Vụ,Công ty Cổ phần Xuất nhập khẩu Bến Tre,Hồ Chí Minh: Quận 3,Phân Tích Dữ Liệu|Phân Tích Nghiệp Vụ|Mô Hình Hóa Quy Trình,0,2000000
[Middle] Mobile Developer,CÔNG TY CỔ PHẦN HOLA TECH,Hà Nội: Nam Từ Liêm,Mobile Ui Ux|Tiếng Anh,0,2000000
Junior/ Middle Business Analyst,CÔNG TY CỔ PHẦN CÔNG NGHỆ UPP TOÀN CẦU,Hà Nội: Cầu Giấy,Business Analyst|Quản Lý Dự Án|Kỹ Năng Giải Quyết Vấn Đề,0,30000000
.NET Developer,CÔNG TY CỔ PHẦN VIỄN THÔNG INTERCOM VIỆT NAM,Hà Nội: Thanh Xuân,Asp.Net|C#|Postgresql,15000000,20000000
Nhân Viên Quản Trị Hệ Thống,CÔNG TY CỔ PHẦN TRUYỀN HÌNH TƯƠNG TÁC VIỆT NAM,Hà Nội: Ba Đình,Quản Trị Hệ Điều Hành (Windows Server|Linux)|Ảo Hóa (Vmware|Hyper V)|Bảo Mật Hệ Thống,0,2000000
.Net Developer,Công ty Cổ phần Hệ thống Công nghệ ETC,Hà Nội: Cầu Giấy,.Net Framework .Net Core|C#|Asp.Net Asp.Net Core,15000000,40000000
Kỹ Sư Vận Hành Ứng Dụng,SHBFinance,Hà Nội: Hai Bà Trưng,Linux|Aws|Docker,0,2000000
Python Developer,"INFINIQ Vietnam Co.,ltd",Hà Nội: Đống Đa,Python|Kiểm Soát Phiên Bản (Git)|Lập Trình Hướng Đối Tượng (Oop),0,2000000
.NET Developer,Công ty cổ phần XNK Đầu tư và Công nghệ HD Việt Nam,"Hà Nội: Hà Đông, Đống Đa",C#|Git|.Net Framework .Net Core .Net,0,2000000
Software Tester,"INFINIQ Vietnam Co.,ltd",Hà Nội: Cầu Giấy,Phân Tích Yêu Cầu|Viết Testcase|Báo Cáo Lỗi,0,2000000
Business Analyst,CÔNG TY CP CÔNG NGHỆ HẢI NAM TECH,Hà Nội: Cầu Giấy,Làm Việc Nhóm|Giao Tiếp|Quản Lý Dự Án,10000000,18000000
ReactJS Developer [Middle,Công Ty Cổ Phần Công Nghệ VMO Holdings,Hà Nội: Hai Bà Trưng,Nextjs|Reactjs|Javascript (Es6+),0,30000000
Java Developer Fullstack,CÔNG TY CỔ PHẦN BUCA,Hà Nội: Từ Liêm,Css|Git|Html,12000000,20000000
Chuyên Viên Triển Khai Phần Mềm,CÔNG TY CỔ PHẦN TÀI NGUYÊN TRI THỨC VIỆT NĂNG,Hồ Chí Minh: Bình Thạnh,Giao Tiếp|Kỹ Năng Giải Quyết Vấn Đề|Phân Tích Yêu Cầu,0,2000000
Game Tester,Công Ty TNHH Giải Pháp Đào Tạo Chất Lượng,Hồ Chí Minh: Quận 2,Kiểm Thử Phần Mềm|Báo Cáo Lỗi|Phân Tích Lỗi,0,25000000
Software Tester,Công ty Cổ Phần Base Enterprise,Hà Nội: Thanh Xuân,Kỹ Năng Giao Tiếp|Kỹ Năng Phân Tích Yêu Cầu|Kiến Thức Về Kiểm Thử Phần Mềm,0,26000000
Front,Công ty TNHH SETA international Việt Nam,Hà Nội: Cầu Giấy,Html|Css|Javascript,0,2000000
Nhân Viên IT Help Desk,CÔNG TY CỔ PHẦN TRUYỀN HÌNH TƯƠNG TÁC VIỆT NAM,Hà Nội: Ba Đình,Hỗ Trợ Kỹ Thuật|Giải Quyết Vấn Đề|Khả Năng Giao Tiếp,0,2000000
.Net Developer,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,Hồ Chí Minh: Quận 1,.Net Framework Core|C#|Asp.Net (Mvc Web Api),30000000,45000000
Junior IOS Developer,CÔNG TY CỔ PHẦN KAOPIZ HOLDINGS,Hà Nội: Nam Từ Liêm,Swift|Objective|C|Ios Sdk|Xcode,0,2000000
Business Analyst,Viettel IDC,Hà Nội: Thanh Xuân,Làm Việc Nhóm|Quản Lý Dự Án|Phân Tích Yêu Cầu,0,2000000
Mobile Developer,CÔNG TY CỔ PHẦN KAOPIZ HOLDINGS,Hà Nội: Nam Từ Liêm,Lập Trình (Java|Kotlin|Swift|Objective C|C#|React Native|Flutter)|Hiểu Biết Về Cấu Trúc Dữ Liệu Và Giải Thuật|Kiến Thức Về Lập Trình Hướng Đối Tượng (Oop),0,2000000
Lập Trình Viên PHP Laravel,CÔNG TY TNHH POLITETECH,Hà Nội: Cầu Giấy,Php|Laravel Framework|Mysql,0,2000000
Senior Python Developer,Công ty Cổ phần Kaopiz Software,Hà Nội: Nam Từ Liêm,Git|Python|Restful Apis,0,2000000
Concept Artist,Zitga studios,Hà Nội: Thanh Xuân,Vẽ Tay|Khả Năng Sáng Tạo|Hiểu Biết Về Màu Sắc|Ánh Sáng|Bố Cục,0,2000000
IT Staff,CÔNG TY TNHH CÔNG NGHỆ WAYS VIỆT NAM,Hải Phòng: Hải An,Tư Duy Logic|Giải Quyết Vấn Đề|Khả Năng Làm Việc Độc Lập,0,2000000
NLP Engineer,"CÔNG TY TNHH CÔNG NGHỆ GIA ĐÌNH (FTECH CO., LTD)",Đà Nẵng: Thanh Khê,Xử Lý Ngôn Ngữ Tự Nhiên (Nlp)|Học Máy (Machine Learning)|Học Sâu (Deep Learning),0,2000000
Mobile Developer,CÔNG TY CỔ PHẦN CÔNG NGHỆ DU LỊCH GIGAGO,Hà Nội: Nam Từ Liêm,Kiến Thức Về Lập Trình Hướng Đối Tượng (Oop)|Quản Lý Phiên Bản (Git)|Hiểu Biết Về Cấu Trúc Dữ Liệu Và Giải Thuật,18000000,22000000
Mobile Developer,Vietnam Discovery Travel,Hà Nội: Nam Từ Liêm,Kiến Thức Về Lập Trình Hướng Đối Tượng (Oop)|Quản Lý Phiên Bản (Git)|Hiểu Biết Về Cấu Trúc Dữ Liệu Và Giải Thuật,18000000,22000000
Nhân Viên Threat Intelligence,CÔNG TY CỔ PHẦN CÔNG NGHỆ AN NINH MẠNG QUỐC GIA VIỆT NAM,Hà Nội: Cầu Giấy,Phân Tích Mối Đe Dọa|Điều Tra An Ninh Mạng|Phân Tích Phần Mềm Độc Hại,0,2000000
AI Engineer,Công ty TNHH Công Nghiệp Phúc Cần,Bình Dương: Tân Uyên,Github|Docker|Nlp,12000000,20000000
Junior Power Platform Developer,CÔNG TY CỔ PHẦN DỊCH  VỤ CÔNG NGHỆ TIN HỌC HPT,Đồng Nai: Long Thành,Power Apps|Power Automate|Dataverse,20000000,28000000
Senior IT Governance,Công ty CP Kinh doanh F88,Hà Nội: Cầu Giấy,Risk Management|It Governance Frameworks (E.G.|Cobit|Itil|Iso 27001)|Compliance (E.G.|Gdpr|Hipaa),25000000,40000000
