Job_Name,Company,Location,Required_Skills,min_salary,max_salary
ReactJS Developer,FPT IS,Hà Nội: Nam Từ Liêm,Css|Html|Javascript,0,2000000
Project Manager,FPT Software,Hồ Chí Minh: Thủ Đức,Project Management|Communication (English & Japanese)|Stakeholder Management,0,2000000
Chuyên Viên Quản Lý Dự Án,HIỆP HỘI DỮ LIỆU QUỐC GIA,Hà Nội: Hai Bà Trưng,Quản Lý Dự Án|Lập Kế Hoạch Dự Án|Quản Lý Rủi Ro,0,2000000
Thực Tập Sinh Chuyển Đổi Số,Công ty Cổ phần viễn thông FPT,Hồ Chí Minh: Quận 7,.Net|Asp.Net|Python,0,2000000
Oracle Flexcube Senior SME,Công ty TNHH Công nghệ Snetel,Hồ Chí MinhHà Nội,Requirements Gathering|Solution Design|Banking Domain Knowledge,0,2000000
Scrum Master,OpenCommerce Group,Hà Nội: Đống Đa,Agile|Scrum|Giao Tiếp,25000000,40000000
CVCC Đại Diện Đơn Vị Nghiệp Vụ,Ngân hàng TMCP Hàng Hải Việt Nam (MSB),Hà Nội: Đống Đa,Phân Tích Nghiệp Vụ (Business Analysis)|Quản Lý Yêu Cầu|Giao Tiếp,0,2000000
Project Management Intern,Công ty TNHH Lửa Á Châu,Hồ Chí Minh: Phú Nhuận,Excel|Powerpoint|Microsoft Word,0,2000000
Kỹ Sư Triển Khai Hệ Thống Phần Mềm,TỔNG CÔNG TY CÔNG NGHIỆP CÔNG NGHỆ CAO VIETTEL,Hà Nội: Nam Từ Liêm,Triển Khai Hệ Thống|Tích Hợp Hệ Thống|Giải Quyết Sự Cố,15600000,130000000
Kỹ Sư Triển Khai Hạ Tầng CNTT,TỔNG CÔNG TY CÔNG NGHIỆP CÔNG NGHỆ CAO VIETTEL,Hà Nội: Nam Từ Liêm,Giải Quyết Sự Cố Hệ Thống|Cấu Hình Thiết Bị Mạng (Router|Switch|Firewall)|Triển Khai Hệ Thống Mạng,15600000,130000000
Thực Tập Sinh Trợ Lý Phòng Công Nghệ,APEC GLOBAL,Hồ Chí Minh: Quận 6,Kiến Thức Về Công Nghệ Thông Tin|Kỹ Năng Sử Dụng Máy Tính Văn Phòng|Kỹ Năng Tìm Kiếm Thông Tin,0,2000000
Senior Data Engineer,Công ty cổ phần Aequitas,Hà Nội,Sql|Data Warehousing|Etl Processes,0,32000000
Họa Sỹ Concept Artist,Công Ty Cổ Phần Phần Mềm Dấu Cộng,Hà Nội: Thanh Xuân,Illustrator|After Effect|Adobe Photoshop,12000000,15000000
Công Nghệ Thông Tin,SCI Group,Hồ Chí Minh: Tân Bình,Kỹ Năng Giải Quyết Vấn Đề|Kiến Thức Về Phần Cứng Máy Tính|Kiến Thức Về Hệ Điều Hành (Windows|Macos|Linux),10000000,13000000
Thực Tập Sinh Phân Tích Nghiệp Vụ,FPT IS,Hà Nội: Hoàn Kiếm,Kỹ Năng Giao Tiếp|Kỹ Năng Giải Quyết Vấn Đề|Khả Năng Học Hỏi Nhanh,0,2000000
QC Team Lead,Công ty TNHH BTASKEE,Hồ Chí Minh: Quận 2,Api Testing|Postman|Qa|Qc,0,2000000
Site Reliability Engineer,Công ty TNHH BTASKEE,Hồ Chí Minh: Quận 2,Postgresql|Kubernetes|Gitlab,0,2000000
IT Manager Java,Công ty cổ phần Ecoit,Hà Nội: Thanh Xuân,Kiến Thức Về Cơ Sở Dữ Liệu (Sql|Nosql)|Quản Lý Dự Án Phần Mềm|Kỹ Năng Quản Lý Nhóm Và Phân Công Công Việc,35000000,40000000
Chuyên Viên Kiểm Soát Vận Hành Bán Lẻ,Công Ty Cổ Phần Vàng Bạc Đá quý Phú Nhuận - PNJ,Hồ Chí Minh: Bình Thạnh,Phân Tích Dữ Liệu|Kiểm Soát Nội Bộ|Kiểm Toán,0,2000000
Game 2D Artist,Công ty TNHH BITCOVER,Hồ Chí Minh: Tân Bình,Vẽ Tay|Thiết Kế Nhân Vật|Hiểu Biết Về Màu Sắc Và Bố Cục,7000000,15000000
Chuyên Gia An Toàn Thông Tin,CÔNG TY CỔ PHẦN CÔNG NGHỆ OMMANIX,Hà Nội: Hoàng Mai,An Ninh Mạng|Phân Tích Rủi Ro|Mã Hóa,20000000,35000000
Game Designer,EZTech & CDT Games Studio,Hà Nội: Nam Từ Liêm,Làm Việc Nhóm|Giao Tiếp|Tư Duy Sáng Tạo,8000000,18000000
SAP BTP / Fiori Developer,FPT Software,Hồ Chí Minh: Quận 9,C#|Java|Nodejs,0,2000000
IT Application Leader,Công ty TNHH Ampersand Management,Hồ Chí Minh: Quận 1,Quản Lý Dự Án|Quản Lý Nhóm|Erp (Enterprise Resource Planning),19000000,23000000
LTV Backend,Công Ty Cổ Phần VCCorp,Hà Nội: Thanh Xuân,Kiểm Soát Phiên Bản (Git)|Thiết Kế Cơ Sở Dữ Liệu (Sql|Nosql)|Cấu Trúc Dữ Liệu Và Giải Thuật,11000000,25000000
Trưởng Nhóm IT Dự Án Education Technology,CÔNG TY TNHH WE UP,Hà Nội: Đống Đa,Giao Tiếp|Quản Lý Dự Án|Phát Triển Phần Mềm,50000000,80000000
Display And Camera FWK QNX,CÔNG TY TNHH QUEST GLOBAL DESIGN VIỆT NAM,Hồ Chí Minh: Quận 8,Kinh Nghiệm Phát Triển Và Triển Khai Ứng Dụng Nhúng Trên Qnx,0,2000000
System Validation Engineer,CÔNG TY TNHH QUEST GLOBAL DESIGN VIỆT NAM,Hồ Chí Minh: Quận 8,Test Automation|Test Case Design|System Verification,0,2000000
Senior NodeJs,Công ty cổ phần Công nghệ Haravan,Hồ Chí Minh: Quận 11,Git|Node.Js|Restful Apis,0,2000000
Trưởng Bộ Phận Giải Pháp,Công Ty Cổ Phần Quốc Tế World Star (Wsi),Hà Nội: Nam Từ Liêm,Giao Tiếp|Quản Lý Dự Án|Phân Tích,0,2000000
Kỹ Sư Giải Pháp,Công Ty Cổ Phần Quốc Tế World Star (Wsi),Hà Nội: Nam Từ Liêm,Giao Tiếp|Quản Lý Dự Án|Phân Tích,13000000,18000000
Project Manager,CÔNG TY CỔ PHẦN BUCA,Hà Nội: Từ Liêm,Java|Project Manager|Giao Tiếp,25000000,35000000
Nhân Viên IT,CÔNG TY TNHH KUCHEN VIỆT NAM,"Nghệ An: TP Vinh, Hưng Nguyên, Nam Đàn, Diễn Châu, Cửa Lò, 
        Yên Thành, Đô Lương, Thanh ChươngHà Tĩnh: Nghi Xuân, Can Lộc, Hồng Lĩnh, Đức Thọ",Kỹ Năng Giao Tiếp|Kiến Thức Về Phần Cứng Máy Tính|Kiến Thức Về Hệ Điều Hành (Windows|Linux|Macos),7000000,12000000
Business Analyst,CÔNG TY CỔ PHẦN TƯ VẤN CÔNG NGHỆ NGS,"Hà Nội: Tây Hồ, Cầu Giấy",Giao Tiếp|Phân Tích Dữ Liệu|Phân Tích Nghiệp Vụ,0,30000000
Automation QA,Công ty TNHH SETA international Việt Nam,Hà Nội: Cầu Giấy,Java|Selenium Webdriver|Kiến Thức Về Kiểm Thử Tự Động,0,2000000
Odoo/Python Developer,360 CORP,Bà Rịa-Vũng Tàu: TP Vũng Tàu,Javascript|Postgresql|Python,5000000,15000000
Data Engineer,Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,Hồ Chí Minh: Quận 7,Sql|Python Hoặc Java|Data Warehousing,0,2000000
Tester Manual / Nhân Viên Kiểm Thử Phần Mềm,Công ty Cổ phần Tổng hợp Việt Nhật (Vinicorp),Hà Nội: Đống Đa,Kỹ Năng Giao Tiếp|Kỹ Năng Phân Tích Yêu Cầu|Kiến Thức Về Kiểm Thử Phần Mềm,0,2000000
Kỹ Sư Cầu Nối,Công ty Cổ phần Tổng hợp Việt Nhật (Vinicorp),Hà Nội: Đống Đa,Jlpt N2,0,2000000
Senior .NET Developer,CÔNG TY CỔ PHẦN CÔNG NGHỆ DCORP,Hồ Chí Minh: Bình Thạnh,.Net Framework Core|C#|Asp.Net (Mvc Web Api),0,2000000
Kĩ Sư Phần Mềm AMR,CÔNG TY TNHH TECHVICO,Hà Nội: Ba Đình,Mongodb|Postgresql,15600000,52000000
Shopify Senior Developer / Tech Lead / Architect,CÔNG TY TNHH SAI DIGITAL,Hồ Chí Minh: Quận 10,Javascript|Api|Reactjs|Nodejs,0,2000000
Data Engineer,Công ty Cổ phần GEM,Hà Nội: Cầu GiấyHồ Chí Minh: Bình Thạnh,Sql|Data Warehousing|Etl,0,2000000
Senior PHP Developer,CÔNG TY TNHH ASIA PLUS VIỆT NAM,Hồ Chí Minh: Quận 3,Angularjs|Bootstrap|Html5,36400000,44200000
Kỹ Sư SLAM,CÔNG TY TNHH TECHVICO,Hà Nội: Ba Đình,Python|Ros (Robot Operating System),15600000,52000000
Lập Trình Viên Backend,Công ty Cổ phần The First One,Hà Nội: Nam Từ Liêm,Api|Lập Trình|Kiểm Soát Phiên Bản (Git),15000000,30000000
Thực Tập Sinh Ngành Công Nghệ Thông Tin,CÔNG TY TNHH TM & DV NINA,Hồ Chí Minh: Quận 12,Làm Việc Nhóm|Giải Quyết Vấn Đề|Học Hỏi Nhanh,0,2000000
[DI9] IT Business Analyst,Ngân hàng TMCP Hàng Hải Việt Nam (MSB),Hà Nội: Đống Đa,Agile|Business Analyst|Urd,26000000,52000000
Manual Tester,Công ty Cổ phần Giải pháp Công nghệ TTC Việt Nam,Hà Nội: Cầu Giấy,Kỹ Năng Phân Tích Yêu Cầu|Kiến Thức Về Kiểm Thử Phần Mềm|Kỹ Năng Viết Test Case|Test Plan,0,23000000
Lập Trình Viên Backend,CÔNG TY CỔ PHẦN CÔNG NGHỆ FOXAI,Hà Nội: Bắc Từ Liêm,Thiết Kế Hệ Thống|Kiến Trúc Phần Mềm|Kiểm Thử Và Gỡ Lỗi,0,2000000
Product Manager,Công ty Cổ phần Công nghệ KiotViet,Hà Nội: Hoàn Kiếm,Product Management|Omnichannel Strategy|E|Commerce,50000000,70000000
Lập Trình Viên .Net Junior,CÔNG TY TNHH CÔNG NGHỆ EZCLOUD TOÀN CẦU,Hà Nội: Ba Đình,C#|.Net Framework .Net Core .Net|Sql Server Hoặc Các Hệ Quản Trị Cơ Sở Dữ Liệu Quan Hệ Khác,0,20000000
Junior ReactJs/Nextjs,CÔNG TY CỔ PHẦN OKHUB VIỆT NAM,Hà Nội: Hà Đông,Nextjs|Javascript (Es6+)|Reactjs,12000000,15000000
Junior Flutter Developer,Braly JSC,Hà Nội: Nam Từ Liêm,Git|Json|Dart,0,20000000
.NET Developer,Công ty TNHH SETA international Việt Nam,Hà Nội: Cầu Giấy,C#|Sql|Lập Trình Hướng Đối Tượng (Oop),0,2000000
Lập Trình Viên Back,CÔNG TY TNHH MỘT THÀNH VIÊN CÔNG NGHỆ VÀ THƯƠNG MẠI WIINVENT,Hà Nội: Cầu Giấy,Java|Restful Apis|Data Structures And Algorithms,12000000,25000000
Fresher Web Developer,Công ty Cổ phần MISA,Hà Nội: Bắc Từ Liêm,C#|.Net Framework Core|Html|Css|Javascript,0,4000000
Thực Tập Sinh .Net Developer,CÔNG TY TNHH W2SOLUTION VIỆT NAM,Hồ Chí Minh: Quận 3,C#|Asp.Net|Sql,3000000,6000000
Change Management,Ngân Hàng TMCP An Bình,Hà Nội,Xây Dựng Mối Quan Hệ|Quản Lý Dự Án|Giải Quyết Vấn Đề,0,2000000
Thực Tập Sinh Vận Hành Hệ Thống,Công ty Cổ Phần An Ninh Mạng THD,Hồ Chí Minh: Quận 10,Làm Việc Nhóm|Giải Quyết Vấn Đề|Chịu Được Áp Lực Công Việc,0,2000000
Dynamics CRM Developer,Công ty Cổ phần HeySheep,Đà Nẵng: Hải Châu,.Net|Microsoft Dynamics 365|C#,0,2000000
BrSE (Bridge Software Engineer),CÔNG TY CỔ PHẦN CÔNG NGHỆ TDA,Đà Nẵng: Ngũ Hành Sơn,Kỹ Năng Giao Tiếp|Kỹ Năng Làm Việc Nhóm|Kỹ Năng Quản Lý Dự Án,0,2000000
Thực Tập Sinh Công Nghệ Thông Tin,Công ty TNHH FT Industries Việt Nam,Đồng Nai: Biên Hoà,Làm Việc Nhóm|Tư Duy Logic|Giải Quyết Vấn Đề,0,2000000
Project Manager,TẬP ĐOÀN CÔNG NGHIỆP - VIỄN THÔNG QUÂN ĐỘI,Hà Nội: Nam Từ Liêm,Quản Lý Dự Án|Lập Kế Hoạch Dự Án|Điều Phối Dự Án,0,2000000
DevOps Engineer,CÔNG TY CỔ PHẦN CÔNG NGHỆ TECHLAB,Hà Nội: Nam Từ Liêm,Docker|Aws|Kubernetes,30000000,45000000
2D Character/UI Game Artist,CÔNG TY TNHH ONEUNIVERSE VN,Hồ Chí Minh: Quận 4,Vẽ Tay|Thiết Kế Nhân Vật 2D|Thiết Kế Giao Diện Người Dùng (Ui),0,2000000
Process Quality Assurance,CÔNG TY TRÁCH NHIỆM HỮU HẠN GIẢI PHÁP CÔNG NGHỆ CỘNG,Hà Nội: Cầu Giấy,Agile|Scrum|Quản Lý Chất Lượng,0,2000000
Product Manager,OpenCommerce Group,Hà Nội: Đống Đa,Product Management|Ai|Ml|Cloud Computing,0,2000000
Tech Lead,Hộ kinh doanh SIMPLIFIED TECHNOLOGY,Nghệ An: TP Vinh,Làm Việc Nhóm|Lập Trình|Quản Lý Dự Án,0,2000000
Senior Data Governance,Công ty CP Kinh doanh F88,Hà Nội: Cầu Giấy,Phân Tích Dữ Liệu|Quản Trị Dữ Liệu|Data Governance,25000000,40000000
Kỹ Sư Trí Tuệ Nhân Tạo,Tổng Công ty Mạng lưới Viettel – Chi nhánh Tập đoàn Công nghiệp – Viễn thông Quân đội,Hà Nội: Cầu Giấy,Lập Trình (Python|Java|C++)|Học Máy (Machine Learning)|Học Sâu (Deep Learning),15000000,25000000
Software Enginner,Cty TNHH Thundersoft Việt Nam,Hà Nội: Nam Từ Liêm,Typescript|Next.Js|Aws,20000000,50000000
Chuyên Gia Phân Tích Kinh Doanh,Ngân Hàng TMCP Việt Nam Thịnh Vượng (VPBank),Hà Nội: Đống Đa,Sql|Powerpoint|Google Analytics,0,2000000
Trưởng Nhóm Kỹ Thuật Triển Khai,Công ty cổ phần công nghệ - viễn thông Elcom,Hà Nội: Cầu Giấy,Lập Trình|Thiết Kế Hệ Thống|Quản Lý Dự Án,0,2000000
Thực Tập Sinh Lập Trình,FPT IS,Hà Nội: Nam Từ Liêm,Khả Năng Học Hỏi Nhanh|Kiến Thức Về Cấu Trúc Dữ Liệu Và Giải Thuật|Lập Trình Cơ Bản,0,2000000
Thực Tập Sinh Lập Trình,FPT IS,Hà Nội: Nam Từ LiêmHồ Chí Minh: Quận 2,Khả Năng Làm Việc Nhóm|Tư Duy Logic Và Giải Quyết Vấn Đề|Nắm Vững Kiến Thức Cơ Bản Về Lập Trình (Cấu Trúc Dữ Liệu|Giải Thuật),0,2000000
Kỹ Thuật Viên Lắp Ráp Robot,CÔNG TY CỔ PHẦN NGHIÊN CỨU PHÁT TRIỂN VÀ ỨNG DỤNG NGƯỜI MÁY ĐA NĂNG VINMOTION,Hà Nội: Gia Lâm,Đọc Hiểu Bản Vẽ Kỹ Thuật|Sử Dụng Các Công Cụ Lắp Ráp|Kiến Thức Về Cơ Khí,10000000,20000000
Mobile Developer,Công ty Cổ phần Công nghệ eUp,Hà Nội: Thanh Xuân,Android|Ios|Flutter,0,2000000
Kỹ Sư An Toàn Thông Tin,Tổng Công ty Mạng lưới Viettel – Chi nhánh Tập đoàn Công nghiệp – Viễn thông Quân đội,Hà Nội: Cầu Giấy,Phân Tích Rủi Ro|Ứng Phó Sự Cố|Mã Hóa,15000000,30000000
Scrum Master,NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN KỸ THƯƠNG VIỆT NAM,Hà Nội: Hoàn Kiếm,Agile|Scrum|Giao Tiếp,0,2000000
Software Engineer,CÔNG TY TNHH CÔNG NGHỆ INNOVATIONX,Hà Nội,Problem Solving|Object Oriented Programming (Oop)|Data Structures And Algorithms,0,30000000
Nhân Viên Quản Lý Chất Lượng Viễn Thông,Công ty Cổ phần viễn thông FPT,"Hậu Giang: TP Vị Thanh, TP Ngã Bảy, Phụng Hiệp, Châu Thành A",Phân Tích Dữ Liệu|Kiểm Tra Chất Lượng|Báo Cáo,12000000,18000000
Senior Java Developer,CÔNG TY CỔ PHẦN CÔNG NGHỆ VI MÔ,Hà Nội: Hai Bà Trưng,Java|Sql|Spring Framework,24000000,38000000
IT Governance Senior Officer,Ngân Hàng TMCP Việt Nam Thịnh Vượng (VPBank),Hà Nội: Đống Đa,Risk Management|Compliance|Audit,0,2000000
IT Compliance And Risk Control Senior Officer,Ngân Hàng TMCP Việt Nam Thịnh Vượng (VPBank),Hà Nội: Đống Đa,It Security|Risk Management|Auditing,0,2000000
CVCC Kiểm Soát Tuân Thủ Và Quản Trị Rủi Ro CNTT,Ngân Hàng TMCP Việt Nam Thịnh Vượng (VPBank),Hà Nội: Đống Đa,It Auditor|Compliance|Phân Tích Rủi Ro,0,2000000
Project Manager Tiếng Anh Tốt,Công ty TNHH phần mềm Twendee,Hà Nội: Nam Từ Liêm,Tiếng Anh Thành Thạo (Nghe|Nói|Đọc|Viết)|Quản Lý Dự Án|Lập Kế Hoạch Dự Án,18000000,20000000
Game Designer,Công ty TNHH Horus Productions,Hà Nội: Nam Từ Liêm,Làm Việc Nhóm|Khả Năng Giải Quyết Vấn Đề|Thiết Kế Game Cơ Bản,4000000,15000000
Intern Android Developer,CÔNG TY TNHH CÔNG NGHỆ PHẦN MỀM LUTECH,Đà Nẵng: Thanh Khê,Java|Kotlin|Android Sdk|Android Studio,0,2000000
Chuyên Viên SAP FICO,Công ty CP Casper Việt Nam,Hà Nội: Bắc Từ Liêm,Business Process Analysis|Data Migration|Financial Accounting,0,2000000
Chuyên Viên Quản Trị Dự Án Phần Mềm,Công ty CP FINT Việt Nam,Hà Nội: Cầu Giấy,Quản Lý Dự Án|Lập Kế Hoạch Dự Án|Quản Lý Rủi Ro,0,2000000
Middle ReactJS Developer,Unit Corp,Hồ Chí Minh: Quận 3,Reactjs|Javascript (Es6+)|Html,0,2000000
Tester/QA QC Engineer,CÔNG TY TNHH OHMYHOTEL&CO VN,Hồ Chí Minh: Bình Thạnh,Kiểm Soát Chất Lượng|Báo Cáo Lỗi|Kỹ Năng Làm Việc Nhóm,0,2000000
Project Management Office,CÔNG TY TNHH CÔNG NGHỆ FOOBLA,Hà Nội: Nam Từ Liêm,Giao Tiếp|Quản Lý Dự Án|Quản Lý Ngân Sách,0,2000000
Database/System Admin,FPT IS,Hồ Chí Minh,Sql|Quản Trị Cơ Sở Dữ Liệu (Database Administration)|Sao Lưu Và Phục Hồi Dữ Liệu (Backup And Recovery),0,2000000
BIM Modeler,CÔNG TY TNHH DIGI-TEXX,Hồ Chí Minh: Quận 12,Revit|Kiến Trúc|Xây Dựng,11000000,18000000
Chuyên Viên Lập Trình Nhúng LINUX/MCU,CÔNG TY CỔ PHẦN TẬP ĐOÀN TRƯỜNG HẢI,Quảng NamĐà Nẵng,Lập Trình Nhúng|Vi Điều Khiển (Mcu),0,2000000
Fullstack Developer,Công ty Cổ phần Công nghệ eUp,Hà Nội: Thanh Xuân,Javascript|Nodejs|Php,0,2000000
Senior AI Engineer,Ngân Hàng TMCP Việt Nam Thịnh Vượng (VPBank),Hà Nội: Đống Đa,Python|Ai|Nlp,0,2000000
Senior Data Engineer,Ngân Hàng TMCP Việt Nam Thịnh Vượng (VPBank),Hà Nội: Đống Đa,Sql|Database|Data Engineer,0,2000000
Fullstack Developer,AASC AUDITING FIRM COMPANY LIMITED,Hà Nội: Hoàn Kiếm,Css|Html|Javascript,12000000,20000000
ReactJS Developer,Công ty Cổ phần Công nghệ Alphaway,Hà Nội: Hai Bà Trưng,Reactjs|Javascript|Html,25000000,34000000
Frontend Tech Lead,Niteco,Hồ Chí Minh: Tân Bình,Css|Html|Javascript,0,2000000
IT COMTOR,CÔNG TY CỔ PHẦN TOKYO TECH LAB VIỆT NAM,Hà Nội: Nam Từ Liêm,Japanese N2 N1 Level|Japanese Communication (Speaking|Listening|Reading|Writing)|It Terminology (Japanese & English),18000000,30000000
Thực Tập Sinh Triển Khai Phần Mềm,Công ty TNHH Phát triển Aroma,Hà Nội: Đống Đa,Kỹ Năng Giao Tiếp|Làm Việc Nhóm|Quản Lý Thời Gian,2000000,3000000
Backend Developer,Công ty TNHH Giải pháp Phân tích dữ liệu Insight Data,Hà Nội: Thanh Xuân,T24 Transact Development|Temenos Development Framework (Tdf)|Jbase,0,30000000
Senior JAVA Developer,CÔNG TY TNHH KỸ SƯ CÔNG NGHỆ CAO VN,Hà Nội: Nam Từ Liêm,Angularjs|Git|Java,0,2000000
Tech Lead,CÔNG TY TNHH SOFTFLEX LLC,Hà Nội: Cầu Giấy,Leadership|Flutter|English,0,130000000
Business Analyst Japanese,Công ty Cổ Phần Rikkeisoft,Hà Nội: Cầu Giấy,Làm Việc Nhóm|Giao Tiếp|Phân Tích Nghiệp Vụ,0,2000000
Trưởng Phòng Công Nghệ Thông Tin,Công ty cổ phần DAYONE ASIA,Hồ Chí Minh: Quận 1,Javascript|Quản Lý Dự Án|Devops,0,2000000
IT Supervisor,Công ty TNHH ITECHWX,Hồ Chí Minh: Bình Thạnh,Giao Tiếp|Quản Lý Dự Án|It Support,0,2000000
Lập Trình Viên Mobile Developer,Công Ty Cổ Phần Edulive Toàn Cầu,Hà Nội: Bắc Từ Liêm,Git|Javascript|React Native,20000000,35000000
Senior NodeJS BackEnd Developer,CÔNG TY CỔ PHẦN SMARTOSC,Hà Nội: Nam Từ Liêm,Node.Js|Javascript (Es6+)|Restful Api Design And Development,0,62400000
Full Stack Web Developer,FPT IS,Hà Nội: Cầu Giấy,Css|Html|Java,0,2000000
Chuyên Viên Quản Trị Cơ Sở Dữ Liệu,NGÂN HÀNG TMCP QUÂN ĐỘI – MBBANK,Hà Nội,Database Management Systems: Mongodb|Postgresql|Nosql|Oracle|Sql Server|Mysql|Mariadb|Monitoring Tools: Prometheus|Grafana|Etl Tools,0,2000000
Fullstack Developer,Công ty CP Khoa học Dữ liệu,Hà Nội: Cầu Giấy,Django|Python|Restful Apis,25000000,40000000
AI Engineer,CÔNG TY CỔ PHẦN SMARTOSC,Hà Nội: Nam Từ Liêm,Python|Data Analysis|Machine Learning,0,60000000
IT Customer Support & Project Lead,CÔNG TY CỔ PHẦN ILOTUSLAND VIỆT NAM,Hồ Chí Minh: Quận 2,Giao Tiếp|Hỗ Trợ Khách Hàng|Quản Lý Dự Án,0,2000000
Business Analyst,Công ty cổ phần Tasco,Hà Nội: Nam Từ Liêm,Quản Lý Dự Án|Phân Tích Nghiệp Vụ|Mô Hình Hóa Dữ Liệu,0,2000000
IT Business Analyst,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ CÔNG NGHỆ SOLID,Hà Nội: Cầu Giấy,Giao Tiếp|Phân Tích Nghiệp Vụ|Phân Tích Yêu Cầu,17000000,20000000
Java Developer,SHINHAN FINANCE,Hồ Chí Minh: Tân Bình,J2Ee|Java|Spring Framework,0,2000000
AI Engineer Công Ty IT Hàn Quốc,ORBRO Inc.,Hà Nội: Cầu Giấy,Trí Tuệ Nhân Tạo (Ai)|Làm Việc Với Thư Viện Opencv Hoặc Tương Tự|Học Sâu (Deep Learning),0,2000000
Junior QC / Tester,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ VEXERE,Hồ Chí Minh: Quận 4,Phân Tích Yêu Cầu|Kiểm Thử Phần Mềm|Viết Testcase,0,2000000
Nhân Viên IT,CÔNG TY TNHH TRUONG DINH HOLDINGS,Hồ Chí Minh: Quận 1,Lập Trình Python,0,2000000
Lập Trình Viên Web,Công ty Cổ phần MISA,"Hà Nội: Bắc Từ Liêm, Cầu Giấy",C#|.Net Framework .Net Core|Html|Css|Javascript,0,2000000
Chương Trình Đào Tạo IT Fresher,NashTech,Hồ Chí Minh: Tân BìnhHà Nội: Cầu GiấyĐà Nẵng: Hải Châu,.Net|C#|Sql,0,2000000
Java Developer,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ CÔNG NGHỆ SOLID,Hà Nội: Cầu Giấy,Java|Spring Framework|Restful Apis,15000000,18000000
Software Tester,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ CÔNG NGHỆ SOLID,Hà Nội: Cầu Giấy,Kiến Thức Về Kiểm Thử Phần Mềm|Kỹ Năng Phân Tích Yêu Cầu|Kỹ Năng Viết Test Case,15000000,18000000
Nodejs Backend Developer,CÔNG TY CỔ PHẦN CÔNG NGHỆ FINVIET,Hồ Chí Minh: Tân Bình,Javascript|Nodejs,0,30000000
Software Engineer,Công ty Cổ Phần Thực Phẩm Á Châu,Hồ Chí Minh: Quận 1,Lập Trình|Cấu Trúc Dữ Liệu Và Giải Thuật|Kiến Thức Về Hệ Điều Hành,13000000,18000000
Fresher Developer,Splus Software,Hồ Chí Minh: Tân Bình,Javascript|Reactjs|Nodejs,0,2000000
Trưởng Bộ Phận ERP,Tập Đoàn Vàng Bạc Đá Quý DOJI,Hà Nội: Ba Đình,Phân Tích Tài Chính|Kiến Thức Tài Chính|Hiểu Biết Về Tài Chính Kế Toán,0,2000000
Kỹ Sư Vận Hành Khai Thác,Viettel Software,Hà Nội: Cầu Giấy,Kỹ Năng Làm Việc Nhóm|Khả Năng Phân Tích Và Giải Quyết Vấn Đề|Kỹ Năng Đọc Hiểu Bản Vẽ Kỹ Thuật,0,2000000
Structure,"THE BIM FACTORY CO., LTD",Hồ Chí Minh: Quận 2,Autocad|Revit|Navisworks,0,2000000
Concept Livestream Specialist,CÔNG TY CỔ PHẦN TẬP ĐOÀN KIDO,Hồ Chí Minh: Quận 7,Thương Mại Điện Tử|Kỹ Năng Quay Phim|Quay Phim|Dựng Phim,0,2000000
Nhân Viên Công Nghệ Thông Tin,Công ty Cổ phần Tập đoàn Onsen Fuji,Phú Thọ: Thanh Thuỷ,Tư Duy Logic|Giải Quyết Vấn Đề|Khả Năng Làm Việc Độc Lập,8000000,12000000
Backend Engineer,"TECHVIFY SOFTWARE., JSC",Hà Nội: Thanh Xuân,Java|Gỗ|Microservices,20000000,45000000
System Engineer,VDI - Công ty Cổ phần Đầu tư Kỹ thuật số Việt,Hà Nội: Đống Đa,Oracle|Database|Storage,0,25000000
Product Owner,CÔNG TY CỔ PHẦN CÔNG NGHỆ AN NINH MẠNG QUỐC GIA VIỆT NAM,Hà Nội: Cầu Giấy,Communication|Stakeholder Management|Prioritization,0,2000000
Chuyên Viên Purple Team,CÔNG TY CỔ PHẦN CÔNG NGHỆ AN NINH MẠNG QUỐC GIA VIỆT NAM,Hà Nội: Cầu Giấy,Kỹ Năng Viết Báo Cáo Và Trình Bày|Kiến Thức Về Tấn Công Và Phòng Thủ Mạng|Kỹ Năng Phân Tích Và Điều Tra Sự Cố,0,2000000
Nhân Viên Triển Khai ERP,CÔNG TY CỔ PHẦN CÔNG NGHỆ IRTECH,Hồ Chí Minh: Tân Bình,Kiến Thức Về Hệ Thống Erp|Kỹ Năng Phân Tích Nghiệp Vụ|Kỹ Năng Giao Tiếp,0,2000000
Kỹ Sư Cầu Nối,Công ty TNHH Yopaz,Hà Nội: Đống Đa,Kỹ Năng Giao Tiếp|Kỹ Năng Giải Quyết Vấn Đề|Kỹ Năng Làm Việc Nhóm,45000000,70000000
Nhân Viên IT Helpdesk,Công ty TNHH Phân Phối Synnex FPT,Vĩnh Phúc: Bình Xuyên,Hỗ Trợ Kỹ Thuật|Giao Tiếp Tốt|Khắc Phục Sự Cố Máy Tính,9000000,12000000
