Movie_Name,Release_Year,Metascore,User_Score,Average,User_Ratings,Duration_Minutes,Genre
One Battle After Another,2025,0.64,0.83,0.74,104000,161.0,Action Epic|Dark Comedy|Epic|Political Thriller|Action|Crime|Drama|Thriller
Amsterdam,2022,0.49,0.61,0.55,104000,134.0,Conspiracy Thriller|Period Drama|Comedy|Drama|History|Mystery|Thriller
West Side Story,2021,0.85,0.71,0.78,104000,156.0,Classic Musical|Tragic Romance|Crime|Drama|Musical|Romance
Creed III,2023,0.73,0.67,0.7,104000,116.0,Boxing|Action|Drama|Sport
65,2023,0.4,0.54,0.47,103000,93.0,Dinosaur Adventure|Survival|Action|Adventure|Sci-Fi|Thriller
Pet Sematary,2019,0.57,0.57,0.57,103000,100.0,Folk Horror|Horror|Mystery|Thriller
The Boy and the Heron,2023,0.91,0.74,0.82,103000,124.0,Japanese|Adult Animation|Adventure Epic|Anime|Epic|Fantasy Epic|Hand-Drawn Animation|Isekai|Adventure|Animation
Sisu,2022,0.7,0.69,0.7,103000,91.0,Action Epic|One-Person Army Action|Period Drama|Action|Thriller|War
The House That Jack Built,2018,0.42,0.68,0.55,103000,152.0,Dark Comedy|Psychological Horror|Serial Killer|Slasher Horror|Crime|Drama|Horror
Midway,2019,0.47,0.67,0.57,103000,138.0,War Epic|Action|Drama|History|War
Project Power,2020,0.51,0.6,0.55,102000,113.0,Drug Crime|Superhero|Action|Crime|Sci-Fi|Thriller
Suspiria,2018,0.64,0.67,0.66,102000,152.0,Folk Horror|Psychological Horror|Supernatural Horror|Witch Horror|Drama|Fantasy|Horror|Mystery|Thriller
Pig,2021,0.82,0.69,0.75,102000,92.0,Psychological Drama|Suspense Mystery|Drama|Mystery
Happy Gilmore 2,2025,0.52,0.61,0.56,102000,114.0,Farce|High-Concept Comedy|Quest|Raunchy Comedy|Slapstick|Comedy|Sport
Tetris,2023,0.61,0.74,0.68,102000,118.0,Docudrama|Political Thriller|Biography|Drama|History|Thriller
Minions: The Rise of Gru,2022,0.56,0.65,0.6,101000,87.0,Caper|Computer Animation|Slapstick|Adventure|Animation|Comedy|Crime|Family|Sci-Fi
How to Train Your Dragon,2025,0.61,0.78,0.7,101000,125.0,Sword & Sorcery|Teen Adventure|Teen Fantasy|Action|Adventure|Comedy|Drama|Family|Fantasy
Crawl,2019,0.6,0.61,0.6,101000,87.0,Disaster|Monster Horror|Action|Horror|Thriller
Plane,2023,0.62,0.65,0.64,100000,107.0,One-Person Army Action|Quest|Survival|Action|Adventure|Thriller
The Dead Dont Die,2019,0.53,0.54,0.54,100000,104.0,Dark Comedy|Satire|Zombie Horror|Comedy|Fantasy|Horror|Sci-Fi
News of the World,2020,0.73,0.68,0.7,100000,118.0,Quest|Action|Adventure|Drama|Western
Belfast,2021,0.75,0.72,0.74,99000,98.0,Coming-Of-Age|Period Drama|Political Drama|Biography|Drama
Mary Poppins Returns,2018,0.66,0.67,0.66,99000,130.0,Supernatural Fantasy|Adventure|Comedy|Family|Fantasy|Music|Musical
The Popes Exorcist,2023,0.45,0.61,0.53,99000,103.0,Supernatural Horror|Horror|Thriller
Ghostbusters: Frozen Empire,2024,0.46,0.61,0.54,99000,115.0,Supernatural Fantasy|Adventure|Comedy|Fantasy|Sci-Fi
The New Mutants,2020,0.43,0.53,0.48,99000,94.0,Psychological Horror|Superhero|Teen Horror|Action|Horror|Mystery|Sci-Fi
12 Strong,2018,0.54,0.65,0.6,99000,130.0,Docudrama|Action|Drama|History|War
Last Christmas,2019,0.5,0.65,0.57,99000,103.0,Holiday Comedy|Holiday Romance|Romantic Comedy|Comedy|Drama|Fantasy|Holiday|Romance
Sing 2,2021,0.49,0.73,0.61,98000,110.0,Animal Adventure|Computer Animation|Jukebox Musical|Adventure|Animation|Comedy|Family|Musical
Annabelle Comes Home,2019,0.53,0.59,0.56,98000,106.0,Supernatural Horror|Horror|Mystery|Thriller
Meg 2: The Trench,2023,0.4,0.5,0.45,98000,116.0,Kaiju|Action|Adventure|Horror|Sci-Fi|Thriller
Rebel Ridge,2024,0.76,0.68,0.72,97000,131.0,One-Person Army Action|Action|Crime|Drama|Thriller
Day Shift,2022,0.51,0.61,0.56,97000,113.0,One-Person Army Action|Vampire Horror|Action|Comedy|Fantasy|Horror|Thriller
Mandy,2018,0.83,0.65,0.74,97000,121.0,Dark Fantasy|Folk Horror|One-Person Army Action|Psychological Horror|Splatter Horror|Action|Fantasy|Horror
Flow,2024,0.87,0.79,0.83,97000,85.0,Animal Adventure|Computer Animation|Survival|Adventure|Animation|Family|Fantasy
Monkey Man,2024,0.7,0.68,0.69,96000,121.0,Action Epic|Martial Arts|One-Person Army Action|Action|Crime|Thriller
Argylle,2024,0.35,0.56,0.46,96000,139.0,Spy|Action|Comedy|Thriller
Judas and the Black Messiah,2021,0.84,0.74,0.79,96000,126.0,Docudrama|Period Drama|Political Drama|Biography|Crime|Drama|History
Hotel Transylvania 3: Summer Vacation,2018,0.54,0.63,0.58,96000,97.0,Computer Animation|Dark Comedy|Satire|Slapstick|Adventure|Animation|Comedy|Family|Fantasy
Army of Thieves,2021,0.49,0.64,0.56,96000,127.0,Caper|Action|Comedy|Crime|Thriller
Wolfs,2024,0.6,0.65,0.62,95000,108.0,Conspiracy Thriller|Gangster|Crime|Thriller
Emilia Pérez,2024,0.7,0.54,0.62,94000,132.0,Spanish|Pop Musical|Crime|Drama|Musical|Thriller
Five Feet Apart,2019,0.53,0.72,0.62,94000,116.0,Coming-Of-Age|Tragic Romance|Drama|Romance
Happy Death Day 2U,2019,0.57,0.62,0.6,93000,100.0,B-Horror|Dark Comedy|Raunchy Comedy|Slasher Horror|Teen Comedy|Teen Horror|Time Travel|Comedy|Horror|Mystery
It Ends with Us,2024,0.53,0.63,0.58,93000,130.0,Drama|Romance
Saw X,2023,0.6,0.66,0.63,93000,118.0,Body Horror|Splatter Horror|Horror|Mystery|Thriller
Shoplifters,2018,0.93,0.79,0.86,93000,121.0,Japanese|Caper|Psychological Drama|Crime|Drama|Thriller
Demon Slayer: Kimetsu no Yaiba - The Movie: Mugen Train,2020,0.72,0.82,0.77,93000,117.0,Japanese|Adult Animation|Anime|Dark Fantasy|Hand-Drawn Animation|Shōnen|Superhero|Supernatural Fantasy|Sword & Sorcery|Action
Sorry to Bother You,2018,0.78,0.69,0.74,93000,112.0,Dark Comedy|Satire|Workplace Drama|Comedy|Drama|Fantasy|Sci-Fi
A Beautiful Day in the Neighborhood,2019,0.8,0.72,0.76,93000,109.0,Docudrama|Biography|Drama|Family
The Midnight Sky,2020,0.58,0.57,0.57,93000,118.0,Dystopian Sci-Fi|Space Sci-Fi|Adventure|Drama|Sci-Fi|Thriller
Perfect Days,2023,0.8,0.79,0.8,92000,124.0,Japanese|Psychological Drama|Drama
Mile 22,2018,0.38,0.61,0.5,92000,94.0,Spy|Action|Crime|Thriller
Fighting with My Family,2019,0.68,0.7,0.69,92000,108.0,Docudrama|Biography|Comedy|Drama|Sport
Blockers,2018,0.69,0.62,0.66,91000,102.0,Raunchy Comedy|Satire|Teen Comedy|Comedy|Drama
Scary Stories to Tell in the Dark,2019,0.61,0.62,0.62,91000,108.0,Body Horror|Folk Horror|Teen Horror|Adventure|Horror|Mystery
The Christmas Chronicles,2018,0.52,0.7,0.61,90000,104.0,Holiday Comedy|Holiday Family|Adventure|Comedy|Family|Fantasy|Holiday
Bloodshot,2020,0.44,0.57,0.5,90000,109.0,Superhero|Action|Adventure|Sci-Fi
Dream Scenario,2023,0.74,0.68,0.71,90000,102.0,Dark Comedy|High-Concept Comedy|Psychological Horror|Comedy|Drama|Fantasy|Horror
Christopher Robin,2018,0.6,0.72,0.66,89000,104.0,Coming-Of-Age|Period Drama|Adventure|Comedy|Drama|Family|Fantasy|Musical
Fresh,2022,0.67,0.67,0.67,89000,114.0,Dark Comedy|Psychological Horror|Psychological Thriller|Romantic Comedy|Comedy|Horror|Romance|Thriller
Johnny English Strikes Again,2018,0.39,0.62,0.5,89000,89.0,Parody|Slapstick|Action|Adventure|Comedy
The Woman in the Window,2021,0.41,0.57,0.49,88000,100.0,Psychological Drama|Psychological Thriller|Suspense Mystery|Crime|Drama|Mystery|Thriller
Good Boys,2019,0.78,0.67,0.73,88000,90.0,Coming-Of-Age|Raunchy Comedy|Teen Adventure|Teen Comedy|Adventure|Comedy
Warfare,2025,0.65,0.72,0.68,88000,95.0,Action Epic|Docudrama|Epic|Period Drama|War Epic|Action|Drama|War
The Good Nurse,2022,0.6,0.68,0.64,88000,121.0,True Crime|Biography|Crime|Drama|Mystery|Thriller
The Dig,2021,0.73,0.71,0.72,88000,112.0,Period Drama|Biography|Drama|History
Climax,2018,0.69,0.69,0.69,88000,97.0,French|Psychological Drama|Psychological Horror|Tragedy|Drama|Horror|Music|Thriller
Fear Street: Part Two - 1978,2021,0.61,0.67,0.64,87000,109.0,Slasher Horror|Supernatural Horror|Suspense Mystery|Teen Horror|Drama|Horror|Mystery
Boss Level,2020,0.56,0.68,0.62,87000,100.0,Dark Comedy|One-Person Army Action|Time Travel|Action|Adventure|Comedy|Mystery|Sci-Fi|Thriller
Dumbo,2019,0.51,0.62,0.56,87000,112.0,Animal Adventure|Adventure|Family|Fantasy
Bodies Bodies Bodies,2022,0.69,0.62,0.66,86000,94.0,Dark Comedy|Teen Horror|Whodunnit|Comedy|Horror|Mystery|Thriller
Vivarium,2019,0.64,0.59,0.62,86000,97.0,Suspense Mystery|Horror|Mystery|Sci-Fi
Mank,2020,0.79,0.68,0.74,86000,131.0,Docudrama|Period Drama|Showbiz Drama|Biography|Drama
Outlaw King,2018,0.59,0.69,0.64,86000,121.0,Historical Epic|Period Drama|War Epic|Action|Biography|Drama|History|War
The Spy Who Dumped Me,2018,0.52,0.61,0.56,86000,117.0,Buddy Cop|Globetrotting Adventure|High-Concept Comedy|Spy|Action|Adventure|Comedy
Eighth Grade,2018,0.85,0.73,0.79,86000,93.0,Coming-Of-Age|Comedy|Drama
Mid90s,2018,0.66,0.74,0.7,86000,85.0,Coming-Of-Age|Comedy|Drama
Holidate,2020,0.44,0.62,0.53,85000,104.0,Holiday Comedy|Holiday Romance|Romantic Comedy|Comedy|Holiday|Romance
Space Jam: A New Legacy,2021,0.36,0.45,0.4,85000,115.0,Basketball|Computer Animation|Hand-Drawn Animation|High-Concept Comedy|Slapstick|Space Sci-Fi|Adventure|Animation|Comedy|Family
Robin Hood,2018,0.32,0.54,0.43,85000,116.0,One-Person Army Action|Action|Adventure|Drama|Thriller
Unhinged,2020,0.4,0.6,0.5,85000,90.0,Car Action|Psychological Thriller|Action|Thriller
Beverly Hills Cop: Axel F,2024,0.53,0.64,0.58,85000,118.0,Buddy Comedy|Dark Comedy|Action|Comedy|Crime|Thriller
The Wonderful Story of Henry Sugar,2023,0.85,0.74,0.8,84000,40.0,Quirky Comedy|Adventure|Comedy|Drama|Short
Charlies Angels,2019,0.52,0.5,0.51,84000,118.0,Globetrotting Adventure|Martial Arts|Action|Adventure|Comedy
Burning,2018,0.91,0.74,0.82,84000,148.0,Korean|Psychological Thriller|Drama|Mystery|Thriller
Free Solo,2018,0.83,0.81,0.82,83000,100.0,Extreme Sport|Mountain Adventure|Sports Documentary|Adventure|Documentary|Sport
Cold Pursuit,2019,0.57,0.62,0.6,83000,119.0,Dark Comedy|Drug Crime|Action|Comedy|Crime|Drama|Thriller
The Outfit,2022,0.69,0.72,0.7,83000,105.0,Gangster|Period Drama|Crime|Drama|Mystery|Thriller
The Lego Movie 2: The Second Part,2019,0.65,0.65,0.65,83000,107.0,Action Epic|Adventure Epic|Alien Invasion|Computer Animation|Dystopian Sci-Fi|Epic|Fantasy Epic|Quirky Comedy|Sci-Fi Epic|Space Sci-Fi
The Amateur,2025,0.75,0.65,0.7,82000,122.0,Spy|Action|Thriller
Bring Her Back,2025,0.52,0.72,0.62,82000,104.0,Body Horror|Psychological Horror|Supernatural Horror|Horror|Mystery
Just Mercy,2019,0.68,0.76,0.72,82000,137.0,Legal Drama|True Crime|Biography|Crime|Drama
Candyman,2021,0.72,0.59,0.66,81000,91.0,Body Horror|Psychological Horror|Psychological Thriller|Slasher Horror|Supernatural Horror|Horror|Thriller
The Woman King,2022,0.76,0.69,0.72,81000,135.0,Action Epic|Epic|Historical Epic|Action|Drama|History
Fifty Shades Freed,2018,0.53,0.46,0.5,81000,105.0,Steamy Romance|Drama|Mystery|Romance|Thriller
Sooryavanshi,2021,0.31,0.58,0.44,81000,145.0,Hindi|Cop Drama|Action|Crime|Drama|Thriller
The King of Staten Island,2020,0.67,0.71,0.69,81000,136.0,Coming-Of-Age|Dark Comedy|Stoner Comedy|Tragedy|Comedy|Drama
Spencer,2021,0.76,0.65,0.7,81000,117.0,Docudrama|Psychological Drama|Biography|Drama
Attack on Titan,2013,0.62,0.89,0.76,81000,85.0,Japanese|Action Epic|Adult Animation|Anime|Body Horror|Dark Fantasy|Folk Horror|Hand-Drawn Animation|Monster Horror|Shōnen
Death Wish,2018,0.31,0.63,0.47,81000,107.0,One-Person Army Action|Action|Crime|Drama|Thriller
Halloween Ends,2022,0.47,0.5,0.48,80000,111.0,Dark Romance|Slasher Horror|Drama|Horror|Mystery|Romance|Thriller
Murder Mystery 2,2023,0.44,0.57,0.5,80000,90.0,Buddy Comedy|Bumbling Detective|Cozy Mystery|Slapstick|Action|Adventure|Comedy|Crime|Mystery|Romance
The Courier,2020,0.65,0.72,0.68,80000,112.0,Spy|Drama|History|Mystery|Thriller
The Lost Daughter,2021,0.86,0.67,0.76,80000,121.0,Psychological Drama|Drama
Coming 2 America,2021,0.52,0.53,0.52,80000,110.0,Satire|Comedy|Music
Freaky,2020,0.67,0.63,0.65,80000,102.0,Body Swap Comedy|Dark Comedy|Slasher Horror|Supernatural Horror|Teen Comedy|Teen Horror|Comedy|Horror|Thriller
Ticket to Paradise,2022,0.5,0.61,0.55,80000,104.0,Romantic Comedy|Satire|Comedy|Drama|Romance
Dont Breathe 2,2021,0.46,0.6,0.53,79000,98.0,One-Person Army Action|Action|Crime|Horror|Thriller
21 Bridges,2019,0.51,0.67,0.59,79000,99.0,Conspiracy Thriller|Cop Drama|One-Person Army Action|Action|Adventure|Crime|Drama|Mystery|Thriller
MaXXXine,2024,0.64,0.62,0.63,79000,103.0,Serial Killer|Slasher Horror|Crime|Horror
Hunter Killer,2018,0.43,0.66,0.55,79000,121.0,Action|Thriller
DC League of Super-Pets,2022,0.56,0.68,0.62,79000,105.0,Computer Animation|Superhero|Action|Adventure|Animation|Comedy|Crime|Family|Fantasy|Sci-Fi
The Idea of You,2024,0.67,0.63,0.65,79000,115.0,Feel-Good Romance|Romantic Comedy|Comedy|Drama|Romance
Terrifier 2,2022,0.59,0.6,0.6,78000,138.0,Body Horror|Slasher Horror|Splatter Horror|Supernatural Horror|Teen Horror|Horror
Insidious: The Last Key,2018,0.49,0.57,0.53,78000,103.0,Supernatural Horror|Horror|Mystery|Thriller
The Electric State,2025,0.3,0.59,0.44,77000,125.0,Action Epic|Adventure Epic|Artificial Intelligence|Dystopian Sci-Fi|Epic|Quest|Sci-Fi Epic|Urban Adventure|Action|Adventure
Salaar,2023,0.5,0.66,0.58,77000,175.0,Telugu|Action Epic|Epic|One-Person Army Action|Action|Crime|Drama|Thriller
Hotel Mumbai,2018,0.62,0.76,0.69,77000,123.0,Hindi|Action|Drama|History|Thriller
Mufasa: The Lion King,2024,0.56,0.66,0.61,77000,118.0,Animal Adventure|Computer Animation|Adventure|Animation|Drama|Family|Musical
No One Will Save You,2023,0.6,0.62,0.61,77000,93.0,Alien Invasion|Psychological Thriller|Horror|Mystery|Sci-Fi|Thriller
Ghosted,2023,0.34,0.58,0.46,77000,116.0,Romantic Comedy|Action|Adventure|Comedy|Romance
Dolittle,2020,0.26,0.56,0.41,77000,101.0,Animal Adventure|Quest|Adventure|Comedy|Family|Fantasy
The First Purge,2018,0.54,0.52,0.53,77000,97.0,Dystopian Sci-Fi|Psychological Thriller|Action|Horror|Sci-Fi|Thriller
The Nun II,2023,0.47,0.56,0.52,76000,110.0,Supernatural Horror|Horror|Mystery|Thriller
Thanksgiving,2023,0.63,0.62,0.62,76000,106.0,Slasher Horror|Teen Horror|Whodunnit|Comedy|Horror|Mystery|Thriller
Thirteen Lives,2022,0.66,0.78,0.72,76000,147.0,Disaster|Docudrama|Survival|Biography|Drama|Thriller
Isnt It Romantic,2019,0.6,0.59,0.6,76000,89.0,Romantic Comedy|Satire|Comedy|Fantasy|Musical|Romance
The Secret Life of Pets 2,2019,0.55,0.64,0.6,76000,86.0,Animal Adventure|Computer Animation|Adventure|Animation|Comedy|Family
Teenage Mutant Ninja Turtles: Mutant Mayhem,2023,0.65,0.72,0.68,76000,99.0,Computer Animation|Hand-Drawn Animation|Superhero|Teen Adventure|Teen Comedy|Urban Adventure|Action|Adventure|Animation|Comedy
Men,2022,0.74,0.6,0.67,76000,100.0,Folk Horror|Drama|Fantasy|Horror|Thriller
The Harder They Fall,2021,0.68,0.66,0.67,76000,139.0,Classical Western|Western Epic|Action|Drama|Western
Guns Akimbo,2019,0.42,0.63,0.52,76000,98.0,Dark Comedy|Action|Comedy|Crime|Thriller
Beau Is Afraid,2023,0.63,0.66,0.64,75000,179.0,Dark Comedy|Psychological Drama|Quest|Tragedy|Comedy|Drama
Kate,2021,0.47,0.63,0.55,75000,106.0,Dark Comedy|Gun Fu|One-Person Army Action|Urban Adventure|Action|Adventure|Crime|Drama|Thriller
The Night House,2020,0.68,0.64,0.66,75000,107.0,Psychological Horror|Supernatural Horror|Suspense Mystery|Horror|Mystery|Thriller
Spiral,2021,0.4,0.52,0.46,75000,93.0,Dark Comedy|Psychological Horror|Psychological Thriller|Splatter Horror|Whodunnit|Horror|Mystery|Thriller
All of Us Strangers,2023,0.9,0.76,0.83,75000,105.0,Psychological Drama|Tragic Romance|Drama|Romance
The Farewell,2019,0.89,0.75,0.82,75000,100.0,Mandarin|Coming-Of-Age|Quirky Comedy|Comedy|Drama
Peppermint,2018,0.29,0.65,0.47,75000,101.0,One-Person Army Action|Psychological Drama|Psychological Thriller|Action|Thriller
The Bad Guys,2022,0.64,0.69,0.66,75000,100.0,Animal Adventure|Caper|Computer Animation|Heist|Slapstick|Adventure|Animation|Comedy|Crime|Family
The Sisters Brothers,2018,0.78,0.69,0.74,74000,122.0,Period Drama|Drama|Western
Kung Fu Panda 4,2024,0.54,0.63,0.58,74000,94.0,Animal Adventure|Buddy Comedy|Computer Animation|Martial Arts|Slapstick|Wuxia|Action|Adventure|Animation|Comedy
Drive My Car,2021,0.91,0.75,0.83,74000,179.0,Japanese|Psychological Drama|Drama
After,2019,0.3,0.53,0.42,74000,105.0,Steamy Romance|Teen Drama|Teen Romance|Drama|Romance
I See You,2019,0.65,0.68,0.66,73000,98.0,Psychological Horror|Psychological Thriller|Suspense Mystery|Horror|Mystery|Thriller
Kraven the Hunter,2024,0.58,0.55,0.56,73000,127.0,One-Person Army Action|Superhero|Action|Adventure|Thriller
Novocaine,2025,0.35,0.65,0.5,73000,110.0,Dark Comedy|Heist|One-Person Army Action|Superhero|Action|Comedy|Crime|Thriller
Monster Hunter,2020,0.47,0.52,0.5,73000,103.0,Dark Fantasy|Action|Adventure|Fantasy
The Bikeriders,2023,0.7,0.66,0.68,73000,116.0,Gangster|Period Drama|Crime|Drama
Fear Street: Part Three - 1666,2021,0.68,0.66,0.67,73000,114.0,Folk Horror|Slasher Horror|Supernatural Horror|Teen Horror|Witch Horror|Horror|Mystery
Set It Up,2018,0.62,0.65,0.64,73000,105.0,Romantic Comedy|Comedy|Romance
Babygirl,2024,0.79,0.58,0.68,73000,114.0,Erotic Thriller|Workplace Drama|Drama|Romance|Thriller
Riders of Justice,2020,0.85,0.75,0.8,73000,116.0,Danish|Dark Comedy|One-Person Army Action|Action|Comedy|Drama|Thriller
Black Bag,2025,0.81,0.67,0.74,73000,93.0,Psychological Thriller|Spy|Drama|Mystery|Romance|Thriller
Despicable Me 4,2024,0.52,0.62,0.57,72000,94.0,Computer Animation|Dark Comedy|Parody|Satire|Slapstick|Urban Adventure|Adventure|Animation|Comedy|Crime
Truth or Dare,2018,0.35,0.52,0.44,72000,100.0,Slasher Horror|Teen Horror|Horror|Mystery|Thriller
Kalki 2898 AD,2024,0.65,0.7,0.68,72000,180.0,Telugu|Action Epic|Adventure Epic|Desert Adventure|Dystopian Sci-Fi|Epic|Sci-Fi Epic|Action|Adventure|Drama
See How They Run,2022,0.6,0.65,0.62,72000,98.0,Bumbling Detective|Cozy Mystery|Whodunnit|Comedy|Crime|Mystery
In the Tall Grass,2019,0.46,0.55,0.5,71000,101.0,Folk Horror|Horror|Mystery|Sci-Fi|Thriller
Spiderhead,2022,0.54,0.55,0.55,71000,106.0,Cyber Thriller|Psychological Thriller|Action|Crime|Drama|Sci-Fi|Thriller
Infinity Pool,2023,0.72,0.6,0.66,71000,117.0,Body Horror|Psychological Drama|Psychological Horror|Crime|Horror|Mystery|Sci-Fi|Thriller
May December,2023,0.86,0.67,0.76,71000,117.0,Dark Comedy|Psychological Drama|Drama
Luther: The Fallen Sun,2023,0.53,0.64,0.58,71000,129.0,Psychological Thriller|Action|Crime|Drama|Mystery|Thriller
Alpha,2018,0.63,0.66,0.64,71000,96.0,Coming-Of-Age|Quest|Adventure|Drama
Three Thousand Years of Longing,2022,0.6,0.67,0.64,71000,108.0,Fairy Tale|Fantasy Epic|Supernatural Fantasy|Drama|Fantasy|Romance
The Hustle,2019,0.35,0.55,0.45,70000,93.0,Buddy Comedy|Caper|Comedy|Crime
The Mauritanian,2021,0.53,0.75,0.64,70000,129.0,Conspiracy Thriller|Legal Drama|Legal Thriller|Biography|Drama|Thriller
Reminiscence,2021,0.46,0.59,0.52,70000,116.0,Cyber Thriller|Psychological Thriller|Mystery|Romance|Sci-Fi|Thriller
Resident Evil: Welcome to Raccoon City,2021,0.44,0.52,0.48,70000,107.0,Monster Horror|Supernatural Horror|Zombie Horror|Action|Horror|Sci-Fi
Missing,2023,0.66,0.71,0.68,70000,111.0,Psychological Thriller|Whodunnit|Drama|Mystery|Thriller
Woman of the Hour,2023,0.74,0.66,0.7,70000,95.0,Period Drama|Serial Killer|True Crime|Crime|Drama|Mystery
Ma,2019,0.53,0.56,0.55,69000,99.0,Psychological Horror|Psychological Thriller|Teen Horror|Horror|Mystery|Thriller
Leave No Trace,2018,0.88,0.71,0.8,69000,109.0,Coming-Of-Age|Jungle Adventure|Adventure|Drama
My Octopus Teacher,2020,0.82,0.81,0.82,69000,85.0,Nature Documentary|Documentary|Drama
Emma.,2020,0.71,0.67,0.69,69000,124.0,Coming-Of-Age|Costume Drama|Feel-Good Romance|Period Drama|Romantic Comedy|Comedy|Drama|Romance
Without Remorse,2021,0.41,0.58,0.5,69000,109.0,Conspiracy Thriller|One-Person Army Action|Action|Drama|Thriller|War
Bones and All,2022,0.74,0.68,0.71,69000,131.0,Coming-Of-Age|Road Trip|Tragic Romance|Drama|Horror|Romance
Downton Abbey,2019,0.64,0.74,0.69,69000,122.0,Costume Drama|Feel-Good Romance|Period Drama|Drama|Romance
Infinite,2021,0.28,0.55,0.42,69000,106.0,Action|Sci-Fi|Thriller
The First Omen,2024,0.65,0.65,0.65,68000,119.0,Body Horror|Folk Horror|Supernatural Horror|Horror
Mowgli: Legend of the Jungle,2018,0.51,0.65,0.58,68000,104.0,Jungle Adventure|Adventure|Drama|Fantasy
The White Tiger,2021,0.76,0.71,0.74,68000,125.0,Hindi|Crime|Drama
Velvet Buzzsaw,2019,0.61,0.57,0.59,68000,113.0,Supernatural Horror|Horror|Mystery|Thriller
Maestro,2023,0.77,0.65,0.71,68000,129.0,Docudrama|Period Drama|Biography|Drama|History|Music|Romance
The Guilty,2018,0.83,0.75,0.79,68000,85.0,Danish|Cop Drama|Crime|Drama|Thriller
Texas Chainsaw Massacre,2022,0.34,0.47,0.4,68000,81.0,Serial Killer|Slasher Horror|Crime|Horror|Thriller
Deep Water,2022,0.53,0.55,0.54,68000,115.0,Erotic Thriller|Psychological Drama|Psychological Thriller|Crime|Drama|Mystery|Romance|Thriller
Purple Hearts,2022,0.3,0.67,0.48,67000,122.0,Feel-Good Romance|Drama|Music|Romance
The Many Saints of Newark,2021,0.6,0.63,0.62,67000,120.0,Crime|Drama
A Working Man,2025,0.52,0.57,0.54,67000,116.0,Conspiracy Thriller|One-Person Army Action|Action|Thriller
Dolemite Is My Name,2019,0.76,0.72,0.74,67000,118.0,Docudrama|Period Drama|Showbiz Drama|Biography|Comedy|Drama
Heart of Stone,2023,0.44,0.57,0.5,67000,122.0,Spy|Action|Crime|Thriller
Ava,2020,0.39,0.55,0.47,67000,96.0,One-Person Army Action|Spy|Action|Crime|Drama|Thriller
Escape Room: Tournament of Champions,2021,0.48,0.57,0.52,66000,88.0,B-Action|B-Horror|Psychological Horror|Psychological Thriller|Suspense Mystery|Whodunnit|Action|Adventure|Horror|Mystery
Love Hard,2021,0.42,0.63,0.52,66000,104.0,Holiday Comedy|Holiday Romance|Romantic Comedy|Comedy|Holiday|Romance
Weathering with You,2019,0.72,0.75,0.74,66000,112.0,Japanese|Adult Animation|Anime|Hand-Drawn Animation|Shōjo|Teen Romance|Animation|Drama|Fantasy|Romance
Pain and Glory,2019,0.87,0.75,0.81,66000,113.0,Spanish|Drama
You People,2023,0.5,0.55,0.52,66000,117.0,Dark Comedy|Comedy|Romance
Totally Killer,2023,0.62,0.65,0.64,66000,106.0,Slasher Horror|Teen Horror|Time Travel|Comedy|Horror|Mystery|Sci-Fi
Always Be My Maybe,2019,0.64,0.67,0.66,66000,101.0,Romantic Comedy|Comedy|Romance
In the Shadow of the Moon,2019,0.48,0.62,0.55,66000,115.0,Cyber Thriller|Time Travel|Action|Crime|Mystery|Sci-Fi|Thriller
Tully,2018,0.53,0.69,0.61,65000,95.0,Coming-Of-Age|Quirky Comedy|Comedy|Drama|Mystery
Hubie Halloween,2020,0.75,0.53,0.64,65000,103.0,Dark Comedy|Quirky Comedy|Satire|Comedy|Horror|Mystery
Motherless Brooklyn,2019,0.6,0.68,0.64,65000,144.0,Cop Drama|Period Drama|Crime|Drama|Mystery
Emily the Criminal,2022,0.75,0.67,0.71,65000,97.0,Heist|Psychological Drama|Psychological Thriller|Workplace Drama|Crime|Drama|Mystery|Thriller
Adrift,2018,0.56,0.66,0.61,65000,96.0,Disaster|Sea Adventure|Survival|Action|Adventure|Biography|Drama|Romance|Thriller
The Man from Toronto,2022,0.34,0.58,0.46,65000,110.0,Buddy Comedy|Dark Comedy|Action|Adventure|Comedy|Thriller
The Apprentice,2024,0.64,0.71,0.68,65000,122.0,Docudrama|Period Drama|Biography|Drama|History
Ferrari,2023,0.73,0.64,0.68,65000,130.0,Docudrama|Motorsport|Biography|Drama|History|Sport
Decision to Leave,2022,0.85,0.73,0.79,65000,139.0,Korean|Whodunnit|Crime|Drama|Mystery|Romance|Thriller
Cold War,2018,0.9,0.75,0.82,65000,89.0,Drama|Music|Romance
Apostle,2018,0.62,0.63,0.62,64000,130.0,Body Horror|Dark Fantasy|Folk Horror|Psychological Drama|Psychological Horror|Psychological Thriller|Drama|Fantasy|Horror|Mystery
Titane,2021,0.75,0.65,0.7,64000,108.0,French|Body Horror|Psychological Horror|Psychological Thriller|Supernatural Horror|Drama|Horror|Sci-Fi|Thriller
BlackBerry,2023,0.78,0.73,0.76,64000,120.0,Docudrama|Period Drama|Workplace Drama|Biography|Comedy|Drama|History|Financial Drama
The Curse of La Llorona,2019,0.41,0.53,0.47,64000,93.0,Folk Horror|Horror|Mystery|Thriller
The Sea Beast,2022,0.74,0.7,0.72,64000,115.0,Adventure Epic|Computer Animation|Sea Adventure|Swashbuckler|Action|Adventure|Animation|Comedy|Family|Fantasy
