Movie_Name,Release_Year,Metascore,User_Score,Average,User_Ratings,Duration_Minutes,Genre
Nomadland,2020,0.87,0.73,0.8,196000,107.0,Road Trip|Tragedy|Drama
Last Night in Soho,2021,0.65,0.7,0.68,195000,116.0,Giallo|Psychological Horror|Supernatural Horror|Teen Horror|Drama|Horror|Mystery|Thriller
Bad Boys for Life,2020,0.59,0.65,0.62,193000,124.0,Buddy Comedy|Buddy Cop|Cop Drama|Dark Comedy|Psychological Drama|Tragedy|Action|Comedy|Crime|Thriller
Pokémon: Detective Pikachu,2019,0.53,0.65,0.59,193000,104.0,Buddy Comedy|Adventure|Comedy|Family|Mystery|Sci-Fi
The Kings Man,2021,0.44,0.63,0.54,191000,131.0,Spy|Action|Adventure|Thriller
The Creator,2023,0.63,0.67,0.65,191000,133.0,Action Epic|Adventure Epic|Artificial Intelligence|Cyberpunk|Dystopian Sci-Fi|Epic|Sci-Fi Epic|Action|Adventure|Drama
The Nun,2018,0.46,0.54,0.5,189000,96.0,Supernatural Horror|Horror|Mystery|Thriller
Searching,2018,0.71,0.76,0.74,189000,102.0,Psychological Thriller|Suspense Mystery|Drama|Mystery|Thriller
Air,2023,0.73,0.74,0.74,188000,111.0,Basketball|Docudrama|Period Drama|Drama|Sport
Fantastic Beasts: The Secrets of Dumbledore,2022,0.47,0.62,0.54,187000,142.0,Dark Fantasy|Quest|Supernatural Fantasy|Sword & Sorcery|Adventure|Fantasy
A Simple Favor,2018,0.67,0.67,0.67,187000,117.0,Dark Comedy|Psychological Thriller|Comedy|Crime|Mystery|Thriller
Sonic the Hedgehog,2020,0.47,0.65,0.56,186000,99.0,Animal Adventure|Buddy Comedy|Road Trip|Slapstick|Superhero|Supernatural Fantasy|Action|Adventure|Comedy|Family
Wicked,2024,0.73,0.74,0.74,186000,160.0,Fairy Tale|Pop Musical|Fantasy|Musical|Romance
Weapons,2025,0.81,0.75,0.78,185000,128.0,Dark Comedy|Psychological Horror|Supernatural Horror|Witch Horror|Horror|Mystery
Twisters,2024,0.65,0.65,0.65,185000,122.0,Disaster|Action|Adventure|Thriller
Murder Mystery,2019,0.38,0.61,0.5,185000,97.0,Bumbling Detective|Cozy Mystery|Whodunnit|Crime|Mystery|Romance
Sicario: Day of the Soldado,2018,0.61,0.71,0.66,184000,122.0,Contemporary Western|Cop Drama|Drug Crime|Action|Crime|Drama|Mystery|Thriller
Raya and the Last Dragon,2021,0.74,0.73,0.74,184000,107.0,Action Epic|Adventure Epic|Computer Animation|Epic|Fantasy Epic|Quest|Swashbuckler|Action|Adventure|Animation
Anatomy of a Fall,2023,0.86,0.76,0.81,183000,151.0,French|Legal Drama|Legal Thriller|Psychological Drama|Psychological Thriller|Crime|Drama|Mystery|Thriller
Maze Runner: The Death Cure,2018,0.5,0.63,0.56,183000,143.0,Dystopian Sci-Fi|Survival|Teen Adventure|Action|Adventure|Sci-Fi|Thriller
Wonka,2023,0.66,0.69,0.68,183000,116.0,Supernatural Fantasy|Adventure|Comedy|Family|Fantasy|Musical
CODA,2021,0.72,0.8,0.76,183000,111.0,Coming-Of-Age|Comedy|Drama|Music
RRR,2022,0.83,0.78,0.8,182000,187.0,Telugu|Action Epic|Adventure Epic|Epic|Period Drama|Action|Adventure|Drama
Onward,2020,0.61,0.74,0.68,182000,102.0,Adventure Epic|Buddy Comedy|Computer Animation|Epic|Fantasy Epic|Quest|Supernatural Fantasy|Sword & Sorcery|Adventure|Animation
Halloween,2018,0.67,0.65,0.66,182000,106.0,Serial Killer|Slasher Horror|Teen Horror|Crime|Drama|Horror|Thriller
Carry-On,2024,0.69,0.65,0.67,181000,119.0,Conspiracy Thriller|One-Person Army Action|Action|Crime|Holiday|Thriller
Yesterday,2019,0.55,0.68,0.62,181000,116.0,Feel-Good Romance|High-Concept Comedy|Romantic Comedy|Comedy|Fantasy|Music|Romance
Laal Singh Chaddha,2022,0.46,0.56,0.51,181000,159.0,Hindi|Epic|Comedy|Drama|Romance
Old,2021,0.55,0.58,0.56,180000,108.0,Conspiracy Thriller|Psychological Drama|Psychological Thriller|Survival|Suspense Mystery|Drama|Mystery|Thriller
The Ballad of Buster Scruggs,2018,0.79,0.72,0.76,180000,133.0,Dark Comedy|Comedy|Drama|Musical|Mystery|Western
Napoleon,2023,0.64,0.63,0.64,179000,158.0,Action Epic|Costume Drama|Docudrama|Epic|Historical Epic|Period Drama|War Epic|Action|Adventure|Biography
Scream,2022,0.6,0.63,0.62,179000,114.0,Slasher Horror|Suspense Mystery|Whodunnit|Horror|Mystery|Thriller
Godzilla Minus One,2023,0.81,0.77,0.79,179000,124.0,Japanese|Action Epic|Adventure Epic|Dinosaur Adventure|Epic|Kaiju|Monster Horror|Period Drama|Sci-Fi Epic|Tragedy
Nightmare Alley,2021,0.7,0.7,0.7,178000,150.0,Psychological Thriller|Crime|Drama|Thriller
Road House,2024,0.57,0.62,0.6,176000,121.0,Action Epic|Action|Drama|Thriller
Roma,2018,0.96,0.76,0.86,176000,135.0,Spanish|Period Drama|Psychological Drama|Drama
Bad Times at the El Royale,2018,0.6,0.71,0.66,176000,141.0,Suspense Mystery|Whodunnit|Crime|Drama|Mystery|Thriller
F9: The Fast Saga,2021,0.58,0.52,0.55,175000,143.0,Action Epic|Car Action|Action|Crime|Thriller
The Little Mermaid,2023,0.59,0.72,0.66,175000,135.0,Fairy Tale|Feel-Good Romance|Sea Adventure|Teen Romance|Adventure|Family|Fantasy|Musical|Romance
M3GAN,2022,0.72,0.63,0.68,175000,102.0,Artificial Intelligence|Cyber Thriller|Dark Comedy|Horror|Sci-Fi|Thriller
The Unbearable Weight of Massive Talent,2022,0.68,0.7,0.69,174000,107.0,Buddy Comedy|Satire|Showbiz Drama|Spy|Action|Comedy|Crime|Thriller
Joker: Folie à Deux,2024,0.67,0.52,0.6,173000,138.0,Jukebox Musical|Prison Drama|Psychological Drama|Psychological Thriller|Drama|Musical|Thriller
The Lost City,2022,0.45,0.61,0.53,173000,112.0,Jungle Adventure|Romantic Comedy|Action|Adventure|Comedy|Romance
Mission: Impossible - The Final Reckoning,2025,0.6,0.72,0.66,173000,169.0,Action Epic|Adventure Epic|Spy|Action|Adventure|Thriller
How to Train Your Dragon: The Hidden World,2019,0.71,0.74,0.72,172000,104.0,Computer Animation|Teen Fantasy|Action|Adventure|Animation|Comedy|Drama|Family|Fantasy
Vice,2018,0.65,0.72,0.68,172000,132.0,Dark Comedy|Docudrama|Period Drama|Political Drama|Satire|Biography|Comedy|Drama|History
The Fantastic Four: First Steps,2025,0.61,0.7,0.66,171000,114.0,Space Sci-Fi|Superhero|Action|Adventure|Sci-Fi
House of Gucci,2021,0.59,0.66,0.62,171000,158.0,Docudrama|Legal Drama|Psychological Drama|Tragedy|True Crime|Biography|Crime|Drama
Dont Worry Darling,2022,0.48,0.63,0.55,171000,123.0,Psychological Thriller|Drama|Mystery|Thriller
The Hunger Games: The Ballad of Songbirds & Snakes,2023,0.54,0.66,0.6,171000,157.0,Dystopian Sci-Fi|Teen Adventure|Action|Adventure|Drama|Sci-Fi|Thriller|War
The Beekeeper,2024,0.53,0.63,0.58,170000,105.0,Conspiracy Thriller|One-Person Army Action|Political Thriller|Action|Crime|Thriller
The King,2019,0.62,0.73,0.68,170000,140.0,Historical Epic|Period Drama|War Epic|Biography|Drama|History|War
Turning Red,2022,0.83,0.69,0.76,169000,100.0,Coming-Of-Age|Computer Animation|Teen Comedy|Teen Drama|Adventure|Animation|Comedy|Drama|Family|Fantasy
The Guilty,2021,0.63,0.63,0.63,168000,90.0,Police Procedural|Psychological Drama|Crime|Drama|Thriller
Extraction II,2023,0.57,0.7,0.64,168000,122.0,Gun Fu|One-Person Army Action|Action|Crime|Thriller
Morbius,2022,0.35,0.51,0.43,168000,104.0,One-Person Army Action|Psychological Thriller|Superhero|Urban Adventure|Vampire Horror|Action|Adventure|Horror|Sci-Fi|Thriller
Captain America: Brave New World,2025,0.42,0.56,0.49,167000,118.0,Action Epic|Adventure Epic|Epic|Sci-Fi Epic|Superhero|Action|Adventure|Sci-Fi
Society of the Snow,2023,0.72,0.78,0.75,167000,144.0,Spanish|Docudrama|Mountain Adventure|Survival|Adventure|Biography|Drama|History|Thriller
Challengers,2024,0.82,0.7,0.76,166000,131.0,Psychological Drama|Steamy Romance|Comedy|Drama|Romance|Sport
Creed II,2018,0.66,0.71,0.68,166000,130.0,Boxing|Action|Drama|Sport
Mulan,2020,0.66,0.58,0.62,166000,115.0,Adventure Epic|Fantasy Epic|Martial Arts|Action|Adventure|Drama|Fantasy
The Mule,2018,0.58,0.7,0.64,165000,116.0,Contemporary Western|Drug Crime|True Crime|Crime|Drama|Thriller
The Devil All the Time,2020,0.55,0.71,0.63,165000,138.0,Psychological Thriller|Crime|Drama|Thriller
Pathaan,2023,0.47,0.58,0.52,164000,146.0,Hindi|Action Epic|Globetrotting Adventure|Spy|Action|Adventure|Thriller
Sound of Metal,2019,0.82,0.77,0.8,164000,120.0,Psychological Drama|Tragedy|Drama|Music
Beetlejuice Beetlejuice,2024,0.62,0.66,0.64,163000,105.0,Body Horror|Dark Comedy|Dark Fantasy|Slapstick|Supernatural Fantasy|Supernatural Horror|Comedy|Fantasy|Horror
A Quiet Place: Day One,2024,0.68,0.63,0.66,163000,99.0,Alien Invasion|Monster Horror|Drama|Horror|Sci-Fi|Thriller
The French Dispatch,2021,0.75,0.71,0.73,163000,107.0,Quirky Comedy|Comedy|Drama|Romance
Past Lives,2023,0.94,0.78,0.86,162000,105.0,Korean|Drama|Romance
Borat Subsequent Moviefilm,2020,0.68,0.66,0.67,162000,95.0,Farce|Mockumentary|Parody|Satire|Comedy
Kingdom of the Planet of the Apes,2024,0.66,0.68,0.67,161000,145.0,Dystopian Sci-Fi|Sci-Fi Epic|Action|Adventure|Drama|Sci-Fi|Thriller
The Conjuring: The Devil Made Me Do It,2021,0.53,0.62,0.57,161000,112.0,Folk Horror|Supernatural Horror|Suspense Mystery|Horror|Mystery|Thriller
Evil Dead Rise,2023,0.69,0.65,0.67,161000,96.0,Body Horror|Dark Comedy|Splatter Horror|Supernatural Horror|Zombie Horror|Horror
Hustle,2022,0.68,0.73,0.7,159000,117.0,Basketball|Psychological Drama|Comedy|Drama|Sport
Anyone But You,2023,0.52,0.61,0.56,159000,103.0,Romantic Comedy|Satire|Comedy|Romance
Tag,2018,0.56,0.65,0.6,158000,100.0,Quirky Comedy|Raunchy Comedy|Action|Comedy
The Predator,2018,0.48,0.53,0.5,158000,107.0,Alien Invasion|Dark Comedy|Urban Adventure|Action|Adventure|Sci-Fi|Thriller
Triple Frontier,2019,0.61,0.65,0.63,157000,125.0,Conspiracy Thriller|Action|Adventure|Thriller
Men in Black: International,2019,0.38,0.56,0.47,157000,114.0,Alien Invasion|Buddy Cop|Action|Adventure|Comedy|Sci-Fi
The Marvels,2023,0.5,0.55,0.52,157000,105.0,Space Sci-Fi|Superhero|Action|Adventure|Sci-Fi
Elemental,2023,0.58,0.7,0.64,156000,101.0,Computer Animation|Urban Adventure|Adventure|Animation|Comedy|Family|Fantasy|Romance
I Care a Lot,2020,0.66,0.64,0.65,156000,118.0,Dark Comedy|Comedy|Crime|Drama|Thriller
Love and Monsters,2020,0.63,0.69,0.66,156000,109.0,Dystopian Sci-Fi|Quest|Teen Comedy|Teen Fantasy|Action|Adventure|Comedy|Fantasy|Sci-Fi
Escape Room,2019,0.48,0.64,0.56,155000,99.0,B-Action|B-Horror|Psychological Horror|Psychological Thriller|Suspense Mystery|Whodunnit|Action|Adventure|Horror|Mystery
Licorice Pizza,2021,0.9,0.71,0.8,154000,133.0,Coming-Of-Age|Feel-Good Romance|Period Drama|Romantic Comedy|Showbiz Drama|Teen Comedy|Teen Drama|Teen Romance|Comedy|Drama
The Equalizer 3,2023,0.58,0.68,0.63,154000,109.0,One-Person Army Action|Action|Crime|Thriller
Where the Crawdads Sing,2022,0.43,0.72,0.57,152000,125.0,Coming-Of-Age|Legal Thriller|Suspense Mystery|Whodunnit|Drama|Mystery|Romance|Thriller
Trap,2024,0.52,0.58,0.55,152000,105.0,Psychological Horror|Psychological Thriller|Serial Killer|Crime|Horror|Mystery|Thriller
Greenland,2020,0.64,0.64,0.64,150000,119.0,Disaster|Action|Thriller
Mortal Engines,2018,0.44,0.61,0.52,150000,128.0,Dark Fantasy|Dystopian Sci-Fi|Fantasy Epic|Sci-Fi Epic|Steampunk|Action|Adventure|Fantasy|Sci-Fi|Thriller
Pearl,2022,0.76,0.7,0.73,150000,103.0,Coming-Of-Age|Period Drama|Psychological Drama|Psychological Horror|Psychological Thriller|Showbiz Drama|Slasher Horror|Drama|Horror|Thriller
King Richard,2021,0.76,0.75,0.76,150000,144.0,Docudrama|Biography|Drama|Sport
Den of Thieves,2018,0.49,0.7,0.6,149000,140.0,Cop Drama|Heist|Action|Crime|Drama|Thriller
The Hunt,2020,0.5,0.66,0.58,149000,90.0,Dark Comedy|Slasher Horror|Action|Horror|Thriller
28 Years Later,2025,0.77,0.66,0.72,148000,115.0,Zombie Horror|Horror|Sci-Fi|Thriller
The Gorge,2025,0.57,0.67,0.62,148000,127.0,Dark Romance|Monster Horror|Survival|Action|Adventure|Horror|Romance|Sci-Fi
The Ministry of Ungentlemanly Warfare,2024,0.55,0.68,0.62,147000,122.0,War Epic|Action|Comedy|War
Companion,2025,0.7,0.69,0.7,146000,97.0,Artificial Intelligence|Dark Comedy|Psychological Thriller|Sci-Fi|Thriller
Red One,2024,0.34,0.62,0.48,145000,123.0,Dark Fantasy|Holiday Comedy|Action|Adventure|Comedy|Fantasy|Holiday|Mystery
The Two Popes,2019,0.75,0.76,0.76,144000,125.0,Docudrama|Biography|Comedy|Drama
Scream VI,2023,0.61,0.64,0.62,143000,122.0,Dark Comedy|Slasher Horror|Suspense Mystery|Teen Horror|Whodunnit|Horror|Mystery|Thriller
Skyscraper,2018,0.51,0.58,0.54,142000,102.0,Disaster|Urban Adventure|Action|Adventure|Thriller
Venom: The Last Dance,2024,0.41,0.6,0.5,142000,110.0,Alien Invasion|Kaiju|Road Trip|Superhero|Action|Adventure|Sci-Fi|Thriller
The Zone of Interest,2023,0.92,0.73,0.82,142000,105.0,German|Period Drama|Drama|History|War
Shazam! Fury of the Gods,2023,0.47,0.59,0.53,142000,130.0,Superhero|Action|Adventure|Comedy|Fantasy|Sci-Fi
Jurassic World: Rebirth,2025,0.5,0.59,0.54,141000,133.0,Dinosaur Adventure|Jungle Adventure|Action|Adventure|Sci-Fi|Thriller
Fast X,2023,0.56,0.57,0.56,140000,141.0,Action Epic|Car Action|Urban Adventure|Action|Adventure|Crime|Mystery|Thriller
A Minecraft Movie,2025,0.45,0.56,0.5,140000,101.0,Action Epic|Adventure Epic|Fantasy Epic|High-Concept Comedy|Quest|Slapstick|Survival|Action|Adventure|Comedy
Asteroid City,2023,0.76,0.64,0.7,139000,105.0,Quirky Comedy|Romantic Comedy|Showbiz Drama|Comedy|Drama|Romance|Sci-Fi
the Machines,2021,0.81,0.76,0.78,138000,114.0,Artificial Intelligence|Computer Animation|Farce|Quirky Comedy|Road Trip|Adventure|Animation|Comedy|Family|Sci-Fi
Knock at the Cabin,2023,0.63,0.61,0.62,138000,100.0,Psychological Thriller|Horror|Mystery|Thriller
Rebel Moon - Part One: A Child of Fire,2023,0.31,0.56,0.44,138000,133.0,Action Epic|Adventure Epic|Dark Fantasy|Epic|Fantasy Epic|Sci-Fi Epic|Space Sci-Fi|Action|Adventure|Drama
Booksmart,2019,0.84,0.71,0.77,138000,102.0,Buddy Comedy|Coming-Of-Age|Teen Comedy|Comedy
Late Night with the Devil,2023,0.72,0.7,0.71,137000,93.0,Folk Horror|Found Footage Horror|Showbiz Drama|Supernatural Horror|Horror
The Little Things,2021,0.54,0.63,0.58,137000,128.0,Cop Drama|Period Drama|Police Procedural|Psychological Thriller|Serial Killer|Suspense Mystery|Crime|Drama|Mystery|Thriller
The Pale Blue Eye,2022,0.56,0.66,0.61,136000,128.0,Period Drama|Suspense Mystery|Whodunnit|Crime|Horror|Mystery|Thriller
A Haunting in Venice,2023,0.63,0.65,0.64,136000,103.0,Folk Horror|Psychological Horror|Psychological Thriller|Whodunnit|Crime|Drama|Horror|Mystery|Thriller
To All the Boys Ive Loved Before,2018,0.64,0.7,0.67,136000,99.0,Romantic Comedy|Teen Comedy|Teen Drama|Teen Romance|Comedy|Drama|Romance
Pacific Rim: Uprising,2018,0.44,0.56,0.5,135000,111.0,Kaiju|Action|Adventure|Sci-Fi
Shershaah,2021,0.73,0.83,0.78,134000,135.0,Hindi|Action Epic|Docudrama|Tragedy|Action|Biography|Drama|War
Bombshell,2019,0.64,0.68,0.66,134000,109.0,Docudrama|Workplace Drama|Biography|Drama
Hamilton,2020,0.88,0.83,0.86,134000,160.0,Epic|Historical Epic|Biography|Drama|History|Musical
Sound of Freedom,2023,0.36,0.76,0.56,134000,131.0,Docudrama|True Crime|Biography|Crime|Drama|History|Thriller
Lightyear,2022,0.6,0.61,0.6,133000,105.0,Action Epic|Adventure Epic|Computer Animation|Epic|Sci-Fi Epic|Space Sci-Fi|Superhero|Time Travel|Action|Adventure
Instant Family,2018,0.57,0.73,0.65,133000,118.0,Coming-Of-Age|Comedy|Drama
Love; Simon,2018,0.72,0.75,0.74,132000,110.0,Coming-Of-Age|Feel-Good Romance|Romantic Comedy|Teen Comedy|Teen Drama|Teen Romance|Comedy|Drama|Romance
The Commuter,2018,0.56,0.63,0.6,132000,104.0,Conspiracy Thriller|One-Person Army Action|Whodunnit|Action|Mystery|Thriller
The Fabelmans,2022,0.85,0.75,0.8,131000,151.0,Coming-Of-Age|Period Drama|Showbiz Drama|Teen Drama|Drama
Gemini Man,2019,0.38,0.57,0.48,129000,117.0,Conspiracy Thriller|Action|Sci-Fi|Thriller
Gran Turismo,2023,0.48,0.71,0.6,129000,134.0,Car Action|Motorsport|Action|Adventure|Drama|Sport
Maleficent: Mistress of Evil,2019,0.43,0.66,0.55,129000,119.0,Dark Fantasy|Dark Romance|Fairy Tale|Adventure|Drama|Family|Fantasy|Romance
Godzilla x Kong: The New Empire,2024,0.47,0.6,0.53,129000,115.0,Action Epic|Dinosaur Adventure|Disaster|Globetrotting Adventure|Kaiju|Supernatural Fantasy|Action|Adventure|Fantasy|Sci-Fi
Fall,2022,0.62,0.64,0.63,128000,107.0,B-Action|Desert Adventure|Survival|Action|Thriller
The Green Knight,2021,0.85,0.66,0.76,128000,130.0,Adventure Epic|Epic|Fantasy Epic|Quest|Sword & Sorcery|Adventure|Drama|Fantasy
Greyhound,2020,0.64,0.7,0.67,128000,91.0,Period Drama|War Epic|Drama|History|War
Long Shot,2019,0.67,0.68,0.68,127000,125.0,Romantic Comedy|Comedy|Romance
Transformers: Rise of the Beasts,2023,0.42,0.6,0.51,127000,127.0,Alien Invasion|Car Action|Action|Adventure|Sci-Fi
Smile 2,2024,0.67,0.67,0.67,126000,127.0,Psychological Horror|Showbiz Drama|Splatter Horror|Supernatural Horror|Tragedy|Horror|Mystery|Thriller
BOOM!,2021,0.74,0.75,0.74,126000,115.0,Docudrama|Pop Musical|Biography|Comedy|Drama|Musical
The Unforgivable,2021,0.41,0.71,0.56,126000,112.0,Psychological Drama|Suspense Mystery|Crime|Drama|Mystery
Guillermo del Toros Pinocchio,2022,0.54,0.76,0.65,123000,117.0,Dark Fantasy|Fairy Tale|Stop Motion Animation|Adventure|Animation|Drama|Family|Fantasy|Musical
Cocaine Bear,2023,0.79,0.59,0.69,123000,95.0,Dark Comedy|True Crime|Comedy|Crime|Thriller
Portrait of a Lady on Fire,2019,0.95,0.8,0.88,123000,122.0,French|Steamy Romance|Drama|Romance
Hit Man,2023,0.82,0.68,0.75,123000,115.0,Docudrama|Romantic Comedy|Comedy|Crime|Romance
Five Nights at Freddys,2023,0.33,0.54,0.44,122000,109.0,Supernatural Horror|Suspense Mystery|Whodunnit|Horror|Mystery|Thriller
Im Still Here,2024,0.85,0.81,0.83,121000,137.0,Portuguese|Docudrama|Period Drama|Political Drama|Biography|Drama|History
Speak No Evil,2024,0.66,0.68,0.67,121000,110.0,Psychological Drama|Psychological Horror|Psychological Thriller|Drama|Horror|Thriller
Aftersun,2022,0.95,0.76,0.86,121000,102.0,Coming-Of-Age|Teen Drama|Drama
Beautiful Boy,2018,0.62,0.74,0.68,120000,120.0,Docudrama|Biography|Drama
Angel Has Fallen,2019,0.45,0.64,0.55,120000,121.0,Conspiracy Thriller|One-Person Army Action|Action|Thriller
Capernaum,2018,0.75,0.84,0.8,120000,126.0,Arabic|Coming-Of-Age|Legal Drama|Psychological Drama|Drama
Malignant,2021,0.51,0.62,0.56,119000,111.0,Body Horror|Psychological Horror|Serial Killer|Slasher Horror|Splatter Horror|Supernatural Horror|Whodunnit|Crime|Horror|Mystery
The Cloverfield Paradox,2018,0.37,0.55,0.46,119000,102.0,Body Horror|Space Sci-Fi|Horror|Sci-Fi|Thriller
Blink Twice,2024,0.66,0.65,0.66,119000,102.0,Psychological Thriller|Whodunnit|Mystery|Thriller
Dark Waters,2019,0.73,0.76,0.74,118000,126.0,Conspiracy Thriller|Docudrama|Legal Drama|Biography|Drama|History|Thriller
Mamma Mia! Here We Go Again,2018,0.6,0.66,0.63,118000,114.0,Jukebox Musical|Pop Musical|Romantic Comedy|Comedy|Musical|Romance
Rambo: Last Blood,2019,0.26,0.61,0.44,117000,89.0,Contemporary Western|Gun Fu|One-Person Army Action|Action|Crime|Thriller
The Worst Person in the World,2021,0.91,0.77,0.84,117000,128.0,Norwegian|Coming-Of-Age|Romantic Comedy|Comedy|Drama|Romance
Hitmans Wifes Bodyguard,2021,0.32,0.61,0.46,117000,100.0,Buddy Comedy|Caper|Dark Comedy|Action|Comedy|Crime|Romance|Thriller
Brightburn,2019,0.44,0.61,0.52,117000,90.0,Drama|Horror|Mystery|Sci-Fi
The Peanut Butter Falcon,2019,0.7,0.76,0.73,117000,97.0,Coming-Of-Age|Quest|Quirky Comedy|Adventure|Comedy|Drama
Moana 2,2024,0.58,0.64,0.61,117000,100.0,Computer Animation|Sea Adventure|Adventure|Animation|Comedy|Family|Fantasy|Musical
Renfield,2023,0.53,0.64,0.58,116000,93.0,Dark Comedy|Splatter Horror|Vampire Horror|Action|Comedy|Fantasy|Horror
Violent Night,2022,0.55,0.67,0.61,116000,112.0,Dark Comedy|Holiday Comedy|One-Person Army Action|Action|Comedy|Holiday|Thriller
A Real Pain,2024,0.85,0.7,0.77,116000,90.0,Buddy Comedy|Comedy|Drama
Juror #2,2024,0.72,0.7,0.71,116000,114.0,Legal Drama|Legal Thriller|Whodunnit|Crime|Drama|Mystery|Thriller
Brahmastra Part One: Shiva,2022,0.57,0.56,0.56,115000,167.0,Hindi|Action Epic|Adventure Epic|Dark Fantasy|Epic|Fantasy Epic|Superhero|Action|Adventure|Fantasy
American Fiction,2023,0.81,0.75,0.78,114000,117.0,Dark Comedy|High-Concept Comedy|Satire|Comedy|Drama
Damsel,2024,0.46,0.61,0.54,114000,110.0,Dark Fantasy|Fairy Tale|Survival|Sword & Sandal|Action|Adventure|Fantasy
Overlord,2018,0.6,0.66,0.63,113000,110.0,Body Horror|Steampunk|Zombie Horror|Action|Horror|Sci-Fi|War
Blue Beetle,2023,0.61,0.59,0.6,113000,127.0,Superhero|Action|Adventure|Sci-Fi|Thriller
Aquaman and the Lost Kingdom,2023,0.42,0.56,0.49,112000,124.0,Action Epic|Adventure Epic|Epic|Fantasy Epic|Sci-Fi Epic|Sea Adventure|Superhero|Action|Adventure|Fantasy
The Iron Claw,2023,0.73,0.76,0.74,112000,132.0,Docudrama|Period Drama|Psychological Drama|Tragedy|Biography|Drama|Sport
The Accountant 2,2025,0.58,0.66,0.62,112000,132.0,Superhero|Whodunnit|Action|Crime|Drama|Mystery|Thriller
Hustlers,2019,0.79,0.63,0.71,112000,110.0,Workplace Drama|Comedy|Crime|Drama
Sonic the Hedgehog 2,2022,0.47,0.65,0.56,111000,122.0,Animal Adventure|Globetrotting Adventure|Superhero|Supernatural Fantasy|Action|Adventure|Comedy|Family|Fantasy|Sci-Fi
The Highwaymen,2019,0.58,0.69,0.64,111000,132.0,Contemporary Western|Cop Drama|Period Drama|True Crime|Biography|Crime|Drama|Mystery|Thriller|Western
Extremely Wicked; Shockingly Evil and Vile,2019,0.52,0.67,0.6,111000,110.0,Docudrama|Period Drama|Serial Killer|True Crime|Whodunnit|Biography|Crime|Drama|Mystery|Thriller
Animal,2023,0.33,0.62,0.48,110000,204.0,Hindi|Action Epic|Epic|One-Person Army Action|Action|Crime|Drama|Thriller
Ambulance,2022,0.55,0.61,0.58,110000,136.0,Cop Drama|Gangster|Heist|Psychological Drama|Psychological Thriller|Tragedy|Action|Crime|Drama|Thriller
Moonfall,2022,0.41,0.52,0.46,110000,130.0,Disaster|Space Sci-Fi|Action|Adventure|Sci-Fi
Run,2020,0.67,0.67,0.67,109000,90.0,Psychological Thriller|Suspense Mystery|Drama|Horror|Mystery|Thriller
Fractured,2019,0.36,0.65,0.5,108000,99.0,Psychological Thriller|Drama|Mystery|Thriller
Widows,2018,0.84,0.68,0.76,108000,129.0,Heist|Tragedy|Crime|Drama|Thriller
Finch,2021,0.57,0.69,0.63,108000,115.0,Artificial Intelligence|Dystopian Sci-Fi|Road Trip|Survival|Adventure|Drama|Sci-Fi
Eurovision Song Contest: The Story of Fire Saga,2020,0.5,0.65,0.57,108000,123.0,Quirky Comedy|Comedy|Music
Madame Web,2024,0.26,0.41,0.34,108000,116.0,Superhero|Action|Thriller
Bad Boys: Ride or Die,2024,0.54,0.65,0.6,107000,115.0,Action Epic|Buddy Comedy|Buddy Cop|Action|Adventure|Comedy|Crime|Thriller
Im Thinking of Ending Things,2020,0.78,0.65,0.72,107000,134.0,Psychological Drama|Psychological Thriller|Drama|Thriller
Fear Street: Part One - 1994,2021,0.67,0.62,0.64,107000,107.0,Folk Horror|Slasher Horror|Suspense Mystery|Teen Horror|Whodunnit|Drama|Horror|Mystery
The Brutalist,2024,0.9,0.73,0.82,107000,216.0,Epic|Drama
Tár,2022,0.93,0.74,0.84,107000,158.0,Psychological Drama|Tragedy|Drama|Music
Minari,2020,0.89,0.74,0.82,106000,115.0,Korean|Docudrama|Drama
Reptile,2023,0.52,0.68,0.6,106000,134.0,Hard-Boiled Detective|Police Procedural|Whodunnit|Crime|Drama|Mystery|Thriller
Hellboy,2019,0.31,0.53,0.42,106000,120.0,Dark Fantasy|Superhero|Action|Adventure|Fantasy|Horror|Sci-Fi
Halloween Kills,2021,0.42,0.55,0.48,106000,105.0,Slasher Horror|Action|Drama|Horror|Thriller
Underwater,2020,0.62,0.59,0.6,106000,95.0,Disaster|Psychological Thriller|Sea Adventure|Action|Horror|Sci-Fi|Thriller
Abigail,2024,0.48,0.65,0.56,106000,109.0,Dark Comedy|Monster Horror|Splatter Horror|Vampire Horror|Action|Comedy|Crime|Horror|Thriller
The Grinch,2018,0.51,0.64,0.57,105000,85.0,Computer Animation|Holiday Animation|Holiday Comedy|Holiday Family|Animation|Comedy|Family|Fantasy|Holiday
Operation Fortune: Ruse de Guerre,2023,0.51,0.63,0.57,105000,114.0,Spy|Action|Comedy|Thriller
Polar,2019,0.4,0.63,0.52,105000,118.0,One-Person Army Action|Action|Crime|Thriller
Spenser Confidential,2020,0.19,0.62,0.4,105000,111.0,Buddy Cop|Action|Comedy|Crime|Drama|Mystery|Thriller
Richard Jewell,2019,0.49,0.75,0.62,105000,131.0,Docudrama|True Crime|Biography|Crime|Drama
A Complete Unknown,2024,0.68,0.73,0.7,104000,141.0,Docudrama|Period Drama|Showbiz Drama|Biography|Drama|Music
I Am Mother,2019,0.7,0.67,0.68,104000,113.0,Artificial Intelligence|Drama|Mystery|Sci-Fi|Thriller
