Job_Name,Salary_Range,Company,Location,Required_Skills,Updated_Time,Detail_Link
"DevOps Engineer - Thu Nhập Upto 35 Triệu (Hỗ Trợ Ăn Trưa, Thưởng Năng Suất Và Lợi Nhuận Cao) Tại Hà Nội",25 - 35 triệu,CÔNG TY CỔ PHẦN THƯƠNG MẠI ĐIỆN TỬ BẢO KIM,Hà Nội: Thanh Xuân,N/A,37 phút trước,https://www.topcv.vn/viec-lam/devops-engineer-thu-nhap-upto-35-trieu-ho-tro-an-trua-thuong-nang-suat-va-loi-nhuan-cao-tai-ha-noi/1912237.html?ta_source=ITJobs_LinkDetail
Java Developer Intern (6 Months),200 - 300 USD,Woori Bank Vietnam,Hà Nội: Nam Từ Liêm,Java,37 phút trước,https://www.topcv.vn/viec-lam/java-developer-intern-6-months/1273173.html?ta_source=ITJobs_LinkDetail
Chuyên Viên Công Nghệ Thông Tin (TP. HCM),10 - 15 triệu,CÔNG TY CỔ PHẦN CÔNG NGHỆ Y TẾ NHẬT VIỆT,Hồ Chí Minh: Quận 2,"Kỹ năng giao tiếp, Kỹ năng làm việc nhóm, Khả năng giải quyết vấn đề",37 phút trước,https://www.topcv.vn/viec-lam/chuyen-vien-cong-nghe-thong-tin-tp-hcm/1913896.html?ta_source=ITJobs_LinkDetail
Backend Developer (Java SpringBoot / Flutter),Thoả thuận,Công Ty CP Giải Pháp Phần Mềm Linh Hoạt,Hồ Chí Minh: Quận 11,"RESTful APIs, Data Structures And Algorithms, Database Design",37 phút trước,https://www.topcv.vn/viec-lam/backend-developer-java-springboot-flutter/1913055.html?ta_source=ITJobs_LinkDetail
Business Analyst (Thu Nhập 14-20 Triệu/Tháng),14 - 20 triệu,CÔNG TY TNHH An Ninh An toàn Thông tin CMC,Hà Nội: Cầu Giấy,N/A,37 phút trước,https://www.topcv.vn/viec-lam/business-analyst-thu-nhap-14-20-trieu-thang/1456702.html?ta_source=ITJobs_LinkDetail
Tester Up To 15M,10 - 15 triệu,BSS Group,Hà Nội: Nam Từ Liêm,"Kỹ năng giao tiếp, Kỹ Năng Phân Tích Yêu Cầu, Kiến Thức Về Kiểm Thử Phần Mềm",37 phút trước,https://www.topcv.vn/viec-lam/tester-up-to-15m/1910178.html?ta_source=ITJobs_LinkDetail
Fullstack Developer (Java + ReactJS),Thoả thuận,CÔNG TY TNHH GROOO INTERNATIONAL,Hồ Chí Minh: Quận 1,"Spring Framework, Tiếng Anh, Java",37 phút trước,https://www.topcv.vn/viec-lam/fullstack-developer-java-reactjs/1912655.html?ta_source=ITJobs_LinkDetail
Chuyên Viên Kiểm Thử Phần Mềm (Tester) - Lương 10-18 Triệu,10 - 18 triệu,CÔNG TY CỔ PHẦN TẬP ĐOÀN APEC GROUP,Hà Nội: Cầu Giấy,"Kiến Thức Về Kiểm Thử Phần Mềm, Kỹ Năng Viết Test Case, Kỹ Năng Thực Hiện Test",37 phút trước,https://www.topcv.vn/viec-lam/chuyen-vien-kiem-thu-phan-mem-tester-luong-10-18-trieu/1912178.html?ta_source=ITJobs_LinkDetail
Kỹ Sư Lập Trình Phần Mềm,Thoả thuận,TẬP ĐOÀN CÔNG NGHIỆP - VIỄN THÔNG QUÂN ĐỘI,Hà Nội: Thạch Thất,"Lập Trình, Kiến Thức Về Hệ Điều Hành, Kiến Thức Về Cơ Sở Dữ Liệu",37 phút trước,https://www.topcv.vn/viec-lam/ky-su-lap-trinh-phan-mem/1914053.html?ta_source=ITJobs_LinkDetail
Nhân Viên Triển Khai Giải Pháp ERP,8 - 15 triệu,CÔNG TY CP PHẦN MỀM QUẢN LÝ DOANH NGHIỆP FAST,Hà Nội: Nam Từ Liêm,"Kỹ năng giao tiếp, Kỹ năng giải quyết vấn đề, kỹ năng tư vấn",37 phút trước,https://www.topcv.vn/brand/fast/tuyen-dung/nhan-vien-trien-khai-giai-phap-erp-j1910826.html?ta_source=ITJobs_LinkDetail
"Thực Tập Sinh/ Intern Dev - Hỗ Trợ Dấu Thực Tập - Tại Cầu Giấy, Hà Nội",Thoả thuận,CÔNG TY CỔ PHẦN ICSP VIỆT NAM,Hà Nội: Cầu Giấy,N/A,37 phút trước,https://www.topcv.vn/viec-lam/thuc-tap-sinh-intern-dev-ho-tro-dau-thuc-tap-tai-cau-giay-ha-noi/1913536.html?ta_source=ITJobs_LinkDetail
Scrum Master/ Project Manager (Technical Base/ Tester Base) Offer Upto 40M,Thoả thuận,OpenCommerce Group,Hà Nội: Đống Đa,"tester leader, Software Tester, SCRUM",37 phút trước,https://www.topcv.vn/viec-lam/scrum-master-project-manager-technical-base-tester-base-offer-upto-40m/1912700.html?ta_source=ITJobs_LinkDetail
Quản Lý Dự Án (Project Manager) – Team Công Nghệ (Product Base) - Lương Upto 60-70M - Tại Hà Nội,60 - 70 triệu,CÔNG TY CỔ PHẦN GIẢI PHÁP SỐ MOBIFONE,Hà Nội: Ba Đình,"Quản Lý Dự Án, Kinh Nghiệm Với Các Giải Pháp Phần Mềm, Hiểu Biết Về Cơ Sở Hạ Tầng Cntt",37 phút trước,https://www.topcv.vn/viec-lam/quan-ly-du-an-project-manager-team-cong-nghe-product-base-luong-upto-60-70m-tai-ha-noi/1912129.html?ta_source=ITJobs_LinkDetail
Product Owner,10 - 28 triệu,CÔNG TY TNHH DAOUKIWOOM INNOVATION,Hồ Chí Minh: Bình Thạnh,"Agile, SCRUM, Stakeholder Management",37 phút trước,https://www.topcv.vn/viec-lam/product-owner/1912791.html?ta_source=ITJobs_LinkDetail
Backend Developer Công Ty IT Hàn Quốc,Thoả thuận,ORBRO Inc.,Hà Nội: Cầu Giấy,"REST API, Websocket, Backend",37 phút trước,https://www.topcv.vn/viec-lam/backend-developer-cong-ty-it-han-quoc/1911617.html?ta_source=ITJobs_LinkDetail
Fullstack Developer (Reactjs; PHP) - Tối Thiểu 3 Năm Kinh Nghiệm (Middle/ Senior),Thoả thuận,XIPAT FLEXIBLE SOLUTIONS COMPANY LIMITED,Hà Nội: Đống Đa,"Javascript, PHP, ReactJS",37 phút trước,https://www.topcv.vn/viec-lam/fullstack-developer-reactjs-php-toi-thieu-3-nam-kinh-nghiem-middle-senior/1912979.html?ta_source=ITJobs_LinkDetail
Blockchain Backend Developer,"1,000 - 2,500 USD",CÔNG TY TNHH BULL LABS,Hà Nội: Nam Từ Liêm,"CSS, Git, HTTP/HTTPS",37 phút trước,https://www.topcv.vn/viec-lam/blockchain-backend-developer/1256541.html?ta_source=ITJobs_LinkDetail
Giám Đốc IT - Tiếng Nhật N2,Thoả thuận,CÔNG TY CỔ PHẦN PGT SOLUTIONS,Hà Nội: Cầu Giấy,"Tiếng Nhật N2 Trở Lên, Quản Lý Dự Án It, Quản Lý Ngân Sách It",37 phút trước,https://www.topcv.vn/viec-lam/giam-doc-it-tieng-nhat-n2/1841319.html?ta_source=ITJobs_LinkDetail
Kỹ Thuật Quản Trị Cơ Sở Dữ Liệu - DBA - Thu Nhập Upto 35 Triệu Đồng - 1 Năm Kinh Nghiệm,15 - 35 triệu,Công ty cổ phần Onenet,Hà Nội: Nam Từ Liêm,"Sao Lưu Và Phục Hồi Dữ Liệu (backup And Recovery), Bảo Mật Cơ Sở Dữ Liệu (database Security), Tối Ưu Hóa Hiệu Suất Cơ Sở Dữ Liệu (database Performance Tuning)",37 phút trước,https://www.topcv.vn/viec-lam/ky-thuat-quan-tri-co-so-du-lieu-dba-thu-nhap-upto-35-trieu-dong-1-nam-kinh-nghiem/1897732.html?ta_source=ITJobs_LinkDetail
"X Middle Frontend Developer (Vue.Js 3, ElectronJS) (Thu Nhập Lên Đến 30 Triệu)",20 - 30 triệu,CÔNG TY CỔ PHẦN GENLOGIN SOFTWARE,Hà Nội: Hà Đông,"CSS, HTML, Javascript (es6+)",37 phút trước,https://www.topcv.vn/viec-lam/x-middle-frontend-developer-vue-js-3-electronjs-thu-nhap-len-den-30-trieu/1904054.html?ta_source=ITJobs_LinkDetail
Embedded Software Engineer Thu Nhập Thỏa Thuận Tại Hà Nội,Thoả thuận,CÔNG TY CỔ PHẦN ĐIỆN TỬ SOJI,Hà Nội: Hà Đông,"Debugging, Embedded Systems",37 phút trước,https://www.topcv.vn/viec-lam/embedded-software-engineer-thu-nhap-thoa-thuan-tai-ha-noi/1913827.html?ta_source=ITJobs_LinkDetail
Fullstack Developer (Mạnh Backend/Frontend) - Thu Nhập Upto 35 Triệu (Net) Tại Hà Nội,Tới 35 triệu,OpenCommerce Group,Hà Nội: Đống Đa,"Javascript, HTML/CSS, RESTful APIs",37 phút trước,https://www.topcv.vn/viec-lam/fullstack-developer-manh-backend-frontend-thu-nhap-upto-35-trieu-net-tai-ha-noi/1900029.html?ta_source=ITJobs_LinkDetail
Mobile Developer (IOS Hoặc Android Developer),Thoả thuận,Công ty Cổ Phần Đầu tư Công nghệ Trip,Hà Nội: Nam Từ Liêm,"Hiểu Biết Về Cấu Trúc Dữ Liệu Và Giải Thuật, Kinh Nghiệm Làm Việc Với Restful Api, Lập Trình Swift (ios) Hoặc Kotlin Java (android)",37 phút trước,https://www.topcv.vn/viec-lam/mobile-developer-ios-hoac-android-developer/1913414.html?ta_source=ITJobs_LinkDetail
Business Analyst (Có KN Core Banking Data) - Upto 30M,Tới 30 triệu,Công ty Cổ phần Giải pháp Công nghệ TTC Việt Nam,Hà Nội,"SQL, Phân tích dữ liệu, Quản Lý Dự Án",37 phút trước,https://www.topcv.vn/viec-lam/business-analyst-co-kn-core-banking-data-upto-30m/1908426.html?ta_source=ITJobs_LinkDetail
Senior Frontend Developer (React.Js/Next.Js) - Mức Lương Upto 30M,Tới 30 triệu,CÔNG TY TNHH VODAPLAY VIỆT NAM,Hà Nội: Cầu Giấy,N/A,13 phút trước,https://www.topcv.vn/viec-lam/senior-frontend-developer-react-js-next-js-muc-luong-upto-30m/1771109.html?ta_source=ITJobs_LinkDetail
QA - Validation & Verification Engineer,Thoả thuận,"VĂN PHÒNG ĐẠI DIỆN KAON GROUP CO., LTD TẠI THÀNH PHỐ HÀ NỘI",Hà Nội: Cầu Giấy,"CCNA, Engish",13 phút trước,https://www.topcv.vn/viec-lam/qa-validation-verification-engineer/1873287.html?ta_source=ITJobs_LinkDetail
"Backend Engineer (Từ Level Middle Trở Lên, Mảng Blockchain)",Thoả thuận,CÔNG TY CỔ PHẦN 1MATRIX,Hà Nội: Hoàng Mai,"NodeJS, Golang, Rust",13 phút trước,https://www.topcv.vn/viec-lam/backend-engineer-tu-level-middle-tro-len-mang-blockchain/1852001.html?ta_source=ITJobs_LinkDetail
Senior Fullstack Developer PHP- Lương Up To 30tr-Có 2 Năm Kinh Nghiệm- Đi Làm Ngay,20 - 30 triệu,CÔNG TY TNHH TOP TALENT,Đồng Nai: Biên Hoà,"Javascript, PHP, HTML/CSS",13 phút trước,https://www.topcv.vn/viec-lam/senior-fullstack-developer-php-luong-up-to-30tr-co-2-nam-kinh-nghiem-di-lam-ngay/1895797.html?ta_source=ITJobs_LinkDetail
Nhân Viên Business Analyst,15 - 20 triệu,Công ty TNHH Phát triển công nghệ điện tử Bình Anh,Hà Nội,"SQL, Phân tích dữ liệu, Truyền Đạt Thông Tin",13 phút trước,https://www.topcv.vn/viec-lam/nhan-vien-business-analyst/1646337.html?ta_source=ITJobs_LinkDetail
Thực Tập Sinh Công Nghệ Thông Tin Fulltime Có Lương,4 - 10 triệu,CÔNG TY TNHH CÔNG NGHỆ PHẦN MỀM NASANI,Hồ Chí Minh: Quận 12,"Tư duy logic, Kỹ năng giải quyết vấn đề, Tinh thần làm việc nhóm",13 phút trước,https://www.topcv.vn/viec-lam/thuc-tap-sinh-cong-nghe-thong-tin-fulltime-co-luong/1903553.html?ta_source=ITJobs_LinkDetail
Kỹ Sư Xây Dựng - Bim/Kiến Trúc/MEP/Cầu Đường/Cơ Điện/Kết Cấu - Nghỉ Full Thứ 7 - Thu Nhập 20-26M,20 - 26 triệu,Công ty Cổ phần BIM Hà Nội,Hà Nội: Hoàng Mai,"Revit, Navisworks, MEP",13 phút trước,https://www.topcv.vn/viec-lam/ky-su-xay-dung-bim-kien-truc-mep-cau-duong-co-dien-ket-cau-nghi-full-thu-7-thu-nhap-20-26m/1903795.html?ta_source=ITJobs_LinkDetail
Product Executive,Thoả thuận,Công ty Cổ phần TOPCV Việt Nam,Hà Nội: Thanh Xuân,"Nghiên Cứu Thị Trường, Phân Tích Thị Trường, Quản Lý Sản Phẩm",13 phút trước,https://www.topcv.vn/brand/topcv/tuyen-dung/product-executive-j1907935.html?ta_source=ITJobs_LinkDetail
Junior Fullstack Developer PHP- Lương Up To 15tr-Có 2 Năm Kinh Nghiệm- Đi Làm Ngay,12 - 15 triệu,CÔNG TY TNHH TOP TALENT,Đồng Nai: Biên Hoà,"CSS, Git, Github",13 phút trước,https://www.topcv.vn/viec-lam/junior-fullstack-developer-php-luong-up-to-15tr-co-2-nam-kinh-nghiem-di-lam-ngay/1895796.html?ta_source=ITJobs_LinkDetail
Application Support Assistant Manager / Supervisor,Thoả thuận,SHINHAN FINANCE,Hồ Chí Minh: Tân Bình,"Team Leadership, application support, Incident Management",13 phút trước,https://www.topcv.vn/brand/shinhanfinance1/tuyen-dung/application-support-assistant-manager-supervisor-j1906193.html?ta_source=ITJobs_LinkDetail
"Nhân Viên Kỹ Thuật Máy Tính, Máy In, Camera Thu Nhập 8-12 Triệu Tại Hải Phòng",8 - 12 triệu,Công ty TNHH công nghệ KSC,Hải Phòng: An Dương,N/A,13 phút trước,https://www.topcv.vn/viec-lam/nhan-vien-ky-thuat-may-tinh-may-in-camera-thu-nhap-8-12-trieu-tai-hai-phong/1204478.html?ta_source=ITJobs_LinkDetail
"Junior Fullstack Developers - Fintech, Ecommerce",Thoả thuận,CÔNG TY TNHH TÍCH HỢP CRM,Hà Nội: Cầu Giấy,"Java, MongoDB, NodeJS",13 phút trước,https://www.topcv.vn/viec-lam/junior-fullstack-developers-fintech-ecommerce/1487371.html?ta_source=ITJobs_LinkDetail
Nhân Viên Đánh Giá An Toàn Thông Tin,Thoả thuận,Công Ty TNHH BlueCyber,Hà Nội: Cầu Giấy,"Đánh giá rủi ro, Kỹ Năng Viết Báo Cáo, Phân Tích Lỗ Hổng Bảo Mật",13 phút trước,https://www.topcv.vn/viec-lam/nhan-vien-danh-gia-an-toan-thong-tin/1906167.html?ta_source=ITJobs_LinkDetail
"Full Stack Developer (Java, Springboot, React)",Thoả thuận,Công Ty TNHH LG CNS VIỆT NAM,Hà Nội: Nam Từ Liêm,N/A,13 phút trước,https://www.topcv.vn/viec-lam/full-stack-developer-java-springboot-react/1783213.html?ta_source=ITJobs_LinkDetail
Chương Trình Đào Tạo IT Fresher - Testing Engineer - The Rookie2Engineer - Offer Up To 17M,Thoả thuận,NashTech,Hồ Chí Minh: Tân BìnhHà Nội: Cầu Giấy,"Tester, Tư duy logic, Testing",13 phút trước,https://www.topcv.vn/viec-lam/chuong-trinh-dao-tao-it-fresher-testing-engineer-the-rookie2engineer-offer-up-to-17m/1895731.html?ta_source=ITJobs_LinkDetail
Kỹ Thuật Lập Trình / Programmer Engineer (PE) Thu Nhập Từ 13 - 20 Triệu Tại Hà Nội (Đi Làm Ngay),13 - 20 triệu,Công ty Cổ phần AVPlus,Hà Nội,N/A,13 phút trước,https://www.topcv.vn/viec-lam/ky-thuat-lap-trinh-programmer-engineer-pe-thu-nhap-tu-13-20-trieu-tai-ha-noi-di-lam-ngay/1911429.html?ta_source=ITJobs_LinkDetail
Back End Developer (Java),"750 - 1,900 USD",CÔNG TY TNHH PERSOL CAREER TECH STUDIO VIỆT NAM,Hồ Chí Minh: Quận 3,N/A,1 giờ trước,https://www.topcv.vn/viec-lam/back-end-developer-java/1914108.html?ta_source=ITJobs_LinkDetail
Senior Front-End Developer,40 - 55 triệu,CÔNG TY TNHH SPACEMIND,Đà Nẵng: Thanh Khê,N/A,1 giờ trước,https://www.topcv.vn/viec-lam/senior-front-end-developer/1912681.html?ta_source=ITJobs_LinkDetail
Senior Back-End Developer,40 - 70 triệu,CÔNG TY TNHH SPACEMIND,Đà Nẵng: Thanh Khê,N/A,1 giờ trước,https://www.topcv.vn/viec-lam/senior-back-end-developer/1912662.html?ta_source=ITJobs_LinkDetail
AI/Machine Learning Engineer (Python),"750 - 1,900 USD",CÔNG TY TNHH PERSOL CAREER TECH STUDIO VIỆT NAM,Hồ Chí Minh: Quận 3,N/A,1 giờ trước,https://www.topcv.vn/viec-lam/ai-machine-learning-engineer-python/1914136.html?ta_source=ITJobs_LinkDetail
Senior Tech Lead (Full-Stack),75 - 110 triệu,CÔNG TY TNHH SPACEMIND,Đà Nẵng: Thanh Khê,N/A,1 giờ trước,https://www.topcv.vn/viec-lam/senior-tech-lead-full-stack/1912699.html?ta_source=ITJobs_LinkDetail
Nhân Viên / Kỹ Sư Modeler BIM 3D (Kiến Trúc & Kết Cấu) – ArchiCAD / Revit – Hà Nội – Upto 1000 USD,Thoả thuận,CÔNG TY TNHH HANOI BIM CENTER,Hà Nội: Cầu Giấy,"3D Max, Revit, Archicad",8 giờ trước,https://www.topcv.vn/viec-lam/nhan-vien-ky-su-modeler-bim-3d-kien-truc-ket-cau-archicad-revit-ha-noi-upto-1000-usd/1889195.html?ta_source=ITJobs_LinkDetail
"Automotive-Component Test Engineer (Tuyển Ứng Viên Nam, Trên 2 Năm Kinh Nghiệm Tester Automotive, MHU - Manual Test, ASPICE/AUTOSAR, Làm Việc Tại Long Biên-Hà Nội)",Thoả thuận,Công ty TNHH Vietsol,Hà Nội: Long Biên,"phân tích yêu cầu, Kiểm thử phần mềm, Viết Testcase",9 giờ trước,https://www.topcv.vn/viec-lam/automotive-component-test-engineer-tuyen-ung-vien-nam-tren-2-nam-kinh-nghiem-tester-automotive-mhu-manual-test-aspice-autosar-lam-viec-tai-long-bien-ha-noi/1697549.html?ta_source=ITJobs_LinkDetail
Kỹ Sư Mạng/Network Engineer - Kinh Nghiệm 3 Năm Trở Lên,Thoả thuận,Công ty TNHH Hanyang Digitech Vina,Phú Thọ: Tx Phú Thọ,"TCP/IP, Routing Protocols (bgp, Ospf, Eigrp), Switching (vlan, Stp)",11 giờ trước,https://www.topcv.vn/viec-lam/ky-su-mang-network-engineer-kinh-nghiem-3-nam-tro-len/1873559.html?ta_source=ITJobs_LinkDetail
BIM MEP Leader / Trưởng Nhóm BIM (MEP) - Mức Lương Upto 25M,20 - 25 triệu,CÔNG TY TNHH SOCOTEC VIỆT NAM,Hà Nội: Ba Đình,"Kinh Nghiệm Sử Dụng Phần Mềm Bim (revit Structure, Tekla Structures)",11 giờ trước,https://www.topcv.vn/viec-lam/bim-mep-leader-truong-nhom-bim-mep-muc-luong-upto-25m/1880926.html?ta_source=ITJobs_LinkDetail
Senior Game Designer,Thoả thuận,Công ty TNHH Skylink Group,Hồ Chí Minh: Quận 2,"Giao tiếp, Quản Lý Dự Án, Thiết Kế Game",12 giờ trước,https://www.topcv.vn/viec-lam/senior-game-designer/1889254.html?ta_source=ITJobs_LinkDetail
DevOps Engineer (Azure)- Up To 50M,30 - 50 triệu,Công Ty TNHH NTT DATA VDS,Hà Nội: Thanh Xuân,N/A,19 giờ trước,https://www.topcv.vn/viec-lam/devops-engineer-azure-up-to-50m/1894887.html?ta_source=ITJobs_LinkDetail
Senior IT Project Manager (Japanese Projects) - Thu Nhập Upto 3000 USD - Đi Làm Ngay (Hà Nội),"Tới 3,000 USD",Công ty Cổ phần NTTe-MOI,Hà Nội: Cầu Giấy,N/A,19 giờ trước,https://www.topcv.vn/viec-lam/senior-it-project-manager-japanese-projects-thu-nhap-upto-3000-usd-di-lam-ngay-ha-noi/1894284.html?ta_source=ITJobs_LinkDetail
Site Reliability Engineer (SRE),Thoả thuận,Công ty cổ phần Tasco,Hà Nội: Nam Từ Liêm,"Linux System Administration, Cloud Computing (aws, Gcp, Azure), Configuration Management (ansible, Chef, Puppet)",5 ngày trước,https://www.topcv.vn/viec-lam/site-reliability-engineer-sre/1862689.html?ta_source=ITJobs_LinkDetail
Backend Developer (Python) Senior Level | Lương Upto 40 Triệu++,Tới 40 triệu,CÔNG TY TNHH VODAPLAY VIỆT NAM,Hà Nội: Cầu Giấy,N/A,5 ngày trước,https://www.topcv.vn/viec-lam/backend-developer-python-senior-level-luong-upto-40-trieu/1785633.html?ta_source=ITJobs_LinkDetail
Product Executive/BA - Build Product,20 - 31 triệu,Công ty Cổ phần Công nghệ KiotViet,Hà Nội: Hoàn Kiếm,"Phân Tích Dữ Liệu (data Analysis), Nghiên Cứu Thị Trường (market Research), Phân Tích Nghiệp Vụ (business Analysis)",1 phút trước,https://www.topcv.vn/viec-lam/product-executive-ba-build-product/1912232.html?ta_source=ITJobs_LinkDetail
Senior Business Analyst,20 - 30 triệu,Công ty Cổ phần Đầu tư và Phát triển Koolsoft,Hà Nội: Thanh Xuân,"Giao tiếp, Phân tích dữ liệu, Phân Tích Nghiệp Vụ",4 phút trước,https://www.topcv.vn/viec-lam/senior-business-analyst/1913343.html?ta_source=ITJobs_LinkDetail
Junior PHP Developer,10 - 15 triệu,EDUPIA,Hà Nội: Thanh Xuân,"PHP, MySQL, HTML",7 phút trước,https://www.topcv.vn/brand/educa/tuyen-dung/junior-php-developer-j1912175.html?ta_source=ITJobs_LinkDetail
Chuyên Viên Phát Triển Ứng Dụng Power Platform,Thoả thuận,CÔNG TY CỔ PHẦN ONE MOUNT GROUP,Hà Nội: Hai Bà Trưng,N/A,10 phút trước,https://www.topcv.vn/viec-lam/chuyen-vien-phat-trien-ung-dung-power-platform/1912530.html?ta_source=ITJobs_LinkDetail
Chuyên Viên Hồ Sơ Kỹ Thuật Thầu,30 - 35 triệu,Công ty Cổ phần Hệ thống Công nghệ ETC,Hà Nội: Cầu Giấy,N/A,12 phút trước,https://www.topcv.vn/viec-lam/chuyen-vien-ho-so-ky-thuat-thau/1910196.html?ta_source=ITJobs_LinkDetail
(VN 186) Kỹ Sư Phát Triển Phần Mềm Nhúng Matlab Simulink,Từ 32 triệu,CTY TNHH R TECHNO VIỆT NAM,Hồ Chí Minh,"Matlab, Simulink, Phát Triển Phần Mềm Nhúng",12 phút trước,https://www.topcv.vn/viec-lam/vn-186-ky-su-phat-trien-phan-mem-nhung-matlab-simulink/1912945.html?ta_source=ITJobs_LinkDetail
Backend Developer,Thoả thuận,CÔNG TY CỔ PHẦN GIẢI PHÁP ATOM,Hồ Chí Minh: Quận 7,"Kiểm Soát Phiên Bản (git), Thiết Kế Cơ Sở Dữ Liệu (sql, Nosql), Cấu Trúc Dữ Liệu Và Giải Thuật",12 phút trước,https://www.topcv.vn/viec-lam/backend-developer/1914334.html?ta_source=ITJobs_LinkDetail
Business Analyst (Product),10 - 15 triệu,CÔNG TY TNHH TIMIND,Hà Nội: Thanh Xuân,N/A,12 phút trước,https://www.topcv.vn/viec-lam/business-analyst-product/1914257.html?ta_source=ITJobs_LinkDetail
"DevOps Engineer (1 Năm Kinh Nghiệm, Thu Nhập Từ 13-20tr/Tháng)",13 - 20 triệu,Công ty Cổ phần đầu tư Công Nghệ và Thương Mại Softdreams,Hà Nội: Nam Từ Liêm,"Linux, Cloud (aws, Azure, Gcp), Ci Cd (jenkins, Gitlab Ci, Circleci)",12 phút trước,https://www.topcv.vn/viec-lam/devops-engineer-1-nam-kinh-nghiem-thu-nhap-tu-13-20tr-thang/1914080.html?ta_source=ITJobs_LinkDetail
Lập Trình Viên Java / Java Developer,Thoả thuận,Bệnh Viện Đa Khoa Quốc Tế Thu Cúc – Chi Nhánh Công Ty Cổ Phần Y Khoa & Thẩm Mỹ Thu Cúc,Hà Nội: Tây Hồ,"Java, SQL, Spring Framework",12 phút trước,https://www.topcv.vn/viec-lam/lap-trinh-vien-java-java-developer/1914312.html?ta_source=ITJobs_LinkDetail
Lập Trình Viên BE (.NET),Thoả thuận,CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ RUBICON,Hà Nội: Cầu Giấy,"C#, .net Framework .net Core, Asp.net (mvc, Web Api)",12 phút trước,https://www.topcv.vn/viec-lam/lap-trinh-vien-be-net/1913886.html?ta_source=ITJobs_LinkDetail
Automation Tester,Thoả thuận,TMA Solutions,Hồ Chí Minh: Quận 12,"Kiến Thức Về Kiểm Thử Phần Mềm, Kinh Nghiệm Viết Test Case Và Test Plan, Kinh Nghiệm Sử Dụng Các Công Cụ Kiểm Thử Tự Động (selenium, Junit, Testng, Cucumber)",12 phút trước,https://www.topcv.vn/viec-lam/automation-tester/1913818.html?ta_source=ITJobs_LinkDetail
